Algo: i2aEnvironment: RegularMiniPacmanNoFrameskip-v0
Updates 0, num timesteps 160, FPS 161, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60944, value loss 1.48998, policy loss 1.32176, distill_loss 0.00004, time 0.01648 min
Updates 164610, num timesteps 26337760, FPS 343, mean/median reward 322.8/342.0, min/max reward 30.0/563.0, entropy 0.01195, value loss 5.44959, policy loss 0.01499, distill_loss -345.98401, time 1278.13022 min
Updates 164620, num timesteps 26339360, FPS 343, mean/median reward 341.2/362.0, min/max reward 49.0/563.0, entropy 0.02736, value loss 26.45205, policy loss 0.01570, distill_loss -362.79257, time 1278.23455 min
Updates 164630, num timesteps 26340960, FPS 343, mean/median reward 335.1/362.0, min/max reward 49.0/563.0, entropy 0.01467, value loss 17.91208, policy loss -0.01572, distill_loss -347.89288, time 1278.33625 min
Updates 164640, num timesteps 26342560, FPS 343, mean/median reward 319.2/342.0, min/max reward 49.0/563.0, entropy 0.01462, value loss 14.69639, policy loss -0.02284, distill_loss -306.24438, time 1278.43892 min
Updates 164650, num timesteps 26344160, FPS 343, mean/median reward 300.2/329.0, min/max reward 3.0/563.0, entropy 0.01725, value loss 44.96721, policy loss -0.09498, distill_loss -281.36554, time 1278.53892 min
Updates 164660, num timesteps 26345760, FPS 343, mean/median reward 307.0/339.0, min/max reward 3.0/563.0, entropy 0.00956, value loss 39.41779, policy loss -0.00442, distill_loss -319.21216, time 1278.64194 min
Updates 164670, num timesteps 26347360, FPS 343, mean/median reward 310.7/339.0, min/max reward 3.0/613.0, entropy 0.00351, value loss 7.99301, policy loss -0.01168, distill_loss -329.06326, time 1278.74500 min
Updates 164680, num timesteps 26348960, FPS 343, mean/median reward 310.7/339.0, min/max reward 3.0/613.0, entropy 0.00678, value loss 9.37769, policy loss 0.00439, distill_loss -343.58319, time 1278.84758 min
Updates 164690, num timesteps 26350560, FPS 343, mean/median reward 322.3/329.0, min/max reward 3.0/613.0, entropy 0.01874, value loss 18.13784, policy loss -0.01029, distill_loss -344.14481, time 1278.95124 min
Updates 164700, num timesteps 26352160, FPS 343, mean/median reward 328.4/343.0, min/max reward 3.0/613.0, entropy 0.00224, value loss 46.76758, policy loss -0.00058, distill_loss -355.33990, time 1279.05394 min
Updates 164710, num timesteps 26353760, FPS 343, mean/median reward 320.0/343.0, min/max reward 6.0/613.0, entropy 0.00825, value loss 75.06941, policy loss -0.02949, distill_loss -329.64203, time 1279.17585 min
Updates 164720, num timesteps 26355360, FPS 343, mean/median reward 299.4/329.0, min/max reward 6.0/613.0, entropy 0.00359, value loss 4.52282, policy loss 0.01865, distill_loss -316.23859, time 1279.28048 min
Updates 164730, num timesteps 26356960, FPS 343, mean/median reward 311.2/329.0, min/max reward 6.0/613.0, entropy 0.02995, value loss 6.85197, policy loss -0.02439, distill_loss -289.15472, time 1279.38398 min
Updates 164740, num timesteps 26358560, FPS 343, mean/median reward 311.2/329.0, min/max reward 6.0/613.0, entropy 0.02738, value loss 3.83217, policy loss -0.02488, distill_loss -296.12836, time 1279.48796 min
Updates 164750, num timesteps 26360160, FPS 343, mean/median reward 293.4/290.0, min/max reward 6.0/613.0, entropy 0.00994, value loss 5.89601, policy loss -0.00708, distill_loss -322.79541, time 1279.59394 min
Updates 164760, num timesteps 26361760, FPS 343, mean/median reward 307.4/302.0, min/max reward 6.0/613.0, entropy 0.01329, value loss 5.33013, policy loss 0.01861, distill_loss -339.38757, time 1279.69513 min
Updates 164770, num timesteps 26363360, FPS 343, mean/median reward 302.6/290.0, min/max reward 6.0/613.0, entropy 0.00868, value loss 5.36922, policy loss 0.10537, distill_loss -320.26239, time 1279.79577 min
Updates 164780, num timesteps 26364960, FPS 343, mean/median reward 300.6/302.0, min/max reward 6.0/613.0, entropy 0.01787, value loss 20.35312, policy loss -0.02028, distill_loss -344.38821, time 1279.89945 min
Updates 164790, num timesteps 26366560, FPS 343, mean/median reward 295.2/290.0, min/max reward 6.0/613.0, entropy 0.02052, value loss 50.02033, policy loss -0.00463, distill_loss -341.96136, time 1279.99990 min
Updates 164800, num timesteps 26368160, FPS 343, mean/median reward 292.4/290.0, min/max reward 6.0/613.0, entropy 0.01257, value loss 4.52257, policy loss -0.00348, distill_loss -288.66254, time 1280.10270 min
Updates 164810, num timesteps 26369760, FPS 343, mean/median reward 291.6/290.0, min/max reward 6.0/613.0, entropy 0.00758, value loss 6.21420, policy loss -0.00059, distill_loss -307.30096, time 1280.22187 min
Updates 164820, num timesteps 26371360, FPS 343, mean/median reward 279.5/282.0, min/max reward 6.0/564.0, entropy 0.00753, value loss 13.07596, policy loss -0.01019, distill_loss -290.42719, time 1280.32686 min
Updates 164830, num timesteps 26372960, FPS 343, mean/median reward 273.2/282.0, min/max reward 6.0/564.0, entropy 0.00927, value loss 7.65724, policy loss 0.01105, distill_loss -271.93356, time 1280.43080 min
Updates 164840, num timesteps 26374560, FPS 343, mean/median reward 269.6/290.0, min/max reward 6.0/564.0, entropy 0.00562, value loss 13.92584, policy loss -0.01072, distill_loss -305.96396, time 1280.53338 min
Updates 164850, num timesteps 26376160, FPS 343, mean/median reward 279.5/303.0, min/max reward 6.0/564.0, entropy 0.02290, value loss 149.65820, policy loss 0.00288, distill_loss -310.65402, time 1280.63507 min
Updates 164860, num timesteps 26377760, FPS 343, mean/median reward 284.8/329.0, min/max reward 1.0/564.0, entropy 0.01600, value loss 2.51156, policy loss -0.03290, distill_loss -354.03131, time 1280.74064 min
Updates 164870, num timesteps 26379360, FPS 343, mean/median reward 311.6/347.0, min/max reward 1.0/564.0, entropy 0.01918, value loss 9.25895, policy loss 0.01256, distill_loss -334.30927, time 1280.84435 min
Updates 164880, num timesteps 26380960, FPS 343, mean/median reward 299.4/310.0, min/max reward 1.0/564.0, entropy 0.01483, value loss 13.37385, policy loss -0.03705, distill_loss -324.65176, time 1280.94683 min
Updates 164890, num timesteps 26382560, FPS 343, mean/median reward 298.0/310.0, min/max reward 1.0/564.0, entropy 0.00426, value loss 86.76189, policy loss 0.00222, distill_loss -358.68677, time 1281.04963 min
Updates 164900, num timesteps 26384160, FPS 343, mean/median reward 304.8/329.0, min/max reward 1.0/564.0, entropy 0.01117, value loss 7.72146, policy loss -0.08461, distill_loss -368.41022, time 1281.15327 min
Updates 164910, num timesteps 26385760, FPS 343, mean/median reward 315.0/347.0, min/max reward 1.0/580.0, entropy 0.00923, value loss 58.69990, policy loss -0.01963, distill_loss -328.34134, time 1281.27193 min
Updates 164920, num timesteps 26387360, FPS 343, mean/median reward 306.7/347.0, min/max reward 1.0/580.0, entropy 0.00519, value loss 124.74510, policy loss -0.00889, distill_loss -334.09921, time 1281.37501 min
Updates 164930, num timesteps 26388960, FPS 343, mean/median reward 334.0/357.0, min/max reward 1.0/580.0, entropy 0.00126, value loss 4.73328, policy loss -0.00011, distill_loss -351.78635, time 1281.47634 min
Updates 164940, num timesteps 26390560, FPS 343, mean/median reward 324.1/347.0, min/max reward 1.0/580.0, entropy 0.01966, value loss 4.47229, policy loss -0.03093, distill_loss -328.42267, time 1281.57707 min
Updates 164950, num timesteps 26392160, FPS 343, mean/median reward 358.3/388.0, min/max reward 1.0/580.0, entropy 0.00839, value loss 3.85248, policy loss -0.02949, distill_loss -321.89279, time 1281.67742 min
Updates 164960, num timesteps 26393760, FPS 343, mean/median reward 354.0/388.0, min/max reward 1.0/580.0, entropy 0.01016, value loss 5.77978, policy loss -0.00298, distill_loss -309.70258, time 1281.77875 min
Updates 164970, num timesteps 26395360, FPS 343, mean/median reward 343.8/377.0, min/max reward 1.0/580.0, entropy 0.00679, value loss 20.12387, policy loss 0.01531, distill_loss -305.54315, time 1281.88069 min
Updates 164980, num timesteps 26396960, FPS 343, mean/median reward 342.5/369.0, min/max reward 1.0/580.0, entropy 0.00973, value loss 12.84093, policy loss -0.00078, distill_loss -274.88776, time 1281.98395 min
Updates 164990, num timesteps 26398560, FPS 343, mean/median reward 355.9/369.0, min/max reward 74.0/580.0, entropy 0.00353, value loss 6.06766, policy loss -0.00021, distill_loss -291.07217, time 1282.08598 min
Updates 165000, num timesteps 26400160, FPS 343, mean/median reward 354.4/369.0, min/max reward 74.0/580.0, entropy 0.00748, value loss 47.15435, policy loss 0.00418, distill_loss -306.36313, time 1282.18889 min
Updates 165010, num timesteps 26401760, FPS 343, mean/median reward 356.9/369.0, min/max reward 74.0/580.0, entropy 0.00457, value loss 21.91061, policy loss 0.00015, distill_loss -338.04865, time 1282.30702 min
Updates 165020, num timesteps 26403360, FPS 343, mean/median reward 368.0/378.0, min/max reward 74.0/584.0, entropy 0.00446, value loss 2.75399, policy loss 0.00244, distill_loss -332.77481, time 1282.41024 min
Updates 165030, num timesteps 26404960, FPS 343, mean/median reward 351.7/357.0, min/max reward 74.0/584.0, entropy 0.01558, value loss 8.64532, policy loss -0.01454, distill_loss -310.91794, time 1282.51197 min
Updates 165040, num timesteps 26406560, FPS 343, mean/median reward 353.9/357.0, min/max reward 74.0/584.0, entropy 0.01717, value loss 6.18082, policy loss -0.01213, distill_loss -255.77690, time 1282.61464 min
Updates 165050, num timesteps 26408160, FPS 343, mean/median reward 357.9/357.0, min/max reward 74.0/584.0, entropy 0.01514, value loss 6.67031, policy loss 0.01419, distill_loss -317.66602, time 1282.71725 min
Updates 165060, num timesteps 26409760, FPS 343, mean/median reward 350.7/357.0, min/max reward 74.0/584.0, entropy 0.01621, value loss 24.40025, policy loss -0.05019, distill_loss -320.71689, time 1282.81922 min
Updates 165070, num timesteps 26411360, FPS 343, mean/median reward 344.5/334.0, min/max reward 74.0/584.0, entropy 0.00844, value loss 2.64179, policy loss 0.00200, distill_loss -297.20395, time 1282.92312 min
Updates 165080, num timesteps 26412960, FPS 343, mean/median reward 343.6/328.0, min/max reward 74.0/584.0, entropy 0.00905, value loss 3.11347, policy loss 0.00060, distill_loss -270.28311, time 1283.02425 min
Updates 165090, num timesteps 26414560, FPS 343, mean/median reward 344.3/327.0, min/max reward 101.0/584.0, entropy 0.01186, value loss 31.19857, policy loss -0.00262, distill_loss -300.70789, time 1283.12711 min
Updates 165100, num timesteps 26416160, FPS 343, mean/median reward 353.9/328.0, min/max reward 124.0/584.0, entropy 0.01745, value loss 3.79089, policy loss -0.00800, distill_loss -329.73102, time 1283.22857 min
Updates 165110, num timesteps 26417760, FPS 343, mean/median reward 356.3/334.0, min/max reward 124.0/564.0, entropy 0.01315, value loss 217.04282, policy loss -0.40220, distill_loss -331.99188, time 1283.34533 min
Updates 165120, num timesteps 26419360, FPS 343, mean/median reward 337.1/327.0, min/max reward 103.0/564.0, entropy 0.01010, value loss 4.89105, policy loss 0.00290, distill_loss -315.71643, time 1283.44607 min
Updates 165130, num timesteps 26420960, FPS 343, mean/median reward 343.9/335.0, min/max reward 103.0/564.0, entropy 0.01355, value loss 86.94936, policy loss -0.13073, distill_loss -325.36023, time 1283.54798 min
Updates 165140, num timesteps 26422560, FPS 343, mean/median reward 348.5/335.0, min/max reward 103.0/564.0, entropy 0.00512, value loss 5.79484, policy loss 0.00078, distill_loss -311.85233, time 1283.64810 min
Updates 165150, num timesteps 26424160, FPS 343, mean/median reward 336.2/326.0, min/max reward 103.0/564.0, entropy 0.00744, value loss 9.50873, policy loss -0.14199, distill_loss -304.68527, time 1283.74942 min
Updates 165160, num timesteps 26425760, FPS 343, mean/median reward 326.1/326.0, min/max reward 67.0/643.0, entropy 0.02276, value loss 68.57896, policy loss -0.09610, distill_loss -241.25154, time 1283.85033 min
Updates 165170, num timesteps 26427360, FPS 343, mean/median reward 314.4/301.0, min/max reward 67.0/643.0, entropy 0.02312, value loss 3.39286, policy loss -0.02610, distill_loss -267.51239, time 1283.95085 min
Updates 165180, num timesteps 26428960, FPS 343, mean/median reward 314.4/301.0, min/max reward 67.0/643.0, entropy 0.01299, value loss 3.53159, policy loss 0.04901, distill_loss -327.96658, time 1284.04959 min
Updates 165190, num timesteps 26430560, FPS 343, mean/median reward 315.7/301.0, min/max reward 67.0/643.0, entropy 0.00475, value loss 7.12846, policy loss -0.03216, distill_loss -352.29715, time 1284.15075 min
Updates 165200, num timesteps 26432160, FPS 343, mean/median reward 317.9/301.0, min/max reward 67.0/643.0, entropy 0.00975, value loss 47.93850, policy loss -0.00602, distill_loss -335.71661, time 1284.25294 min
Updates 165210, num timesteps 26433760, FPS 343, mean/median reward 299.4/270.0, min/max reward 67.0/643.0, entropy 0.01579, value loss 13.86072, policy loss -0.01479, distill_loss -342.47678, time 1284.37154 min
Updates 165220, num timesteps 26435360, FPS 343, mean/median reward 316.0/294.0, min/max reward 67.0/643.0, entropy 0.00399, value loss 7.45742, policy loss 0.00195, distill_loss -306.44504, time 1284.47597 min
Updates 165230, num timesteps 26436960, FPS 343, mean/median reward 313.2/294.0, min/max reward 67.0/643.0, entropy 0.02301, value loss 7.18470, policy loss -0.02437, distill_loss -324.20795, time 1284.57531 min
Updates 165240, num timesteps 26438560, FPS 342, mean/median reward 312.6/294.0, min/max reward 67.0/643.0, entropy 0.01961, value loss 4.33740, policy loss -0.03357, distill_loss -323.68060, time 1284.67659 min
Updates 165250, num timesteps 26440160, FPS 342, mean/median reward 348.8/330.0, min/max reward 67.0/643.0, entropy 0.01761, value loss 49.33820, policy loss -0.04285, distill_loss -311.33679, time 1284.77932 min
Updates 165260, num timesteps 26441760, FPS 342, mean/median reward 346.4/330.0, min/max reward 0.0/643.0, entropy 0.00635, value loss 8.12687, policy loss -0.00373, distill_loss -294.72180, time 1284.88374 min
Updates 165270, num timesteps 26443360, FPS 342, mean/median reward 354.4/336.0, min/max reward 0.0/643.0, entropy 0.00503, value loss 3.27302, policy loss 0.02521, distill_loss -309.00879, time 1284.98576 min
Updates 165280, num timesteps 26444960, FPS 342, mean/median reward 338.2/330.0, min/max reward 0.0/643.0, entropy 0.00421, value loss 5.70493, policy loss -0.00071, distill_loss -320.58096, time 1285.09041 min
Updates 165290, num timesteps 26446560, FPS 342, mean/median reward 340.3/336.0, min/max reward 0.0/643.0, entropy 0.00765, value loss 95.05196, policy loss -0.00503, distill_loss -319.41852, time 1285.19471 min
Updates 165300, num timesteps 26448160, FPS 342, mean/median reward 336.3/336.0, min/max reward 0.0/643.0, entropy 0.00146, value loss 7.54121, policy loss 0.00139, distill_loss -320.29385, time 1285.29875 min
Updates 165310, num timesteps 26449760, FPS 342, mean/median reward 343.2/336.0, min/max reward 0.0/643.0, entropy 0.00933, value loss 5.69680, policy loss -0.02191, distill_loss -296.59482, time 1285.41677 min
Updates 165320, num timesteps 26451360, FPS 342, mean/median reward 345.0/342.0, min/max reward 0.0/643.0, entropy 0.00612, value loss 3.92013, policy loss -0.00274, distill_loss -275.81946, time 1285.52152 min
Updates 165330, num timesteps 26452960, FPS 342, mean/median reward 342.6/342.0, min/max reward 0.0/643.0, entropy 0.00456, value loss 8.74508, policy loss 0.00506, distill_loss -314.74844, time 1285.62414 min
Updates 165340, num timesteps 26454560, FPS 342, mean/median reward 324.7/349.0, min/max reward 0.0/643.0, entropy 0.01413, value loss 18.20763, policy loss 0.00136, distill_loss -308.93839, time 1285.72636 min
Updates 165350, num timesteps 26456160, FPS 342, mean/median reward 309.4/342.0, min/max reward 0.0/643.0, entropy 0.00623, value loss 86.73775, policy loss -0.29913, distill_loss -316.42050, time 1285.82714 min
Updates 165360, num timesteps 26457760, FPS 342, mean/median reward 308.2/349.0, min/max reward 0.0/617.0, entropy 0.00009, value loss 119.41588, policy loss -0.00008, distill_loss -310.56342, time 1285.93152 min
Updates 165370, num timesteps 26459360, FPS 342, mean/median reward 320.0/369.0, min/max reward 3.0/617.0, entropy 0.00263, value loss 4.24052, policy loss -0.00195, distill_loss -283.26199, time 1286.03534 min
Updates 165380, num timesteps 26460960, FPS 342, mean/median reward 321.1/369.0, min/max reward 3.0/617.0, entropy 0.01026, value loss 2.79917, policy loss -0.02606, distill_loss -303.53131, time 1286.13858 min
Updates 165390, num timesteps 26462560, FPS 342, mean/median reward 321.8/369.0, min/max reward 3.0/617.0, entropy 0.01103, value loss 13.40286, policy loss -0.00523, distill_loss -333.83920, time 1286.24344 min
Updates 165400, num timesteps 26464160, FPS 342, mean/median reward 323.8/370.0, min/max reward 3.0/617.0, entropy 0.01491, value loss 5.68551, policy loss 0.01315, distill_loss -292.69965, time 1286.34482 min
Updates 165410, num timesteps 26465760, FPS 342, mean/median reward 328.7/370.0, min/max reward 3.0/617.0, entropy 0.02862, value loss 16.96122, policy loss 0.00092, distill_loss -259.79590, time 1286.46115 min
Updates 165420, num timesteps 26467360, FPS 342, mean/median reward 323.1/369.0, min/max reward 3.0/617.0, entropy 0.00719, value loss 5.06556, policy loss -0.00287, distill_loss -336.58636, time 1286.56213 min
Updates 165430, num timesteps 26468960, FPS 342, mean/median reward 314.4/349.0, min/max reward 3.0/617.0, entropy 0.00142, value loss 5.72814, policy loss -0.00121, distill_loss -314.30191, time 1286.66250 min
Updates 165440, num timesteps 26470560, FPS 342, mean/median reward 311.9/347.0, min/max reward 3.0/617.0, entropy 0.00838, value loss 15.09433, policy loss -0.00031, distill_loss -288.97607, time 1286.76636 min
Updates 165450, num timesteps 26472160, FPS 342, mean/median reward 308.7/330.0, min/max reward 3.0/617.0, entropy 0.00417, value loss 4.95244, policy loss 0.00143, distill_loss -369.48737, time 1286.86637 min
Updates 165460, num timesteps 26473760, FPS 342, mean/median reward 311.7/349.0, min/max reward 1.0/617.0, entropy 0.00528, value loss 8.67766, policy loss -0.02516, distill_loss -301.37683, time 1286.96726 min
Updates 165470, num timesteps 26475360, FPS 342, mean/median reward 309.9/344.0, min/max reward 1.0/696.0, entropy 0.00619, value loss 8.53416, policy loss -0.00289, distill_loss -289.95853, time 1287.07007 min
Updates 165480, num timesteps 26476960, FPS 342, mean/median reward 329.6/369.0, min/max reward 1.0/696.0, entropy 0.01199, value loss 3.54219, policy loss 0.00320, distill_loss -271.81097, time 1287.17284 min
Updates 165490, num timesteps 26478560, FPS 342, mean/median reward 333.1/387.0, min/max reward 1.0/696.0, entropy 0.02472, value loss 10.93648, policy loss 0.00177, distill_loss -277.53522, time 1287.27648 min
Updates 165500, num timesteps 26480160, FPS 342, mean/median reward 325.2/387.0, min/max reward 1.0/696.0, entropy 0.01399, value loss 3.81733, policy loss -0.00362, distill_loss -295.28168, time 1287.37840 min
Updates 165510, num timesteps 26481760, FPS 342, mean/median reward 346.3/387.0, min/max reward 1.0/696.0, entropy 0.01995, value loss 15.25465, policy loss 0.06498, distill_loss -280.63382, time 1287.49748 min
Updates 165520, num timesteps 26483360, FPS 342, mean/median reward 346.4/379.0, min/max reward 1.0/696.0, entropy 0.02236, value loss 6.32495, policy loss 0.00094, distill_loss -285.64597, time 1287.59765 min
Updates 165530, num timesteps 26484960, FPS 342, mean/median reward 339.1/357.0, min/max reward 1.0/696.0, entropy 0.00373, value loss 4.53022, policy loss -0.00186, distill_loss -296.37308, time 1287.70031 min
Updates 165540, num timesteps 26486560, FPS 342, mean/median reward 334.4/341.0, min/max reward 1.0/696.0, entropy 0.00963, value loss 3.80908, policy loss -0.00529, distill_loss -302.38702, time 1287.80225 min
Updates 165550, num timesteps 26488160, FPS 342, mean/median reward 334.3/357.0, min/max reward 1.0/696.0, entropy 0.01164, value loss 10.93485, policy loss -0.00062, distill_loss -327.13742, time 1287.90412 min
Updates 165560, num timesteps 26489760, FPS 342, mean/median reward 320.3/323.0, min/max reward 1.0/696.0, entropy 0.00739, value loss 6.57592, policy loss 0.00471, distill_loss -281.72531, time 1288.00747 min
Updates 165570, num timesteps 26491360, FPS 342, mean/median reward 307.8/323.0, min/max reward 1.0/696.0, entropy 0.01376, value loss 9.04305, policy loss -0.06443, distill_loss -303.94641, time 1288.11361 min
Updates 165580, num timesteps 26492960, FPS 342, mean/median reward 296.4/292.0, min/max reward 1.0/696.0, entropy 0.02058, value loss 65.55407, policy loss -0.00074, distill_loss -298.82477, time 1288.21558 min
Updates 165590, num timesteps 26494560, FPS 342, mean/median reward 280.4/289.0, min/max reward 1.0/696.0, entropy 0.01952, value loss 29.94379, policy loss -0.07216, distill_loss -319.34793, time 1288.31939 min
Updates 165600, num timesteps 26496160, FPS 342, mean/median reward 274.5/289.0, min/max reward 1.0/696.0, entropy 0.01600, value loss 78.10222, policy loss -0.00717, distill_loss -315.99515, time 1288.42321 min
Updates 165610, num timesteps 26497760, FPS 342, mean/median reward 268.5/287.0, min/max reward 1.0/696.0, entropy 0.01270, value loss 12.86292, policy loss 0.00758, distill_loss -298.26682, time 1288.54129 min
Updates 165620, num timesteps 26499360, FPS 342, mean/median reward 253.3/225.0, min/max reward 1.0/696.0, entropy 0.00924, value loss 8.64801, policy loss -0.00526, distill_loss -296.68738, time 1288.64406 min
Updates 165630, num timesteps 26500960, FPS 342, mean/median reward 250.8/242.0, min/max reward 1.0/696.0, entropy 0.00354, value loss 4.34984, policy loss 0.00259, distill_loss -293.86676, time 1288.74376 min
Updates 165640, num timesteps 26502560, FPS 342, mean/median reward 256.5/242.0, min/max reward 1.0/696.0, entropy 0.03589, value loss 60.30872, policy loss -0.04945, distill_loss -293.20255, time 1288.84425 min
Updates 165650, num timesteps 26504160, FPS 342, mean/median reward 263.2/292.0, min/max reward 1.0/559.0, entropy 0.00746, value loss 17.19242, policy loss 0.00160, distill_loss -303.82822, time 1288.94729 min
Updates 165660, num timesteps 26505760, FPS 342, mean/median reward 271.8/323.0, min/max reward 1.0/511.0, entropy 0.01169, value loss 39.32087, policy loss 0.00988, distill_loss -314.49728, time 1289.05002 min
Updates 165670, num timesteps 26507360, FPS 342, mean/median reward 297.6/324.0, min/max reward 45.0/582.0, entropy 0.02491, value loss 4.43839, policy loss -0.04246, distill_loss -329.36584, time 1289.15731 min
Updates 165680, num timesteps 26508960, FPS 342, mean/median reward 313.7/337.0, min/max reward 70.0/582.0, entropy 0.01239, value loss 7.12957, policy loss -0.00014, distill_loss -297.92767, time 1289.26486 min
Updates 165690, num timesteps 26510560, FPS 342, mean/median reward 314.3/346.0, min/max reward 70.0/539.0, entropy 0.02144, value loss 5.61656, policy loss 0.02018, distill_loss -284.01233, time 1289.36596 min
Updates 165700, num timesteps 26512160, FPS 342, mean/median reward 314.3/346.0, min/max reward 70.0/539.0, entropy 0.00626, value loss 10.71342, policy loss -0.02180, distill_loss -325.79410, time 1289.46621 min
Updates 165710, num timesteps 26513760, FPS 342, mean/median reward 314.3/346.0, min/max reward 70.0/539.0, entropy 0.01419, value loss 14.52046, policy loss 0.19039, distill_loss -347.33640, time 1289.58748 min
Updates 165720, num timesteps 26515360, FPS 342, mean/median reward 311.1/331.0, min/max reward 70.0/539.0, entropy 0.00525, value loss 4.96452, policy loss -0.00157, distill_loss -330.93317, time 1289.69159 min
Updates 165730, num timesteps 26516960, FPS 342, mean/median reward 332.4/353.0, min/max reward 77.0/574.0, entropy 0.01384, value loss 24.90724, policy loss -0.04376, distill_loss -327.43701, time 1289.79308 min
Updates 165740, num timesteps 26518560, FPS 342, mean/median reward 347.1/366.0, min/max reward 77.0/594.0, entropy 0.00588, value loss 45.54378, policy loss 0.00387, distill_loss -317.94666, time 1289.89560 min
Updates 165750, num timesteps 26520160, FPS 342, mean/median reward 333.3/353.0, min/max reward 77.0/594.0, entropy 0.02022, value loss 7.68720, policy loss -0.03040, distill_loss -334.83539, time 1289.99668 min
Updates 165760, num timesteps 26521760, FPS 342, mean/median reward 343.8/353.0, min/max reward 51.0/594.0, entropy 0.00952, value loss 4.60117, policy loss -0.00952, distill_loss -331.37122, time 1290.09869 min
Updates 165770, num timesteps 26523360, FPS 342, mean/median reward 351.2/366.0, min/max reward 51.0/594.0, entropy 0.02759, value loss 44.46167, policy loss 0.04386, distill_loss -303.87860, time 1290.19849 min
Updates 165780, num timesteps 26524960, FPS 342, mean/median reward 361.9/366.0, min/max reward 51.0/599.0, entropy 0.01753, value loss 35.21711, policy loss -0.00113, distill_loss -290.71246, time 1290.29978 min
Updates 165790, num timesteps 26526560, FPS 342, mean/median reward 363.2/366.0, min/max reward 51.0/599.0, entropy 0.03720, value loss 2.52925, policy loss -0.01594, distill_loss -279.61401, time 1290.40110 min
Updates 165800, num timesteps 26528160, FPS 342, mean/median reward 369.0/366.0, min/max reward 51.0/599.0, entropy 0.01542, value loss 7.61820, policy loss -0.02001, distill_loss -329.15042, time 1290.50271 min
Updates 165810, num timesteps 26529760, FPS 342, mean/median reward 358.1/358.0, min/max reward 51.0/599.0, entropy 0.01599, value loss 5.61175, policy loss -0.00472, distill_loss -337.48880, time 1290.62034 min
Updates 165820, num timesteps 26531360, FPS 342, mean/median reward 336.6/353.0, min/max reward 33.0/599.0, entropy 0.01290, value loss 3.16711, policy loss -0.01766, distill_loss -343.78574, time 1290.72444 min
Updates 165830, num timesteps 26532960, FPS 342, mean/median reward 360.2/358.0, min/max reward 33.0/623.0, entropy 0.00807, value loss 5.12843, policy loss 0.04037, distill_loss -299.91364, time 1290.82942 min
Updates 165840, num timesteps 26534560, FPS 342, mean/median reward 356.9/361.0, min/max reward 33.0/623.0, entropy 0.01388, value loss 13.49639, policy loss 0.04969, distill_loss -302.29401, time 1290.92990 min
Updates 165850, num timesteps 26536160, FPS 342, mean/median reward 357.4/361.0, min/max reward 33.0/623.0, entropy 0.00005, value loss 13.31594, policy loss -0.00000, distill_loss -319.99823, time 1291.03006 min
Updates 165860, num timesteps 26537760, FPS 342, mean/median reward 360.2/361.0, min/max reward 33.0/623.0, entropy 0.02287, value loss 95.91179, policy loss -0.00906, distill_loss -311.94000, time 1291.13283 min
Updates 165870, num timesteps 26539360, FPS 342, mean/median reward 330.8/355.0, min/max reward 1.0/599.0, entropy 0.02400, value loss 3.00511, policy loss -0.04330, distill_loss -305.97910, time 1291.23425 min
Updates 165880, num timesteps 26540960, FPS 342, mean/median reward 314.6/341.0, min/max reward 1.0/559.0, entropy 0.01204, value loss 64.33965, policy loss -0.00332, distill_loss -295.16245, time 1291.33805 min
Updates 165890, num timesteps 26542560, FPS 342, mean/median reward 306.3/334.0, min/max reward 1.0/559.0, entropy 0.00484, value loss 6.26560, policy loss 0.00095, distill_loss -286.80325, time 1291.44151 min
Updates 165900, num timesteps 26544160, FPS 342, mean/median reward 316.8/341.0, min/max reward 33.0/665.0, entropy 0.00746, value loss 119.81699, policy loss -0.00158, distill_loss -306.23676, time 1291.54328 min
Updates 165910, num timesteps 26545760, FPS 342, mean/median reward 312.5/341.0, min/max reward 33.0/665.0, entropy 0.00343, value loss 2.97781, policy loss -0.00099, distill_loss -329.19528, time 1291.66329 min
Updates 165920, num timesteps 26547360, FPS 342, mean/median reward 326.4/353.0, min/max reward 66.0/665.0, entropy 0.01352, value loss 21.41519, policy loss -0.02379, distill_loss -332.09393, time 1291.77060 min
Updates 165930, num timesteps 26548960, FPS 342, mean/median reward 323.2/343.0, min/max reward 66.0/665.0, entropy 0.02273, value loss 6.49258, policy loss -0.00163, distill_loss -318.02716, time 1291.87527 min
Updates 165940, num timesteps 26550560, FPS 342, mean/median reward 332.5/353.0, min/max reward 81.0/665.0, entropy 0.01729, value loss 13.70152, policy loss -0.01232, distill_loss -327.20346, time 1291.98056 min
Updates 165950, num timesteps 26552160, FPS 342, mean/median reward 332.1/353.0, min/max reward 81.0/665.0, entropy 0.00982, value loss 3.75563, policy loss -0.00444, distill_loss -342.62515, time 1292.08499 min
Updates 165960, num timesteps 26553760, FPS 342, mean/median reward 322.9/343.0, min/max reward 79.0/665.0, entropy 0.01063, value loss 11.95439, policy loss 0.02668, distill_loss -368.46225, time 1292.19012 min
Updates 165970, num timesteps 26555360, FPS 342, mean/median reward 315.7/343.0, min/max reward 79.0/665.0, entropy 0.01021, value loss 4.37467, policy loss 0.07927, distill_loss -346.98053, time 1292.29663 min
