command line args: main.py --algo i2a --env HuntMiniPacmanNoFrameskip-v0 --num-processes 128 --port 5555 --log-dir /tmp/gym/Hunt_AfterBugfix --num-steps 10 --entropy-coef 0.02 --distill-coef 0.3 --num-stack 1 --use-class-labels
Updates 0, num timesteps 1280, FPS 367, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 1.60944, value loss 0.00001, policy loss 0.00394, distill_loss -0.00075, time 0.05810 min
Updates 62170, num timesteps 79578880, FPS 559, mean/median reward 20.8/16.0, min/max reward -40.0/110.0, entropy 0.39131, value loss 16.17834, policy loss -0.11335, distill_loss -47.93613, time 2370.50876 min
Updates 62180, num timesteps 79591680, FPS 559, mean/median reward 23.4/23.0, min/max reward -37.0/143.0, entropy 0.34172, value loss 16.11533, policy loss 0.09068, distill_loss -51.33886, time 2371.09618 min
Updates 62190, num timesteps 79604480, FPS 559, mean/median reward 25.4/23.0, min/max reward -37.0/143.0, entropy 0.38232, value loss 16.34671, policy loss -0.14313, distill_loss -50.70724, time 2371.67005 min
Updates 62200, num timesteps 79617280, FPS 559, mean/median reward 28.9/25.0, min/max reward -20.0/143.0, entropy 0.40484, value loss 12.77520, policy loss 0.02265, distill_loss -48.97764, time 2372.25348 min
Updates 62210, num timesteps 79630080, FPS 559, mean/median reward 27.2/23.0, min/max reward -20.0/143.0, entropy 0.38718, value loss 16.10838, policy loss 0.05395, distill_loss -51.23929, time 2372.95492 min
Updates 62220, num timesteps 79642880, FPS 559, mean/median reward 28.7/25.0, min/max reward -20.0/143.0, entropy 0.38357, value loss 17.22628, policy loss -0.17859, distill_loss -51.02404, time 2373.51549 min
Updates 62230, num timesteps 79655680, FPS 559, mean/median reward 28.2/26.0, min/max reward -26.0/143.0, entropy 0.39869, value loss 16.35323, policy loss -0.04891, distill_loss -49.89813, time 2374.10137 min
Updates 62240, num timesteps 79668480, FPS 559, mean/median reward 27.6/25.0, min/max reward -26.0/129.0, entropy 0.41825, value loss 11.01923, policy loss -0.04382, distill_loss -50.80398, time 2374.67359 min
Updates 62250, num timesteps 79681280, FPS 559, mean/median reward 27.0/25.0, min/max reward -27.0/128.0, entropy 0.36322, value loss 15.31041, policy loss 0.12405, distill_loss -51.08400, time 2375.25348 min
Updates 62260, num timesteps 79694080, FPS 559, mean/median reward 26.6/22.0, min/max reward -27.0/128.0, entropy 0.41334, value loss 11.26572, policy loss -0.12865, distill_loss -50.80865, time 2375.83296 min
Updates 62270, num timesteps 79706880, FPS 559, mean/median reward 23.8/22.0, min/max reward -39.0/128.0, entropy 0.46764, value loss 12.47956, policy loss -0.08891, distill_loss -50.74593, time 2376.39784 min
Updates 62280, num timesteps 79719680, FPS 558, mean/median reward 21.9/23.0, min/max reward -39.0/112.0, entropy 0.44489, value loss 11.34388, policy loss 0.12347, distill_loss -50.16456, time 2376.97800 min
Updates 62290, num timesteps 79732480, FPS 558, mean/median reward 23.6/25.0, min/max reward -20.0/112.0, entropy 0.39617, value loss 17.61311, policy loss 0.09315, distill_loss -51.91827, time 2377.55124 min
Updates 62300, num timesteps 79745280, FPS 558, mean/median reward 25.4/24.0, min/max reward -20.0/110.0, entropy 0.36374, value loss 21.59705, policy loss -0.23204, distill_loss -52.18349, time 2378.14497 min
Updates 62310, num timesteps 79758080, FPS 558, mean/median reward 25.2/23.0, min/max reward -20.0/111.0, entropy 0.37177, value loss 16.13369, policy loss -0.18302, distill_loss -51.54270, time 2378.84164 min
Updates 62320, num timesteps 79770880, FPS 558, mean/median reward 24.6/23.0, min/max reward -20.0/111.0, entropy 0.34020, value loss 19.99356, policy loss -0.13437, distill_loss -52.71067, time 2379.41974 min
Updates 62330, num timesteps 79783680, FPS 558, mean/median reward 26.2/24.0, min/max reward -20.0/111.0, entropy 0.38369, value loss 48.42277, policy loss 0.16743, distill_loss -53.32969, time 2380.01248 min
Updates 62340, num timesteps 79796480, FPS 558, mean/median reward 28.8/25.0, min/max reward -20.0/163.0, entropy 0.35586, value loss 17.75044, policy loss -0.07821, distill_loss -50.85382, time 2380.57931 min
Updates 62350, num timesteps 79809280, FPS 558, mean/median reward 26.4/24.0, min/max reward -40.0/163.0, entropy 0.35657, value loss 16.29305, policy loss 0.02310, distill_loss -49.85269, time 2381.16118 min
Updates 62360, num timesteps 79822080, FPS 558, mean/median reward 27.3/24.0, min/max reward -40.0/163.0, entropy 0.35194, value loss 17.11859, policy loss -0.04460, distill_loss -53.38601, time 2381.74936 min
Updates 62370, num timesteps 79834880, FPS 558, mean/median reward 26.5/24.0, min/max reward -40.0/163.0, entropy 0.36112, value loss 18.88855, policy loss -0.08647, distill_loss -49.34722, time 2382.31366 min
Updates 62380, num timesteps 79847680, FPS 558, mean/median reward 27.3/24.0, min/max reward -24.0/163.0, entropy 0.33483, value loss 22.64254, policy loss -0.18971, distill_loss -51.99632, time 2382.91322 min
Updates 62390, num timesteps 79860480, FPS 558, mean/median reward 26.4/23.0, min/max reward -24.0/163.0, entropy 0.38612, value loss 12.82348, policy loss -0.08032, distill_loss -50.78918, time 2383.49144 min
Updates 62400, num timesteps 79873280, FPS 558, mean/median reward 21.4/16.0, min/max reward -24.0/102.0, entropy 0.34072, value loss 18.24813, policy loss 0.10081, distill_loss -49.09864, time 2384.06232 min
Updates 62410, num timesteps 79886080, FPS 558, mean/median reward 22.2/16.0, min/max reward -33.0/133.0, entropy 0.35111, value loss 16.35673, policy loss -0.04261, distill_loss -51.38452, time 2384.77226 min
Updates 62420, num timesteps 79898880, FPS 558, mean/median reward 22.6/17.0, min/max reward -33.0/133.0, entropy 0.33839, value loss 14.15524, policy loss -0.08458, distill_loss -48.25976, time 2385.33704 min
Updates 62430, num timesteps 79911680, FPS 558, mean/median reward 21.8/15.0, min/max reward -33.0/133.0, entropy 0.34733, value loss 11.58389, policy loss -0.16406, distill_loss -50.32981, time 2385.94009 min
Updates 62440, num timesteps 79924480, FPS 558, mean/median reward 22.6/15.0, min/max reward -33.0/133.0, entropy 0.33274, value loss 22.15197, policy loss -0.03019, distill_loss -50.72297, time 2386.53532 min
Updates 62450, num timesteps 79937280, FPS 558, mean/median reward 24.2/19.0, min/max reward -20.0/133.0, entropy 0.33692, value loss 18.69692, policy loss -0.10452, distill_loss -52.21815, time 2387.11362 min
Updates 62460, num timesteps 79950080, FPS 558, mean/median reward 26.9/19.0, min/max reward -20.0/135.0, entropy 0.33716, value loss 11.24139, policy loss 0.11469, distill_loss -52.96188, time 2387.70156 min
Updates 62470, num timesteps 79962880, FPS 558, mean/median reward 27.8/24.0, min/max reward -56.0/135.0, entropy 0.33560, value loss 18.52436, policy loss 0.08794, distill_loss -48.81602, time 2388.26903 min
Updates 62480, num timesteps 79975680, FPS 557, mean/median reward 27.7/14.0, min/max reward -56.0/132.0, entropy 0.34093, value loss 18.98682, policy loss -0.09029, distill_loss -48.16076, time 2388.85196 min
Updates 62490, num timesteps 79988480, FPS 557, mean/median reward 28.1/17.0, min/max reward -56.0/132.0, entropy 0.31415, value loss 11.73203, policy loss 0.04139, distill_loss -52.18692, time 2389.42205 min
Updates 62500, num timesteps 80001280, FPS 557, mean/median reward 30.9/26.0, min/max reward -56.0/130.0, entropy 0.40059, value loss 14.07593, policy loss 0.00192, distill_loss -48.15783, time 2390.00488 min
Updates 62510, num timesteps 80014080, FPS 557, mean/median reward 25.7/24.0, min/max reward -56.0/130.0, entropy 0.30149, value loss 20.26665, policy loss -0.12411, distill_loss -53.08501, time 2390.69701 min
Updates 62520, num timesteps 80026880, FPS 557, mean/median reward 24.5/17.0, min/max reward -56.0/114.0, entropy 0.33344, value loss 16.00013, policy loss -0.08168, distill_loss -51.19380, time 2391.25311 min
Updates 62530, num timesteps 80039680, FPS 557, mean/median reward 27.2/25.0, min/max reward -20.0/122.0, entropy 0.32468, value loss 20.19706, policy loss -0.12493, distill_loss -50.45595, time 2391.85034 min
Updates 62540, num timesteps 80052480, FPS 557, mean/median reward 28.5/25.0, min/max reward -20.0/122.0, entropy 0.35645, value loss 13.20141, policy loss 0.01942, distill_loss -51.10200, time 2392.43281 min
Updates 62550, num timesteps 80065280, FPS 557, mean/median reward 27.4/25.0, min/max reward -20.0/122.0, entropy 0.40279, value loss 12.33874, policy loss -0.02463, distill_loss -48.99511, time 2393.00038 min
Updates 62560, num timesteps 80078080, FPS 557, mean/median reward 29.3/25.0, min/max reward -20.0/122.0, entropy 0.36726, value loss 12.79578, policy loss 0.03074, distill_loss -49.95373, time 2393.59432 min
Updates 62570, num timesteps 80090880, FPS 557, mean/median reward 28.5/25.0, min/max reward -20.0/114.0, entropy 0.35215, value loss 13.31493, policy loss -0.00873, distill_loss -49.96723, time 2394.17561 min
Updates 62580, num timesteps 80103680, FPS 557, mean/median reward 26.4/23.0, min/max reward -28.0/114.0, entropy 0.34860, value loss 12.93611, policy loss 0.07339, distill_loss -49.73159, time 2394.75499 min
Updates 62590, num timesteps 80116480, FPS 557, mean/median reward 23.2/16.0, min/max reward -28.0/104.0, entropy 0.38669, value loss 26.97125, policy loss 0.00224, distill_loss -48.25863, time 2395.32634 min
Updates 62600, num timesteps 80129280, FPS 557, mean/median reward 23.6/16.0, min/max reward -24.0/143.0, entropy 0.38133, value loss 14.41515, policy loss -0.05469, distill_loss -50.09271, time 2395.85254 min
Updates 62610, num timesteps 80142080, FPS 557, mean/median reward 26.2/16.0, min/max reward -24.0/143.0, entropy 0.37124, value loss 15.74801, policy loss 0.14982, distill_loss -50.67205, time 2396.56337 min
Updates 62620, num timesteps 80154880, FPS 557, mean/median reward 23.4/16.0, min/max reward -20.0/143.0, entropy 0.35589, value loss 23.79747, policy loss -0.14842, distill_loss -48.20940, time 2397.13059 min
Updates 62630, num timesteps 80167680, FPS 557, mean/median reward 20.0/15.0, min/max reward -20.0/143.0, entropy 0.38177, value loss 11.74696, policy loss -0.08523, distill_loss -46.78849, time 2397.68168 min
Updates 62640, num timesteps 80180480, FPS 557, mean/median reward 22.7/16.0, min/max reward -20.0/124.0, entropy 0.35533, value loss 16.40542, policy loss 0.01517, distill_loss -51.07987, time 2398.24219 min
Updates 62650, num timesteps 80193280, FPS 557, mean/median reward 22.8/16.0, min/max reward -40.0/124.0, entropy 0.32595, value loss 25.11573, policy loss -0.01886, distill_loss -49.74171, time 2398.80603 min
Updates 62660, num timesteps 80206080, FPS 557, mean/median reward 24.0/16.0, min/max reward -40.0/124.0, entropy 0.36031, value loss 14.93669, policy loss -0.00907, distill_loss -49.16513, time 2399.38507 min
Updates 62670, num timesteps 80218880, FPS 557, mean/median reward 22.2/16.0, min/max reward -40.0/110.0, entropy 0.36148, value loss 16.31956, policy loss -0.05794, distill_loss -51.28665, time 2399.95499 min
Updates 62680, num timesteps 80231680, FPS 557, mean/median reward 20.1/16.0, min/max reward -40.0/107.0, entropy 0.38311, value loss 11.17796, policy loss 0.00001, distill_loss -52.33176, time 2400.53070 min
Updates 62690, num timesteps 80244480, FPS 557, mean/median reward 20.4/15.0, min/max reward -40.0/121.0, entropy 0.35475, value loss 13.11277, policy loss -0.00487, distill_loss -53.19271, time 2401.08942 min
Updates 62700, num timesteps 80257280, FPS 556, mean/median reward 24.6/24.0, min/max reward -36.0/121.0, entropy 0.30723, value loss 14.57316, policy loss 0.05175, distill_loss -53.42171, time 2401.65209 min
Updates 62710, num timesteps 80270080, FPS 556, mean/median reward 29.5/25.0, min/max reward -36.0/139.0, entropy 0.34970, value loss 30.01141, policy loss -0.19978, distill_loss -52.44404, time 2402.31627 min
Updates 62720, num timesteps 80282880, FPS 556, mean/median reward 28.2/25.0, min/max reward -20.0/122.0, entropy 0.33043, value loss 14.02226, policy loss -0.00446, distill_loss -51.17426, time 2402.87966 min
Updates 62730, num timesteps 80295680, FPS 556, mean/median reward 28.0/25.0, min/max reward -20.0/122.0, entropy 0.35982, value loss 13.76468, policy loss 0.11936, distill_loss -51.79484, time 2403.45802 min
Updates 62740, num timesteps 80308480, FPS 556, mean/median reward 25.8/18.0, min/max reward -20.0/130.0, entropy 0.31475, value loss 16.51908, policy loss -0.01234, distill_loss -50.58566, time 2404.02074 min
Updates 62750, num timesteps 80321280, FPS 556, mean/median reward 29.1/26.0, min/max reward -20.0/130.0, entropy 0.35690, value loss 22.01898, policy loss 0.02195, distill_loss -51.19950, time 2404.57723 min
Updates 62760, num timesteps 80334080, FPS 556, mean/median reward 28.6/26.0, min/max reward -20.0/130.0, entropy 0.33780, value loss 17.15251, policy loss -0.18436, distill_loss -49.43217, time 2405.14185 min
Updates 62770, num timesteps 80346880, FPS 556, mean/median reward 27.0/25.0, min/max reward -20.0/111.0, entropy 0.38937, value loss 21.99429, policy loss -0.14355, distill_loss -49.83394, time 2405.70265 min
Updates 62780, num timesteps 80359680, FPS 556, mean/median reward 24.8/24.0, min/max reward -20.0/111.0, entropy 0.35471, value loss 20.17250, policy loss -0.06476, distill_loss -51.15575, time 2406.28699 min
Updates 62790, num timesteps 80372480, FPS 556, mean/median reward 27.6/23.0, min/max reward -20.0/171.0, entropy 0.40316, value loss 16.26823, policy loss -0.00420, distill_loss -52.75721, time 2406.84481 min
Updates 62800, num timesteps 80385280, FPS 556, mean/median reward 26.5/23.0, min/max reward -27.0/171.0, entropy 0.37133, value loss 10.22316, policy loss -0.23514, distill_loss -52.69096, time 2407.41951 min
Updates 62810, num timesteps 80398080, FPS 556, mean/median reward 28.7/24.0, min/max reward -27.0/171.0, entropy 0.33800, value loss 10.80934, policy loss -0.05931, distill_loss -52.28215, time 2408.11128 min
Updates 62820, num timesteps 80410880, FPS 556, mean/median reward 28.9/25.0, min/max reward -27.0/171.0, entropy 0.37044, value loss 31.74036, policy loss -0.12534, distill_loss -50.33847, time 2408.67167 min
Updates 62830, num timesteps 80423680, FPS 556, mean/median reward 32.5/25.0, min/max reward -27.0/171.0, entropy 0.37188, value loss 17.82215, policy loss 0.01514, distill_loss -49.98507, time 2409.25194 min
Updates 62840, num timesteps 80436480, FPS 556, mean/median reward 30.4/25.0, min/max reward -27.0/151.0, entropy 0.36689, value loss 16.29531, policy loss -0.03770, distill_loss -52.81365, time 2409.81034 min
Updates 62850, num timesteps 80449280, FPS 556, mean/median reward 30.7/25.0, min/max reward -37.0/151.0, entropy 0.37928, value loss 28.46746, policy loss -0.12412, distill_loss -53.53800, time 2410.37322 min
Updates 62860, num timesteps 80462080, FPS 556, mean/median reward 28.5/24.0, min/max reward -37.0/134.0, entropy 0.34201, value loss 13.75027, policy loss -0.09913, distill_loss -50.63774, time 2410.95301 min
Updates 62870, num timesteps 80474880, FPS 556, mean/median reward 26.2/24.0, min/max reward -37.0/134.0, entropy 0.35796, value loss 27.09548, policy loss -0.35803, distill_loss -52.00593, time 2411.51740 min
Updates 62880, num timesteps 80487680, FPS 556, mean/median reward 25.7/24.0, min/max reward -37.0/134.0, entropy 0.34571, value loss 10.14061, policy loss -0.02132, distill_loss -52.53252, time 2412.10136 min
Updates 62890, num timesteps 80500480, FPS 556, mean/median reward 24.9/24.0, min/max reward -20.0/134.0, entropy 0.35911, value loss 12.54001, policy loss 0.02304, distill_loss -49.67822, time 2412.66297 min
Updates 62900, num timesteps 80513280, FPS 556, mean/median reward 24.5/18.0, min/max reward -20.0/124.0, entropy 0.32184, value loss 13.15193, policy loss -0.01032, distill_loss -52.82609, time 2413.21694 min
Updates 62910, num timesteps 80526080, FPS 555, mean/median reward 24.3/18.0, min/max reward -20.0/124.0, entropy 0.37547, value loss 20.38097, policy loss -0.28579, distill_loss -49.85952, time 2413.91316 min
Updates 62920, num timesteps 80538880, FPS 555, mean/median reward 26.9/18.0, min/max reward -20.0/124.0, entropy 0.31398, value loss 18.99697, policy loss 0.10368, distill_loss -54.69019, time 2414.47131 min
Updates 62930, num timesteps 80551680, FPS 555, mean/median reward 28.8/19.0, min/max reward -25.0/124.0, entropy 0.39606, value loss 15.76519, policy loss -0.19362, distill_loss -52.24815, time 2415.04302 min
Updates 62940, num timesteps 80564480, FPS 555, mean/median reward 31.9/19.0, min/max reward -25.0/165.0, entropy 0.39234, value loss 9.17648, policy loss 0.07183, distill_loss -47.80548, time 2415.61429 min
Updates 62950, num timesteps 80577280, FPS 555, mean/median reward 36.7/27.0, min/max reward -25.0/165.0, entropy 0.34690, value loss 17.59575, policy loss -0.04183, distill_loss -50.78160, time 2416.17766 min
Updates 62960, num timesteps 80590080, FPS 555, mean/median reward 31.3/24.0, min/max reward -27.0/165.0, entropy 0.33219, value loss 35.20213, policy loss -0.09185, distill_loss -52.64305, time 2416.75093 min
Updates 62970, num timesteps 80602880, FPS 555, mean/median reward 26.1/24.0, min/max reward -27.0/131.0, entropy 0.35166, value loss 11.28592, policy loss -0.03592, distill_loss -55.59425, time 2417.30086 min
Updates 62980, num timesteps 80615680, FPS 555, mean/median reward 24.5/24.0, min/max reward -20.0/144.0, entropy 0.37098, value loss 29.85478, policy loss -0.15464, distill_loss -49.48023, time 2417.87794 min
Updates 62990, num timesteps 80628480, FPS 555, mean/median reward 25.6/18.0, min/max reward -20.0/144.0, entropy 0.35050, value loss 15.84173, policy loss -0.25730, distill_loss -52.55140, time 2418.43337 min
Updates 63000, num timesteps 80641280, FPS 555, mean/median reward 26.0/24.0, min/max reward -20.0/144.0, entropy 0.36142, value loss 12.19700, policy loss -0.00287, distill_loss -49.96323, time 2418.98515 min
Updates 63010, num timesteps 80654080, FPS 555, mean/median reward 27.6/26.0, min/max reward -20.0/113.0, entropy 0.35567, value loss 14.26157, policy loss -0.09168, distill_loss -50.60453, time 2419.68272 min
Updates 63020, num timesteps 80666880, FPS 555, mean/median reward 26.8/16.0, min/max reward -20.0/132.0, entropy 0.38348, value loss 11.90038, policy loss -0.04645, distill_loss -50.11081, time 2420.24411 min
Updates 63030, num timesteps 80679680, FPS 555, mean/median reward 24.7/15.0, min/max reward -20.0/132.0, entropy 0.33064, value loss 15.91863, policy loss -0.12143, distill_loss -49.56634, time 2420.82143 min
Updates 63040, num timesteps 80692480, FPS 555, mean/median reward 24.8/14.0, min/max reward -20.0/132.0, entropy 0.33320, value loss 25.96925, policy loss -0.11542, distill_loss -52.15884, time 2421.37078 min
Updates 63050, num timesteps 80705280, FPS 555, mean/median reward 26.4/25.0, min/max reward -20.0/174.0, entropy 0.36097, value loss 14.50309, policy loss 0.04876, distill_loss -52.46996, time 2421.94214 min
Updates 63060, num timesteps 80718080, FPS 555, mean/median reward 28.9/26.0, min/max reward -20.0/174.0, entropy 0.33511, value loss 12.22174, policy loss 0.07400, distill_loss -49.73403, time 2422.51653 min
Updates 63070, num timesteps 80730880, FPS 555, mean/median reward 29.8/25.0, min/max reward -20.0/226.0, entropy 0.33552, value loss 13.78525, policy loss -0.06469, distill_loss -50.15054, time 2423.09164 min
Updates 63080, num timesteps 80743680, FPS 555, mean/median reward 28.6/25.0, min/max reward -20.0/174.0, entropy 0.34411, value loss 14.53560, policy loss 0.17905, distill_loss -50.03727, time 2423.66856 min
Updates 63090, num timesteps 80756480, FPS 555, mean/median reward 29.5/26.0, min/max reward -20.0/132.0, entropy 0.35195, value loss 20.90458, policy loss 0.08853, distill_loss -52.74812, time 2424.23076 min
Updates 63100, num timesteps 80769280, FPS 555, mean/median reward 30.0/28.0, min/max reward -20.0/132.0, entropy 0.33864, value loss 12.60305, policy loss -0.11680, distill_loss -52.10239, time 2424.79084 min
Updates 63110, num timesteps 80782080, FPS 555, mean/median reward 33.0/34.0, min/max reward -20.0/132.0, entropy 0.30965, value loss 22.69030, policy loss -0.16343, distill_loss -49.73087, time 2425.48041 min
Updates 63120, num timesteps 80794880, FPS 555, mean/median reward 27.0/24.0, min/max reward -20.0/118.0, entropy 0.32349, value loss 21.96205, policy loss -0.24877, distill_loss -50.07515, time 2426.05298 min
Updates 63130, num timesteps 80807680, FPS 555, mean/median reward 27.4/24.0, min/max reward -20.0/123.0, entropy 0.30171, value loss 17.74272, policy loss -0.01712, distill_loss -52.35950, time 2426.61924 min
Updates 63140, num timesteps 80820480, FPS 554, mean/median reward 27.3/25.0, min/max reward -20.0/123.0, entropy 0.36243, value loss 24.83909, policy loss -0.26912, distill_loss -50.35508, time 2427.19858 min
Updates 63150, num timesteps 80833280, FPS 554, mean/median reward 27.0/24.0, min/max reward -20.0/156.0, entropy 0.36175, value loss 12.70972, policy loss 0.10434, distill_loss -49.08888, time 2427.76250 min
Updates 63160, num timesteps 80846080, FPS 554, mean/median reward 25.2/24.0, min/max reward -20.0/156.0, entropy 0.29463, value loss 9.14967, policy loss -0.02393, distill_loss -49.87311, time 2428.34190 min
Updates 63170, num timesteps 80858880, FPS 554, mean/median reward 29.8/25.0, min/max reward -20.0/163.0, entropy 0.31205, value loss 19.99986, policy loss -0.26665, distill_loss -55.05156, time 2428.85351 min
Updates 63180, num timesteps 80871680, FPS 554, mean/median reward 26.9/25.0, min/max reward -20.0/163.0, entropy 0.35668, value loss 14.90216, policy loss -0.07224, distill_loss -49.90390, time 2429.41606 min
Updates 63190, num timesteps 80884480, FPS 554, mean/median reward 29.3/23.0, min/max reward -20.0/163.0, entropy 0.36549, value loss 17.69279, policy loss -0.14639, distill_loss -49.26324, time 2429.95163 min
Updates 63200, num timesteps 80897280, FPS 554, mean/median reward 29.0/23.0, min/max reward -20.0/163.0, entropy 0.33747, value loss 12.82031, policy loss -0.15734, distill_loss -48.59754, time 2430.50320 min
Updates 63210, num timesteps 80910080, FPS 554, mean/median reward 29.2/25.0, min/max reward -20.0/163.0, entropy 0.32629, value loss 10.90336, policy loss 0.08062, distill_loss -52.33271, time 2431.12262 min
Updates 63220, num timesteps 80922880, FPS 554, mean/median reward 28.4/25.0, min/max reward -20.0/132.0, entropy 0.31118, value loss 10.06147, policy loss 0.05325, distill_loss -49.60220, time 2431.68061 min
Updates 63230, num timesteps 80935680, FPS 554, mean/median reward 25.5/25.0, min/max reward -20.0/132.0, entropy 0.33886, value loss 16.20801, policy loss 0.13716, distill_loss -53.86614, time 2432.20466 min
Updates 63240, num timesteps 80948480, FPS 554, mean/median reward 25.5/25.0, min/max reward -20.0/144.0, entropy 0.31304, value loss 14.60055, policy loss -0.10252, distill_loss -51.56828, time 2432.75607 min
Updates 63250, num timesteps 80961280, FPS 554, mean/median reward 26.3/24.0, min/max reward -20.0/152.0, entropy 0.35006, value loss 22.17528, policy loss -0.14473, distill_loss -51.51374, time 2433.30446 min
Updates 63260, num timesteps 80974080, FPS 554, mean/median reward 28.3/26.0, min/max reward -20.0/152.0, entropy 0.37190, value loss 17.40290, policy loss -0.04104, distill_loss -51.84700, time 2433.83237 min
Updates 63270, num timesteps 80986880, FPS 554, mean/median reward 27.7/26.0, min/max reward -20.0/152.0, entropy 0.37019, value loss 10.49455, policy loss -0.01671, distill_loss -49.84927, time 2434.40550 min
Updates 63280, num timesteps 80999680, FPS 554, mean/median reward 25.5/23.0, min/max reward -20.0/152.0, entropy 0.36275, value loss 15.91199, policy loss -0.14616, distill_loss -47.85656, time 2434.91775 min
Updates 63290, num timesteps 81012480, FPS 554, mean/median reward 27.0/23.0, min/max reward -20.0/152.0, entropy 0.34506, value loss 12.46213, policy loss -0.00686, distill_loss -49.95452, time 2435.46994 min
Updates 63300, num timesteps 81025280, FPS 554, mean/median reward 27.9/24.0, min/max reward -20.0/134.0, entropy 0.32011, value loss 20.10373, policy loss 0.02623, distill_loss -52.93256, time 2435.98815 min
Updates 63310, num timesteps 81038080, FPS 554, mean/median reward 25.9/18.0, min/max reward -29.0/134.0, entropy 0.36200, value loss 8.29521, policy loss 0.00056, distill_loss -51.52342, time 2436.67032 min
Updates 63320, num timesteps 81050880, FPS 554, mean/median reward 29.8/29.0, min/max reward -29.0/151.0, entropy 0.36230, value loss 13.94575, policy loss -0.03782, distill_loss -50.45694, time 2437.23015 min
Updates 63330, num timesteps 81063680, FPS 554, mean/median reward 28.0/26.0, min/max reward -29.0/151.0, entropy 0.34112, value loss 14.50119, policy loss -0.06297, distill_loss -53.48601, time 2437.79664 min
Updates 63340, num timesteps 81076480, FPS 554, mean/median reward 27.4/26.0, min/max reward -29.0/151.0, entropy 0.37354, value loss 17.23953, policy loss -0.11159, distill_loss -48.70564, time 2438.31822 min
Updates 63350, num timesteps 81089280, FPS 554, mean/median reward 28.2/25.0, min/max reward -20.0/151.0, entropy 0.34712, value loss 19.11561, policy loss 0.16166, distill_loss -52.18449, time 2438.88671 min
Updates 63360, num timesteps 81102080, FPS 554, mean/median reward 27.1/25.0, min/max reward -20.0/151.0, entropy 0.35234, value loss 23.55201, policy loss -0.00981, distill_loss -52.73948, time 2439.42763 min
Updates 63370, num timesteps 81114880, FPS 554, mean/median reward 23.9/25.0, min/max reward -20.0/130.0, entropy 0.36976, value loss 14.23741, policy loss 0.08285, distill_loss -53.47000, time 2439.98282 min
Updates 63380, num timesteps 81127680, FPS 554, mean/median reward 27.2/25.0, min/max reward -20.0/130.0, entropy 0.34030, value loss 16.18615, policy loss 0.02942, distill_loss -50.75545, time 2440.56349 min
Updates 63390, num timesteps 81140480, FPS 553, mean/median reward 25.2/24.0, min/max reward -20.0/129.0, entropy 0.36310, value loss 18.59558, policy loss 0.16914, distill_loss -53.34888, time 2441.12250 min
Updates 63400, num timesteps 81153280, FPS 553, mean/median reward 30.1/26.0, min/max reward -20.0/129.0, entropy 0.30744, value loss 23.83387, policy loss 0.02907, distill_loss -56.89877, time 2441.71342 min
Updates 63410, num timesteps 81166080, FPS 553, mean/median reward 30.8/26.0, min/max reward -27.0/129.0, entropy 0.33266, value loss 19.25882, policy loss 0.09879, distill_loss -55.25834, time 2442.40608 min
Updates 63420, num timesteps 81178880, FPS 553, mean/median reward 32.3/26.0, min/max reward -27.0/208.0, entropy 0.34205, value loss 15.40100, policy loss -0.10183, distill_loss -52.52000, time 2442.97539 min
Updates 63430, num timesteps 81191680, FPS 553, mean/median reward 29.5/25.0, min/max reward -27.0/208.0, entropy 0.27702, value loss 12.48130, policy loss -0.04610, distill_loss -52.00665, time 2443.55883 min
Updates 63440, num timesteps 81204480, FPS 553, mean/median reward 31.4/26.0, min/max reward -40.0/208.0, entropy 0.32393, value loss 17.86227, policy loss 0.01618, distill_loss -50.72761, time 2444.11888 min
Updates 63450, num timesteps 81217280, FPS 553, mean/median reward 31.4/27.0, min/max reward -40.0/208.0, entropy 0.29912, value loss 24.60551, policy loss -0.09957, distill_loss -53.44503, time 2444.68909 min
Updates 63460, num timesteps 81230080, FPS 553, mean/median reward 30.5/26.0, min/max reward -40.0/208.0, entropy 0.31574, value loss 18.00656, policy loss 0.00456, distill_loss -49.92294, time 2445.23010 min
Updates 63470, num timesteps 81242880, FPS 553, mean/median reward 27.8/25.0, min/max reward -40.0/208.0, entropy 0.33490, value loss 17.95119, policy loss 0.00800, distill_loss -52.18316, time 2445.79149 min
Updates 63480, num timesteps 81255680, FPS 553, mean/median reward 31.0/25.0, min/max reward -20.0/208.0, entropy 0.31957, value loss 19.33271, policy loss -0.07883, distill_loss -54.44550, time 2446.37718 min
Updates 63490, num timesteps 81268480, FPS 553, mean/median reward 30.9/25.0, min/max reward -20.0/208.0, entropy 0.26132, value loss 20.21651, policy loss -0.07148, distill_loss -53.21238, time 2446.93587 min
Updates 63500, num timesteps 81281280, FPS 553, mean/median reward 32.7/25.0, min/max reward -20.0/151.0, entropy 0.32351, value loss 23.17895, policy loss 0.08066, distill_loss -55.38668, time 2447.52253 min
Updates 63510, num timesteps 81294080, FPS 553, mean/median reward 33.0/26.0, min/max reward -20.0/141.0, entropy 0.33437, value loss 17.40956, policy loss -0.14262, distill_loss -54.00997, time 2448.20818 min
Updates 63520, num timesteps 81306880, FPS 553, mean/median reward 34.9/28.0, min/max reward -20.0/141.0, entropy 0.33957, value loss 14.86406, policy loss -0.03495, distill_loss -53.30231, time 2448.76947 min
