command line args: main.py --algo i2a --env-name MsPacmanNoFrameskip-v0 --num-processes 100 --port 5555 --log-dir /tmp/gym/MsPacman_dSSM_DET --num-steps 10 --entropy-coef 0.02 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model dSSM_DET
Updates 0, num timesteps 1000, FPS 128, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00074, policy loss -0.00386, distill_loss -0.00363, time 0.13011 min
Updates 49680, num timesteps 49681000, FPS 123, mean/median reward 264.5/259.0, min/max reward 79.0/433.0, entropy 0.08002, value loss 15.21000, policy loss -0.08001, distill_loss -853.10907, time 6714.92937 min
Updates 49690, num timesteps 49691000, FPS 123, mean/median reward 261.8/258.0, min/max reward 79.0/433.0, entropy 0.07606, value loss 6.59541, policy loss 0.04999, distill_loss -1011.71777, time 6716.28265 min
Updates 49700, num timesteps 49701000, FPS 123, mean/median reward 261.7/258.0, min/max reward 79.0/433.0, entropy 0.06907, value loss 4.54852, policy loss 0.00602, distill_loss -1000.13965, time 6717.63731 min
Updates 49710, num timesteps 49711000, FPS 123, mean/median reward 260.3/259.0, min/max reward 79.0/433.0, entropy 0.07507, value loss 18.27840, policy loss 0.03074, distill_loss -1020.93787, time 6718.99269 min
Updates 49720, num timesteps 49721000, FPS 123, mean/median reward 260.6/258.0, min/max reward 79.0/433.0, entropy 0.06476, value loss 29.73144, policy loss 0.03292, distill_loss -1023.56757, time 6720.32622 min
Updates 49730, num timesteps 49731000, FPS 123, mean/median reward 259.6/256.0, min/max reward 79.0/433.0, entropy 0.09788, value loss 5.41566, policy loss 0.03286, distill_loss -971.36096, time 6721.66693 min
Updates 49740, num timesteps 49741000, FPS 123, mean/median reward 258.0/253.0, min/max reward 79.0/433.0, entropy 0.11036, value loss 7.21855, policy loss -0.15432, distill_loss -958.53198, time 6723.04435 min
Updates 49750, num timesteps 49751000, FPS 123, mean/median reward 256.8/252.0, min/max reward 79.0/433.0, entropy 0.07427, value loss 15.07613, policy loss 0.00553, distill_loss -836.90796, time 6724.40703 min
Updates 49760, num timesteps 49761000, FPS 123, mean/median reward 254.9/249.0, min/max reward 112.0/374.0, entropy 0.07698, value loss 14.43422, policy loss -0.00262, distill_loss -885.01825, time 6725.76854 min
Updates 49770, num timesteps 49771000, FPS 123, mean/median reward 257.8/252.0, min/max reward 190.0/374.0, entropy 0.08814, value loss 9.23798, policy loss -0.00577, distill_loss -886.78528, time 6727.13784 min
Updates 49780, num timesteps 49781000, FPS 123, mean/median reward 258.2/254.0, min/max reward 190.0/374.0, entropy 0.08436, value loss 15.13445, policy loss -0.02399, distill_loss -983.56439, time 6728.50418 min
Updates 49790, num timesteps 49791000, FPS 123, mean/median reward 257.0/255.0, min/max reward 190.0/372.0, entropy 0.07486, value loss 8.50340, policy loss 0.01521, distill_loss -1036.64539, time 6729.86268 min
Updates 49800, num timesteps 49801000, FPS 123, mean/median reward 258.1/254.0, min/max reward 191.0/372.0, entropy 0.09700, value loss 4.04508, policy loss -0.01727, distill_loss -1084.52380, time 6731.19971 min
Updates 49810, num timesteps 49811000, FPS 123, mean/median reward 258.4/255.0, min/max reward 191.0/372.0, entropy 0.07582, value loss 29.93737, policy loss -0.03001, distill_loss -1163.90430, time 6732.56547 min
Updates 49820, num timesteps 49821000, FPS 123, mean/median reward 259.5/255.0, min/max reward 191.0/397.0, entropy 0.07033, value loss 10.06857, policy loss 0.04841, distill_loss -1245.37659, time 6733.91731 min
Updates 49830, num timesteps 49831000, FPS 123, mean/median reward 263.3/259.0, min/max reward 191.0/397.0, entropy 0.09548, value loss 13.56463, policy loss -0.00982, distill_loss -954.41675, time 6735.28556 min
Updates 49840, num timesteps 49841000, FPS 123, mean/median reward 266.0/264.0, min/max reward 191.0/397.0, entropy 0.09083, value loss 16.36139, policy loss 0.12144, distill_loss -815.72961, time 6736.64795 min
Updates 49850, num timesteps 49851000, FPS 123, mean/median reward 267.6/267.0, min/max reward 52.0/397.0, entropy 0.08294, value loss 18.66460, policy loss -0.06442, distill_loss -766.79791, time 6738.02594 min
Updates 49860, num timesteps 49861000, FPS 123, mean/median reward 269.7/269.0, min/max reward 52.0/397.0, entropy 0.08128, value loss 23.35372, policy loss 0.00684, distill_loss -801.79065, time 6739.40739 min
Updates 49870, num timesteps 49871000, FPS 123, mean/median reward 270.0/268.0, min/max reward 52.0/397.0, entropy 0.09077, value loss 10.30147, policy loss -0.03769, distill_loss -1033.91577, time 6740.77652 min
Updates 49880, num timesteps 49881000, FPS 123, mean/median reward 270.0/267.0, min/max reward 52.0/399.0, entropy 0.08556, value loss 15.70438, policy loss -0.03632, distill_loss -1080.22522, time 6742.13182 min
Updates 49890, num timesteps 49891000, FPS 123, mean/median reward 267.6/267.0, min/max reward 52.0/399.0, entropy 0.06693, value loss 7.70688, policy loss -0.01041, distill_loss -1015.03290, time 6743.48717 min
Updates 49900, num timesteps 49901000, FPS 123, mean/median reward 269.2/272.0, min/max reward 52.0/399.0, entropy 0.07508, value loss 5.98746, policy loss 0.01814, distill_loss -1111.27332, time 6744.85721 min
Updates 49910, num timesteps 49911000, FPS 123, mean/median reward 267.6/270.0, min/max reward 52.0/399.0, entropy 0.09117, value loss 13.53785, policy loss -0.06827, distill_loss -1078.75269, time 6746.22271 min
Updates 49920, num timesteps 49921000, FPS 123, mean/median reward 264.0/267.0, min/max reward 52.0/399.0, entropy 0.08001, value loss 13.01676, policy loss -0.03452, distill_loss -983.73743, time 6747.57650 min
Updates 49930, num timesteps 49931000, FPS 123, mean/median reward 259.8/263.0, min/max reward 52.0/399.0, entropy 0.08595, value loss 5.20294, policy loss -0.04876, distill_loss -918.43799, time 6748.92584 min
Updates 49940, num timesteps 49941000, FPS 123, mean/median reward 260.5/262.0, min/max reward 67.0/399.0, entropy 0.06051, value loss 14.71984, policy loss -0.01742, distill_loss -924.58124, time 6750.28626 min
Updates 49950, num timesteps 49951000, FPS 123, mean/median reward 258.0/262.0, min/max reward 67.0/399.0, entropy 0.07736, value loss 7.83131, policy loss 0.02027, distill_loss -798.29840, time 6751.65811 min
Updates 49960, num timesteps 49961000, FPS 123, mean/median reward 259.1/262.0, min/max reward 67.0/417.0, entropy 0.09788, value loss 19.70681, policy loss -0.02923, distill_loss -850.89600, time 6753.03875 min
Updates 49970, num timesteps 49971000, FPS 123, mean/median reward 261.2/263.0, min/max reward 67.0/417.0, entropy 0.07101, value loss 6.64764, policy loss -0.02767, distill_loss -932.96930, time 6754.41070 min
Updates 49980, num timesteps 49981000, FPS 123, mean/median reward 264.0/268.0, min/max reward 132.0/417.0, entropy 0.08611, value loss 7.59849, policy loss 0.03283, distill_loss -1007.20074, time 6755.79395 min
Updates 49990, num timesteps 49991000, FPS 123, mean/median reward 265.0/266.0, min/max reward 147.0/417.0, entropy 0.07986, value loss 7.36727, policy loss 0.01259, distill_loss -1073.66284, time 6757.15004 min
Updates 50000, num timesteps 50001000, FPS 123, mean/median reward 263.9/266.0, min/max reward 147.0/417.0, entropy 0.06533, value loss 4.68790, policy loss -0.03028, distill_loss -1024.58411, time 6758.51815 min
Updates 50010, num timesteps 50011000, FPS 123, mean/median reward 264.3/263.0, min/max reward 147.0/417.0, entropy 0.03821, value loss 15.23669, policy loss -0.00178, distill_loss -959.36212, time 6759.89079 min
Updates 50020, num timesteps 50021000, FPS 123, mean/median reward 263.9/262.0, min/max reward 147.0/417.0, entropy 0.04959, value loss 4.65240, policy loss -0.00473, distill_loss -957.38361, time 6761.23971 min
Updates 50030, num timesteps 50031000, FPS 123, mean/median reward 265.1/263.0, min/max reward 147.0/417.0, entropy 0.05420, value loss 11.44309, policy loss -0.01380, distill_loss -901.12128, time 6762.59597 min
Updates 50040, num timesteps 50041000, FPS 123, mean/median reward 269.2/266.0, min/max reward 153.0/417.0, entropy 0.05903, value loss 5.52912, policy loss 0.01937, distill_loss -852.61774, time 6763.95709 min
Updates 50050, num timesteps 50051000, FPS 123, mean/median reward 271.8/272.0, min/max reward 153.0/417.0, entropy 0.06940, value loss 10.41942, policy loss 0.00369, distill_loss -788.72601, time 6765.33004 min
Updates 50060, num timesteps 50061000, FPS 123, mean/median reward 274.7/274.0, min/max reward 176.0/417.0, entropy 0.09439, value loss 8.84725, policy loss 0.04544, distill_loss -802.91504, time 6766.70575 min
Updates 50070, num timesteps 50071000, FPS 123, mean/median reward 270.2/274.0, min/max reward 157.0/385.0, entropy 0.10195, value loss 5.52761, policy loss -0.03694, distill_loss -809.77795, time 6768.08547 min
Updates 50080, num timesteps 50081000, FPS 123, mean/median reward 269.6/272.0, min/max reward 157.0/385.0, entropy 0.09894, value loss 12.68309, policy loss -0.06783, distill_loss -940.33167, time 6769.45598 min
Updates 50090, num timesteps 50091000, FPS 123, mean/median reward 268.4/272.0, min/max reward 157.0/385.0, entropy 0.07658, value loss 10.81489, policy loss 0.00711, distill_loss -841.13312, time 6770.82475 min
Updates 50100, num timesteps 50101000, FPS 123, mean/median reward 265.7/262.0, min/max reward 157.0/376.0, entropy 0.08660, value loss 9.78123, policy loss 0.01593, distill_loss -915.04858, time 6772.18802 min
Updates 50110, num timesteps 50111000, FPS 123, mean/median reward 265.0/263.0, min/max reward 157.0/376.0, entropy 0.08484, value loss 8.45364, policy loss 0.02193, distill_loss -885.30457, time 6773.56840 min
Updates 50120, num timesteps 50121000, FPS 123, mean/median reward 269.0/274.0, min/max reward 157.0/376.0, entropy 0.07930, value loss 10.66692, policy loss 0.01258, distill_loss -838.70911, time 6774.92129 min
Updates 50130, num timesteps 50131000, FPS 123, mean/median reward 271.9/276.0, min/max reward 157.0/408.0, entropy 0.08398, value loss 9.31136, policy loss -0.02075, distill_loss -660.53632, time 6776.28981 min
Updates 50140, num timesteps 50141000, FPS 123, mean/median reward 273.8/276.0, min/max reward 157.0/408.0, entropy 0.12619, value loss 64.14250, policy loss 0.06527, distill_loss -675.21240, time 6777.63791 min
Updates 50150, num timesteps 50151000, FPS 123, mean/median reward 275.6/276.0, min/max reward 157.0/408.0, entropy 0.11845, value loss 12.94658, policy loss -0.01120, distill_loss -586.15472, time 6778.98973 min
Updates 50160, num timesteps 50161000, FPS 123, mean/median reward 277.2/275.0, min/max reward 157.0/523.0, entropy 0.11239, value loss 4.80342, policy loss 0.05537, distill_loss -648.41980, time 6780.35118 min
Updates 50170, num timesteps 50171000, FPS 123, mean/median reward 283.3/280.0, min/max reward 71.0/533.0, entropy 0.07241, value loss 46.69415, policy loss 0.02732, distill_loss -747.77289, time 6781.70265 min
Updates 50180, num timesteps 50181000, FPS 123, mean/median reward 284.5/283.0, min/max reward 71.0/533.0, entropy 0.06247, value loss 9.11913, policy loss 0.00130, distill_loss -829.58643, time 6783.06802 min
Updates 50190, num timesteps 50191000, FPS 123, mean/median reward 282.5/283.0, min/max reward 71.0/533.0, entropy 0.07420, value loss 7.94949, policy loss 0.02878, distill_loss -889.34686, time 6784.43768 min
Updates 50200, num timesteps 50201000, FPS 123, mean/median reward 275.4/282.0, min/max reward 63.0/533.0, entropy 0.08726, value loss 5.90066, policy loss 0.00854, distill_loss -880.31073, time 6785.80167 min
Updates 50210, num timesteps 50211000, FPS 123, mean/median reward 267.2/280.0, min/max reward 63.0/533.0, entropy 0.07029, value loss 19.11792, policy loss -0.06213, distill_loss -739.97522, time 6787.20134 min
Updates 50220, num timesteps 50221000, FPS 123, mean/median reward 252.7/264.0, min/max reward 63.0/523.0, entropy 0.06468, value loss 15.01128, policy loss 0.01238, distill_loss -741.00201, time 6788.56409 min
Updates 50230, num timesteps 50231000, FPS 123, mean/median reward 246.0/259.0, min/max reward 63.0/523.0, entropy 0.10147, value loss 43.25269, policy loss -0.03554, distill_loss -782.12775, time 6789.92953 min
Updates 50240, num timesteps 50241000, FPS 123, mean/median reward 241.0/256.0, min/max reward 63.0/523.0, entropy 0.08507, value loss 6.81579, policy loss -0.01677, distill_loss -832.48492, time 6791.29748 min
Updates 50250, num timesteps 50251000, FPS 123, mean/median reward 235.7/251.0, min/max reward 63.0/523.0, entropy 0.07903, value loss 23.89981, policy loss -0.11194, distill_loss -899.70941, time 6792.66854 min
Updates 50260, num timesteps 50261000, FPS 123, mean/median reward 231.9/245.0, min/max reward 63.0/370.0, entropy 0.10297, value loss 12.94953, policy loss 0.04311, distill_loss -892.36621, time 6794.01456 min
Updates 50270, num timesteps 50271000, FPS 123, mean/median reward 234.3/251.0, min/max reward 63.0/345.0, entropy 0.10220, value loss 19.06178, policy loss 0.02945, distill_loss -856.89929, time 6795.36977 min
Updates 50280, num timesteps 50281000, FPS 123, mean/median reward 235.1/245.0, min/max reward 63.0/392.0, entropy 0.09033, value loss 8.05153, policy loss 0.04210, distill_loss -891.33234, time 6796.73202 min
Updates 50290, num timesteps 50291000, FPS 123, mean/median reward 240.6/245.0, min/max reward 105.0/408.0, entropy 0.07856, value loss 8.53220, policy loss 0.06992, distill_loss -931.40198, time 6798.09465 min
Updates 50300, num timesteps 50301000, FPS 123, mean/median reward 243.8/254.0, min/max reward 105.0/408.0, entropy 0.09133, value loss 16.65023, policy loss -0.00936, distill_loss -855.61749, time 6799.44385 min
Updates 50310, num timesteps 50311000, FPS 123, mean/median reward 249.7/255.0, min/max reward 105.0/408.0, entropy 0.06489, value loss 21.51107, policy loss 0.01730, distill_loss -835.94666, time 6800.81619 min
Updates 50320, num timesteps 50321000, FPS 123, mean/median reward 255.1/258.0, min/max reward 119.0/408.0, entropy 0.07836, value loss 17.77396, policy loss -0.06395, distill_loss -745.03223, time 6802.17821 min
Updates 50330, num timesteps 50331000, FPS 123, mean/median reward 253.9/256.0, min/max reward 119.0/408.0, entropy 0.08603, value loss 3.89985, policy loss -0.04419, distill_loss -824.47430, time 6803.56049 min
Updates 50340, num timesteps 50341000, FPS 123, mean/median reward 262.3/259.0, min/max reward 134.0/408.0, entropy 0.07507, value loss 18.83090, policy loss -0.04122, distill_loss -834.39001, time 6804.92919 min
Updates 50350, num timesteps 50351000, FPS 123, mean/median reward 265.1/259.0, min/max reward 134.0/408.0, entropy 0.07705, value loss 25.00145, policy loss 0.08965, distill_loss -765.09778, time 6806.30750 min
Updates 50360, num timesteps 50361000, FPS 123, mean/median reward 265.6/258.0, min/max reward 134.0/408.0, entropy 0.08805, value loss 4.67146, policy loss -0.06983, distill_loss -833.56317, time 6807.67833 min
Updates 50370, num timesteps 50371000, FPS 123, mean/median reward 268.6/259.0, min/max reward 149.0/392.0, entropy 0.08742, value loss 8.81338, policy loss -0.03475, distill_loss -832.76257, time 6809.04273 min
Updates 50380, num timesteps 50381000, FPS 123, mean/median reward 274.3/267.0, min/max reward 149.0/384.0, entropy 0.08573, value loss 4.49981, policy loss 0.00769, distill_loss -842.73267, time 6810.40100 min
Updates 50390, num timesteps 50391000, FPS 123, mean/median reward 272.2/263.0, min/max reward 149.0/384.0, entropy 0.06489, value loss 8.35719, policy loss 0.02435, distill_loss -908.13013, time 6811.77701 min
Updates 50400, num timesteps 50401000, FPS 123, mean/median reward 274.9/264.0, min/max reward 149.0/416.0, entropy 0.09333, value loss 22.70499, policy loss -0.00286, distill_loss -792.25677, time 6813.13416 min
Updates 50410, num timesteps 50411000, FPS 123, mean/median reward 278.1/266.0, min/max reward 149.0/416.0, entropy 0.06736, value loss 15.10106, policy loss -0.05005, distill_loss -789.37939, time 6814.52534 min
Updates 50420, num timesteps 50421000, FPS 123, mean/median reward 281.5/269.0, min/max reward 149.0/416.0, entropy 0.08038, value loss 8.27530, policy loss 0.06530, distill_loss -791.26288, time 6815.89814 min
Updates 50430, num timesteps 50431000, FPS 123, mean/median reward 282.2/272.0, min/max reward 149.0/416.0, entropy 0.07014, value loss 7.17473, policy loss 0.00125, distill_loss -824.43335, time 6817.27660 min
Updates 50440, num timesteps 50441000, FPS 123, mean/median reward 281.6/272.0, min/max reward 149.0/416.0, entropy 0.08145, value loss 25.27030, policy loss 0.06135, distill_loss -816.79596, time 6818.65863 min
Updates 50450, num timesteps 50451000, FPS 123, mean/median reward 278.4/269.0, min/max reward 149.0/416.0, entropy 0.06398, value loss 13.34125, policy loss 0.00663, distill_loss -868.03943, time 6820.04203 min
Updates 50460, num timesteps 50461000, FPS 123, mean/median reward 280.9/272.0, min/max reward 149.0/416.0, entropy 0.07915, value loss 14.77977, policy loss -0.02324, distill_loss -790.59149, time 6821.41941 min
Updates 50470, num timesteps 50471000, FPS 123, mean/median reward 282.2/274.0, min/max reward 149.0/416.0, entropy 0.10386, value loss 5.98305, policy loss 0.03567, distill_loss -818.48804, time 6822.78458 min
Updates 50480, num timesteps 50481000, FPS 123, mean/median reward 280.9/274.0, min/max reward 115.0/416.0, entropy 0.09936, value loss 6.14477, policy loss -0.05590, distill_loss -884.32697, time 6824.13955 min
Updates 50490, num timesteps 50491000, FPS 123, mean/median reward 279.1/273.0, min/max reward 115.0/411.0, entropy 0.10881, value loss 32.39883, policy loss 0.07186, distill_loss -802.48431, time 6825.50039 min
Updates 50500, num timesteps 50501000, FPS 123, mean/median reward 275.3/272.0, min/max reward 115.0/411.0, entropy 0.07334, value loss 13.76439, policy loss -0.04795, distill_loss -869.49182, time 6826.85890 min
Updates 50510, num timesteps 50511000, FPS 123, mean/median reward 274.0/273.0, min/max reward 115.0/411.0, entropy 0.08686, value loss 12.01034, policy loss 0.04635, distill_loss -808.99866, time 6828.25136 min
Updates 50520, num timesteps 50521000, FPS 123, mean/median reward 274.4/275.0, min/max reward 115.0/411.0, entropy 0.07361, value loss 14.80374, policy loss 0.00527, distill_loss -805.89435, time 6829.62223 min
Updates 50530, num timesteps 50531000, FPS 123, mean/median reward 275.8/281.0, min/max reward 115.0/411.0, entropy 0.07017, value loss 6.30033, policy loss -0.01601, distill_loss -736.21960, time 6831.00471 min
Updates 50540, num timesteps 50541000, FPS 123, mean/median reward 275.7/281.0, min/max reward 115.0/411.0, entropy 0.06240, value loss 8.43417, policy loss -0.00987, distill_loss -903.41925, time 6832.37794 min
Updates 50550, num timesteps 50551000, FPS 123, mean/median reward 272.6/274.0, min/max reward 101.0/411.0, entropy 0.09035, value loss 13.00372, policy loss 0.00386, distill_loss -885.74738, time 6833.76088 min
Updates 50560, num timesteps 50561000, FPS 123, mean/median reward 268.6/273.0, min/max reward 101.0/402.0, entropy 0.06198, value loss 16.26402, policy loss 0.05262, distill_loss -868.03857, time 6835.13732 min
Updates 50570, num timesteps 50571000, FPS 123, mean/median reward 266.9/272.0, min/max reward 101.0/419.0, entropy 0.06576, value loss 6.41780, policy loss 0.03849, distill_loss -917.69482, time 6836.49816 min
Updates 50580, num timesteps 50581000, FPS 123, mean/median reward 266.2/271.0, min/max reward 101.0/419.0, entropy 0.07318, value loss 3.22232, policy loss 0.00533, distill_loss -878.22797, time 6837.84895 min
Updates 50590, num timesteps 50591000, FPS 123, mean/median reward 266.4/265.0, min/max reward 101.0/419.0, entropy 0.06239, value loss 4.62935, policy loss 0.00947, distill_loss -901.39929, time 6839.21751 min
Updates 50600, num timesteps 50601000, FPS 123, mean/median reward 268.0/270.0, min/max reward 101.0/419.0, entropy 0.06593, value loss 7.81498, policy loss 0.01282, distill_loss -824.56531, time 6840.60406 min
Updates 50610, num timesteps 50611000, FPS 123, mean/median reward 267.9/264.0, min/max reward 101.0/419.0, entropy 0.06417, value loss 6.88040, policy loss 0.01662, distill_loss -780.24976, time 6841.98665 min
Updates 50620, num timesteps 50621000, FPS 123, mean/median reward 270.4/270.0, min/max reward 101.0/419.0, entropy 0.07126, value loss 5.73962, policy loss -0.04456, distill_loss -798.45276, time 6843.35941 min
Updates 50630, num timesteps 50631000, FPS 123, mean/median reward 267.7/264.0, min/max reward 101.0/419.0, entropy 0.08316, value loss 17.01666, policy loss -0.00124, distill_loss -797.93341, time 6844.73557 min
Updates 50640, num timesteps 50641000, FPS 123, mean/median reward 268.2/262.0, min/max reward 155.0/419.0, entropy 0.06710, value loss 17.21771, policy loss 0.01108, distill_loss -721.97168, time 6846.10640 min
Updates 50650, num timesteps 50651000, FPS 123, mean/median reward 269.0/264.0, min/max reward 155.0/419.0, entropy 0.05536, value loss 7.28737, policy loss -0.01694, distill_loss -654.86353, time 6847.47485 min
Updates 50660, num timesteps 50661000, FPS 123, mean/median reward 265.7/260.0, min/max reward 155.0/419.0, entropy 0.04341, value loss 9.27838, policy loss -0.02670, distill_loss -751.44189, time 6848.84440 min
Updates 50670, num timesteps 50671000, FPS 123, mean/median reward 268.2/262.0, min/max reward 155.0/399.0, entropy 0.05042, value loss 16.21866, policy loss 0.01768, distill_loss -754.10364, time 6850.20202 min
Updates 50680, num timesteps 50681000, FPS 123, mean/median reward 272.9/271.0, min/max reward 155.0/399.0, entropy 0.06384, value loss 11.12389, policy loss 0.03791, distill_loss -842.31891, time 6851.56814 min
Updates 50690, num timesteps 50691000, FPS 123, mean/median reward 272.1/273.0, min/max reward 116.0/399.0, entropy 0.04979, value loss 13.15735, policy loss -0.05959, distill_loss -955.33380, time 6852.94230 min
Updates 50700, num timesteps 50701000, FPS 123, mean/median reward 270.9/271.0, min/max reward 116.0/399.0, entropy 0.04367, value loss 12.58986, policy loss 0.06515, distill_loss -928.75073, time 6854.30978 min
Updates 50710, num timesteps 50711000, FPS 123, mean/median reward 274.4/274.0, min/max reward 116.0/399.0, entropy 0.03884, value loss 13.76045, policy loss -0.01529, distill_loss -999.95996, time 6855.70042 min
Updates 50720, num timesteps 50721000, FPS 123, mean/median reward 276.0/276.0, min/max reward 116.0/399.0, entropy 0.04336, value loss 33.58619, policy loss 0.05468, distill_loss -931.44025, time 6857.05519 min
Updates 50730, num timesteps 50731000, FPS 123, mean/median reward 278.9/276.0, min/max reward 116.0/399.0, entropy 0.04385, value loss 15.44730, policy loss -0.00602, distill_loss -781.47687, time 6858.42195 min
Updates 50740, num timesteps 50741000, FPS 123, mean/median reward 281.1/277.0, min/max reward 116.0/414.0, entropy 0.05652, value loss 59.72121, policy loss 0.02754, distill_loss -876.44971, time 6859.78121 min
Updates 50750, num timesteps 50751000, FPS 123, mean/median reward 287.0/285.0, min/max reward 116.0/414.0, entropy 0.04928, value loss 11.98064, policy loss -0.03747, distill_loss -883.03619, time 6861.15167 min
Updates 50760, num timesteps 50761000, FPS 123, mean/median reward 290.5/290.0, min/max reward 116.0/414.0, entropy 0.05670, value loss 13.20317, policy loss 0.05193, distill_loss -946.77509, time 6862.51057 min
Updates 50770, num timesteps 50771000, FPS 123, mean/median reward 293.2/294.0, min/max reward 197.0/414.0, entropy 0.06982, value loss 9.39688, policy loss -0.00808, distill_loss -910.16364, time 6863.87149 min
Updates 50780, num timesteps 50781000, FPS 123, mean/median reward 293.7/293.0, min/max reward 200.0/414.0, entropy 0.07064, value loss 7.20653, policy loss -0.02750, distill_loss -1010.35754, time 6865.23920 min
Updates 50790, num timesteps 50791000, FPS 123, mean/median reward 293.5/293.0, min/max reward 200.0/524.0, entropy 0.06009, value loss 19.30098, policy loss -0.01235, distill_loss -1109.75391, time 6866.60196 min
Updates 50800, num timesteps 50801000, FPS 123, mean/median reward 294.0/295.0, min/max reward 198.0/524.0, entropy 0.04364, value loss 11.95198, policy loss -0.01194, distill_loss -1099.17517, time 6867.97055 min
Updates 50810, num timesteps 50811000, FPS 123, mean/median reward 295.5/297.0, min/max reward 198.0/524.0, entropy 0.04974, value loss 16.98494, policy loss 0.02040, distill_loss -1099.49133, time 6869.34730 min
Updates 50820, num timesteps 50821000, FPS 123, mean/median reward 295.1/297.0, min/max reward 198.0/524.0, entropy 0.05814, value loss 7.62083, policy loss -0.00281, distill_loss -1000.92255, time 6870.71405 min
Updates 50830, num timesteps 50831000, FPS 123, mean/median reward 295.2/299.0, min/max reward 198.0/524.0, entropy 0.06296, value loss 28.56494, policy loss -0.04991, distill_loss -931.25641, time 6872.07995 min
Updates 50840, num timesteps 50841000, FPS 123, mean/median reward 295.6/299.0, min/max reward 198.0/524.0, entropy 0.07294, value loss 13.32204, policy loss 0.03262, distill_loss -1010.13855, time 6873.45249 min
Updates 50850, num timesteps 50851000, FPS 123, mean/median reward 297.4/301.0, min/max reward 198.0/524.0, entropy 0.07099, value loss 9.73056, policy loss -0.02984, distill_loss -964.04486, time 6874.81434 min
Updates 50860, num timesteps 50861000, FPS 123, mean/median reward 293.2/299.0, min/max reward 6.0/524.0, entropy 0.05559, value loss 69.52821, policy loss 0.00941, distill_loss -977.72418, time 6876.16623 min
Updates 50870, num timesteps 50871000, FPS 123, mean/median reward 296.1/299.0, min/max reward 6.0/569.0, entropy 0.05415, value loss 20.44859, policy loss -0.00099, distill_loss -945.51642, time 6877.52519 min
Updates 50880, num timesteps 50881000, FPS 123, mean/median reward 293.5/299.0, min/max reward 6.0/569.0, entropy 0.08936, value loss 7.99280, policy loss 0.03164, distill_loss -896.80817, time 6878.90372 min
Updates 50890, num timesteps 50891000, FPS 123, mean/median reward 289.5/300.0, min/max reward 6.0/569.0, entropy 0.08516, value loss 28.10975, policy loss -0.04117, distill_loss -873.53168, time 6880.27622 min
Updates 50900, num timesteps 50901000, FPS 123, mean/median reward 288.5/299.0, min/max reward 6.0/569.0, entropy 0.07546, value loss 19.04631, policy loss -0.01175, distill_loss -933.02600, time 6881.66972 min
Updates 50910, num timesteps 50911000, FPS 123, mean/median reward 281.9/297.0, min/max reward 6.0/569.0, entropy 0.08430, value loss 14.96899, policy loss 0.00938, distill_loss -1063.16455, time 6883.07150 min
Updates 50920, num timesteps 50921000, FPS 123, mean/median reward 276.8/292.0, min/max reward 6.0/569.0, entropy 0.06488, value loss 15.06785, policy loss -0.03988, distill_loss -937.33392, time 6884.43967 min
Updates 50930, num timesteps 50931000, FPS 123, mean/median reward 277.9/297.0, min/max reward 6.0/569.0, entropy 0.07094, value loss 13.70928, policy loss -0.00553, distill_loss -855.31781, time 6885.79470 min
Updates 50940, num timesteps 50941000, FPS 123, mean/median reward 273.9/289.0, min/max reward 6.0/569.0, entropy 0.05797, value loss 22.89935, policy loss 0.01758, distill_loss -864.26349, time 6887.15827 min
Updates 50950, num timesteps 50951000, FPS 123, mean/median reward 267.0/280.0, min/max reward 6.0/407.0, entropy 0.05308, value loss 18.63605, policy loss -0.01975, distill_loss -773.16626, time 6888.52203 min
Updates 50960, num timesteps 50961000, FPS 123, mean/median reward 265.2/270.0, min/max reward 75.0/407.0, entropy 0.07724, value loss 6.86344, policy loss -0.02060, distill_loss -701.11047, time 6889.89044 min
Updates 50970, num timesteps 50971000, FPS 123, mean/median reward 268.7/271.0, min/max reward 75.0/407.0, entropy 0.07063, value loss 15.95496, policy loss -0.02324, distill_loss -760.18439, time 6891.27987 min
Updates 50980, num timesteps 50981000, FPS 123, mean/median reward 276.6/285.0, min/max reward 75.0/454.0, entropy 0.05896, value loss 19.49942, policy loss -0.04596, distill_loss -801.62427, time 6892.66589 min
Updates 50990, num timesteps 50991000, FPS 123, mean/median reward 281.1/285.0, min/max reward 151.0/454.0, entropy 0.05066, value loss 28.21884, policy loss 0.01890, distill_loss -775.05359, time 6894.03756 min
Updates 51000, num timesteps 51001000, FPS 123, mean/median reward 279.8/285.0, min/max reward 151.0/454.0, entropy 0.07243, value loss 14.29695, policy loss 0.02023, distill_loss -918.78094, time 6895.42350 min
Updates 51010, num timesteps 51011000, FPS 123, mean/median reward 282.1/288.0, min/max reward 151.0/454.0, entropy 0.07580, value loss 11.29905, policy loss 0.03210, distill_loss -897.87665, time 6896.80545 min
Updates 51020, num timesteps 51021000, FPS 123, mean/median reward 280.9/285.0, min/max reward 151.0/454.0, entropy 0.06168, value loss 14.75120, policy loss -0.01837, distill_loss -931.87549, time 6898.15672 min
