command line args: main.py --algo i2a --env-name MsPacmanNoFrameskip-v0 --num-processes 30 --port 5557 --log-dir /tmp/i2a/MsPacman_dSSM_DET_5rollouts --i2a-rollout-steps 5 --num-steps 10 --entropy-coef 0.02 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model dSSM_DET
Updates 0, num timesteps 300, FPS 59, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00122, policy loss -0.00441, distill_loss -0.00355, time 0.08345 min
Updates 97500, num timesteps 29250300, FPS 65, mean/median reward 58.5/51.0, min/max reward 0.0/210.0, entropy 0.04130, value loss 7.59717, policy loss -0.09346, distill_loss -827.40405, time 7494.71112 min
Updates 97510, num timesteps 29253300, FPS 65, mean/median reward 65.0/54.0, min/max reward 1.0/210.0, entropy 0.03745, value loss 6.36793, policy loss 0.01442, distill_loss -585.28253, time 7495.48215 min
Updates 97520, num timesteps 29256300, FPS 65, mean/median reward 66.6/58.0, min/max reward 1.0/210.0, entropy 0.02894, value loss 3.11748, policy loss -0.01725, distill_loss -735.55383, time 7496.25175 min
Updates 97530, num timesteps 29259300, FPS 65, mean/median reward 71.9/62.0, min/max reward 1.0/210.0, entropy 0.02361, value loss 12.26151, policy loss 0.06916, distill_loss -888.47260, time 7497.01659 min
Updates 97540, num timesteps 29262300, FPS 65, mean/median reward 68.0/61.0, min/max reward 1.0/210.0, entropy 0.02530, value loss 2.66514, policy loss 0.00922, distill_loss -793.40460, time 7497.77181 min
Updates 97550, num timesteps 29265300, FPS 65, mean/median reward 73.3/62.0, min/max reward -5.0/210.0, entropy 0.01496, value loss 10.02215, policy loss -0.01224, distill_loss -805.99414, time 7498.52451 min
Updates 97560, num timesteps 29268300, FPS 65, mean/median reward 79.7/77.0, min/max reward -5.0/211.0, entropy 0.07855, value loss 9.76362, policy loss 0.01292, distill_loss -555.50427, time 7499.27571 min
Updates 97570, num timesteps 29271300, FPS 65, mean/median reward 78.6/77.0, min/max reward -6.0/211.0, entropy 0.08941, value loss 21.27444, policy loss -0.08954, distill_loss -439.17938, time 7500.06820 min
Updates 97580, num timesteps 29274300, FPS 65, mean/median reward 69.0/51.0, min/max reward -10.0/211.0, entropy 0.04244, value loss 112.51385, policy loss -0.01204, distill_loss -511.28900, time 7500.89003 min
Updates 97590, num timesteps 29277300, FPS 65, mean/median reward 69.0/51.0, min/max reward -10.0/211.0, entropy 0.07592, value loss 132.75940, policy loss -0.08746, distill_loss -590.73981, time 7501.70673 min
Updates 97600, num timesteps 29280300, FPS 65, mean/median reward 70.1/58.0, min/max reward -10.0/211.0, entropy 0.05588, value loss 19.40886, policy loss -0.03338, distill_loss -550.07367, time 7502.49648 min
Updates 97610, num timesteps 29283300, FPS 65, mean/median reward 81.1/58.0, min/max reward -10.0/229.0, entropy 0.07922, value loss 12.70809, policy loss -0.25448, distill_loss -636.41730, time 7503.30890 min
Updates 97620, num timesteps 29286300, FPS 65, mean/median reward 87.6/58.0, min/max reward -10.0/272.0, entropy 0.06892, value loss 29.99210, policy loss 0.11552, distill_loss -693.05029, time 7504.07978 min
Updates 97630, num timesteps 29289300, FPS 65, mean/median reward 109.7/88.0, min/max reward -10.0/272.0, entropy 0.07664, value loss 14.17177, policy loss -0.15375, distill_loss -741.54883, time 7504.84689 min
Updates 97640, num timesteps 29292300, FPS 65, mean/median reward 132.4/117.0, min/max reward -10.0/383.0, entropy 0.05067, value loss 15.01123, policy loss -0.02973, distill_loss -786.50360, time 7505.60712 min
Updates 97650, num timesteps 29295300, FPS 65, mean/median reward 141.7/136.0, min/max reward -10.0/383.0, entropy 0.03218, value loss 12.40069, policy loss -0.04877, distill_loss -806.52161, time 7506.38577 min
Updates 97660, num timesteps 29298300, FPS 65, mean/median reward 170.2/168.0, min/max reward -10.0/413.0, entropy 0.05736, value loss 6.60807, policy loss -0.04866, distill_loss -683.10284, time 7507.15864 min
Updates 97670, num timesteps 29301300, FPS 65, mean/median reward 186.0/187.0, min/max reward -3.0/413.0, entropy 0.03058, value loss 9.91164, policy loss -0.07058, distill_loss -723.21625, time 7507.96406 min
Updates 97680, num timesteps 29304300, FPS 65, mean/median reward 196.0/188.0, min/max reward -3.0/416.0, entropy 0.03729, value loss 10.18482, policy loss 0.00782, distill_loss -700.31891, time 7508.78265 min
Updates 97690, num timesteps 29307300, FPS 65, mean/median reward 211.3/189.0, min/max reward 58.0/416.0, entropy 0.02850, value loss 4.55247, policy loss 0.01813, distill_loss -764.75500, time 7509.57153 min
Updates 97700, num timesteps 29310300, FPS 65, mean/median reward 218.7/196.0, min/max reward 58.0/416.0, entropy 0.04205, value loss 11.90323, policy loss 0.02533, distill_loss -767.63165, time 7510.32955 min
Updates 97710, num timesteps 29313300, FPS 65, mean/median reward 218.7/196.0, min/max reward 58.0/416.0, entropy 0.07627, value loss 27.12048, policy loss 0.26761, distill_loss -907.02051, time 7511.12035 min
Updates 97720, num timesteps 29316300, FPS 65, mean/median reward 223.7/198.0, min/max reward 106.0/416.0, entropy 0.03054, value loss 51.80463, policy loss 0.03290, distill_loss -914.47064, time 7511.88202 min
Updates 97730, num timesteps 29319300, FPS 65, mean/median reward 222.2/198.0, min/max reward 106.0/416.0, entropy 0.02832, value loss 11.73991, policy loss 0.00911, distill_loss -941.96387, time 7512.63311 min
Updates 97740, num timesteps 29322300, FPS 65, mean/median reward 223.1/198.0, min/max reward 125.0/416.0, entropy 0.04426, value loss 185.65672, policy loss -0.01767, distill_loss -961.85498, time 7513.38875 min
Updates 97750, num timesteps 29325300, FPS 65, mean/median reward 217.4/196.0, min/max reward 102.0/416.0, entropy 0.03952, value loss 13.88062, policy loss 0.03156, distill_loss -885.11346, time 7514.14791 min
Updates 97760, num timesteps 29328300, FPS 65, mean/median reward 222.0/196.0, min/max reward 102.0/433.0, entropy 0.04236, value loss 24.10088, policy loss -0.06697, distill_loss -950.89050, time 7514.92472 min
Updates 97770, num timesteps 29331300, FPS 65, mean/median reward 236.5/201.0, min/max reward 102.0/458.0, entropy 0.02079, value loss 21.04950, policy loss 0.01119, distill_loss -894.48364, time 7515.74476 min
Updates 97780, num timesteps 29334300, FPS 65, mean/median reward 238.5/208.0, min/max reward 102.0/458.0, entropy 0.02880, value loss 57.00922, policy loss 0.11005, distill_loss -1084.06787, time 7516.56869 min
Updates 97790, num timesteps 29337300, FPS 65, mean/median reward 237.7/201.0, min/max reward 102.0/458.0, entropy 0.04375, value loss 10.37890, policy loss -0.07188, distill_loss -965.59406, time 7517.33958 min
Updates 97800, num timesteps 29340300, FPS 65, mean/median reward 248.5/213.0, min/max reward 102.0/458.0, entropy 0.03120, value loss 23.32423, policy loss -0.01627, distill_loss -1007.94196, time 7518.09747 min
Updates 97810, num timesteps 29343300, FPS 65, mean/median reward 273.2/213.0, min/max reward 102.0/529.0, entropy 0.06587, value loss 9.60175, policy loss 0.04306, distill_loss -762.00403, time 7518.90741 min
Updates 97820, num timesteps 29346300, FPS 65, mean/median reward 275.0/217.0, min/max reward 102.0/529.0, entropy 0.04709, value loss 30.49286, policy loss -0.06317, distill_loss -856.00800, time 7519.71011 min
Updates 97830, num timesteps 29349300, FPS 65, mean/median reward 274.1/213.0, min/max reward 102.0/529.0, entropy 0.02936, value loss 35.49876, policy loss -0.02810, distill_loss -910.75665, time 7520.47296 min
Updates 97840, num timesteps 29352300, FPS 65, mean/median reward 285.2/247.0, min/max reward 162.0/529.0, entropy 0.02274, value loss 75.80774, policy loss 0.00619, distill_loss -911.08612, time 7521.23445 min
Updates 97850, num timesteps 29355300, FPS 65, mean/median reward 301.1/254.0, min/max reward 162.0/529.0, entropy 0.04205, value loss 6.09171, policy loss -0.02462, distill_loss -873.84143, time 7522.00149 min
Updates 97860, num timesteps 29358300, FPS 65, mean/median reward 302.0/254.0, min/max reward 162.0/529.0, entropy 0.04540, value loss 53.93603, policy loss -0.00751, distill_loss -842.39459, time 7522.78271 min
Updates 97870, num timesteps 29361300, FPS 65, mean/median reward 308.6/265.0, min/max reward 162.0/529.0, entropy 0.04829, value loss 17.79838, policy loss -0.17347, distill_loss -882.91705, time 7523.57989 min
Updates 97880, num timesteps 29364300, FPS 65, mean/median reward 311.4/292.0, min/max reward 162.0/529.0, entropy 0.04326, value loss 55.51288, policy loss 0.08654, distill_loss -838.39905, time 7524.36491 min
Updates 97890, num timesteps 29367300, FPS 65, mean/median reward 298.3/253.0, min/max reward 172.0/529.0, entropy 0.06725, value loss 6.62102, policy loss -0.02891, distill_loss -877.66144, time 7525.15888 min
Updates 97900, num timesteps 29370300, FPS 65, mean/median reward 298.3/253.0, min/max reward 172.0/529.0, entropy 0.05949, value loss 10.85986, policy loss -0.02374, distill_loss -948.36646, time 7525.93443 min
Updates 97910, num timesteps 29373300, FPS 65, mean/median reward 302.6/253.0, min/max reward 172.0/529.0, entropy 0.07612, value loss 5.65473, policy loss -0.00407, distill_loss -906.18488, time 7526.72057 min
Updates 97920, num timesteps 29376300, FPS 65, mean/median reward 307.1/253.0, min/max reward 158.0/690.0, entropy 0.04463, value loss 7.67189, policy loss -0.02101, distill_loss -972.76990, time 7527.50000 min
Updates 97930, num timesteps 29379300, FPS 65, mean/median reward 317.3/254.0, min/max reward 158.0/690.0, entropy 0.03815, value loss 20.40813, policy loss -0.02768, distill_loss -918.04907, time 7528.28311 min
Updates 97940, num timesteps 29382300, FPS 65, mean/median reward 313.8/253.0, min/max reward 158.0/690.0, entropy 0.05557, value loss 15.15090, policy loss -0.03803, distill_loss -827.11389, time 7529.06217 min
Updates 97950, num timesteps 29385300, FPS 65, mean/median reward 313.4/242.0, min/max reward 158.0/690.0, entropy 0.07808, value loss 31.55765, policy loss -0.00405, distill_loss -841.38702, time 7529.85474 min
Updates 97960, num timesteps 29388300, FPS 65, mean/median reward 304.7/239.0, min/max reward 158.0/690.0, entropy 0.09678, value loss 11.45450, policy loss -0.01283, distill_loss -758.55457, time 7530.65179 min
Updates 97970, num timesteps 29391300, FPS 65, mean/median reward 310.2/239.0, min/max reward 158.0/690.0, entropy 0.10876, value loss 150.65120, policy loss -0.10279, distill_loss -789.13666, time 7531.42298 min
Updates 97980, num timesteps 29394300, FPS 65, mean/median reward 310.2/239.0, min/max reward 158.0/690.0, entropy 0.04251, value loss 170.74075, policy loss 0.42894, distill_loss -821.24414, time 7532.19815 min
Updates 97990, num timesteps 29397300, FPS 65, mean/median reward 315.9/239.0, min/max reward 152.0/690.0, entropy 0.07886, value loss 17.76554, policy loss -0.08322, distill_loss -745.56854, time 7532.96092 min
Updates 98000, num timesteps 29400300, FPS 65, mean/median reward 322.3/239.0, min/max reward 152.0/690.0, entropy 0.06819, value loss 15.67445, policy loss -0.01549, distill_loss -815.37634, time 7533.71386 min
Updates 98010, num timesteps 29403300, FPS 65, mean/median reward 328.3/259.0, min/max reward 152.0/690.0, entropy 0.05359, value loss 58.93307, policy loss -0.03144, distill_loss -766.70239, time 7534.50727 min
Updates 98020, num timesteps 29406300, FPS 65, mean/median reward 327.7/259.0, min/max reward 152.0/690.0, entropy 0.04451, value loss 41.48246, policy loss -0.03124, distill_loss -791.77155, time 7535.27581 min
Updates 98030, num timesteps 29409300, FPS 65, mean/median reward 316.0/259.0, min/max reward 152.0/593.0, entropy 0.03351, value loss 18.12729, policy loss 0.00435, distill_loss -732.31793, time 7536.03025 min
Updates 98040, num timesteps 29412300, FPS 65, mean/median reward 311.0/259.0, min/max reward 152.0/593.0, entropy 0.03589, value loss 10.97402, policy loss -0.04785, distill_loss -781.10040, time 7536.82017 min
Updates 98050, num timesteps 29415300, FPS 65, mean/median reward 326.2/292.0, min/max reward 152.0/593.0, entropy 0.04279, value loss 22.53650, policy loss -0.04836, distill_loss -789.22437, time 7537.58344 min
Updates 98060, num timesteps 29418300, FPS 65, mean/median reward 319.8/269.0, min/max reward 152.0/593.0, entropy 0.02621, value loss 21.65585, policy loss -0.06341, distill_loss -787.74731, time 7538.37394 min
Updates 98070, num timesteps 29421300, FPS 65, mean/median reward 310.4/259.0, min/max reward 152.0/593.0, entropy 0.03465, value loss 27.14004, policy loss -0.00800, distill_loss -911.29230, time 7539.14205 min
Updates 98080, num timesteps 29424300, FPS 65, mean/median reward 303.0/266.0, min/max reward 152.0/522.0, entropy 0.04295, value loss 13.02980, policy loss -0.08702, distill_loss -789.90137, time 7539.91775 min
Updates 98090, num timesteps 29427300, FPS 65, mean/median reward 294.3/259.0, min/max reward 152.0/522.0, entropy 0.04302, value loss 35.77658, policy loss -0.00061, distill_loss -941.74103, time 7540.71403 min
Updates 98100, num timesteps 29430300, FPS 65, mean/median reward 285.6/238.0, min/max reward 149.0/522.0, entropy 0.01992, value loss 11.28127, policy loss -0.02798, distill_loss -960.94122, time 7541.46860 min
Updates 98110, num timesteps 29433300, FPS 65, mean/median reward 269.4/236.0, min/max reward 149.0/485.0, entropy 0.04887, value loss 90.27830, policy loss -0.02551, distill_loss -925.40491, time 7542.24034 min
Updates 98120, num timesteps 29436300, FPS 65, mean/median reward 266.3/236.0, min/max reward 149.0/485.0, entropy 0.04567, value loss 9.12205, policy loss 0.00154, distill_loss -880.87292, time 7543.02989 min
Updates 98130, num timesteps 29439300, FPS 65, mean/median reward 266.1/236.0, min/max reward 149.0/480.0, entropy 0.04152, value loss 509.69943, policy loss 0.03340, distill_loss -698.90668, time 7543.80156 min
Updates 98140, num timesteps 29442300, FPS 65, mean/median reward 273.2/236.0, min/max reward 149.0/480.0, entropy 0.03800, value loss 11.09453, policy loss -0.02141, distill_loss -752.57257, time 7544.60600 min
Updates 98150, num timesteps 29445300, FPS 65, mean/median reward 281.2/238.0, min/max reward 149.0/480.0, entropy 0.04153, value loss 22.59205, policy loss -0.15355, distill_loss -832.09625, time 7545.40427 min
Updates 98160, num timesteps 29448300, FPS 65, mean/median reward 286.4/238.0, min/max reward 149.0/480.0, entropy 0.03494, value loss 12.72168, policy loss 0.05555, distill_loss -955.85773, time 7546.16454 min
Updates 98170, num timesteps 29451300, FPS 65, mean/median reward 300.8/269.0, min/max reward 149.0/480.0, entropy 0.04914, value loss 36.97977, policy loss -0.02378, distill_loss -861.80988, time 7546.93760 min
Updates 98180, num timesteps 29454300, FPS 65, mean/median reward 297.0/269.0, min/max reward 149.0/480.0, entropy 0.05252, value loss 101.13590, policy loss -0.00327, distill_loss -865.49316, time 7547.68770 min
Updates 98190, num timesteps 29457300, FPS 65, mean/median reward 309.7/271.0, min/max reward 118.0/480.0, entropy 0.07592, value loss 9.30800, policy loss -0.05407, distill_loss -874.79919, time 7548.44256 min
Updates 98200, num timesteps 29460300, FPS 65, mean/median reward 315.8/271.0, min/max reward 118.0/645.0, entropy 0.02971, value loss 10.99277, policy loss -0.09361, distill_loss -893.92761, time 7549.20236 min
Updates 98210, num timesteps 29463300, FPS 65, mean/median reward 323.1/304.0, min/max reward 118.0/645.0, entropy 0.03046, value loss 19.89788, policy loss 0.14602, distill_loss -898.98657, time 7549.97590 min
Updates 98220, num timesteps 29466300, FPS 65, mean/median reward 325.9/304.0, min/max reward 118.0/645.0, entropy 0.06135, value loss 49.16467, policy loss 0.02770, distill_loss -877.92072, time 7550.78456 min
Updates 98230, num timesteps 29469300, FPS 65, mean/median reward 324.5/304.0, min/max reward 118.0/645.0, entropy 0.06732, value loss 36.89331, policy loss -0.04444, distill_loss -831.82336, time 7551.56496 min
Updates 98240, num timesteps 29472300, FPS 65, mean/median reward 321.4/298.0, min/max reward 118.0/645.0, entropy 0.03526, value loss 18.28826, policy loss -0.11025, distill_loss -803.17456, time 7552.34352 min
Updates 98250, num timesteps 29475300, FPS 65, mean/median reward 319.7/298.0, min/max reward 118.0/645.0, entropy 0.04109, value loss 52.58210, policy loss 0.00968, distill_loss -849.92401, time 7553.12251 min
Updates 98260, num timesteps 29478300, FPS 65, mean/median reward 310.1/288.0, min/max reward 118.0/645.0, entropy 0.02473, value loss 7.60120, policy loss 0.04902, distill_loss -928.81665, time 7553.91081 min
Updates 98270, num timesteps 29481300, FPS 65, mean/median reward 305.5/258.0, min/max reward 118.0/645.0, entropy 0.02430, value loss 7.57893, policy loss 0.03076, distill_loss -1015.90552, time 7554.67166 min
Updates 98280, num timesteps 29484300, FPS 65, mean/median reward 308.1/288.0, min/max reward 118.0/645.0, entropy 0.04838, value loss 16.90256, policy loss -0.02905, distill_loss -962.84644, time 7555.43748 min
Updates 98290, num timesteps 29487300, FPS 65, mean/median reward 311.1/288.0, min/max reward 118.0/645.0, entropy 0.03920, value loss 14.09525, policy loss 0.00166, distill_loss -1011.60315, time 7556.19620 min
Updates 98300, num timesteps 29490300, FPS 65, mean/median reward 317.9/288.0, min/max reward 145.0/645.0, entropy 0.00684, value loss 15.07220, policy loss 0.03056, distill_loss -862.29974, time 7556.98218 min
Updates 98310, num timesteps 29493300, FPS 65, mean/median reward 303.5/288.0, min/max reward 145.0/552.0, entropy 0.03290, value loss 11.96571, policy loss -0.00857, distill_loss -752.20508, time 7557.78060 min
Updates 98320, num timesteps 29496300, FPS 65, mean/median reward 321.3/298.0, min/max reward 145.0/552.0, entropy 0.04723, value loss 8.48735, policy loss -0.04375, distill_loss -716.59894, time 7558.55778 min
Updates 98330, num timesteps 29499300, FPS 65, mean/median reward 321.0/299.0, min/max reward 117.0/552.0, entropy 0.03809, value loss 30.15573, policy loss -0.08819, distill_loss -751.26599, time 7559.33649 min
Updates 98340, num timesteps 29502300, FPS 65, mean/median reward 319.1/299.0, min/max reward 117.0/552.0, entropy 0.04752, value loss 82.69100, policy loss 0.01496, distill_loss -783.82715, time 7560.12503 min
Updates 98350, num timesteps 29505300, FPS 65, mean/median reward 314.7/290.0, min/max reward 117.0/552.0, entropy 0.04129, value loss 16.54204, policy loss -0.00040, distill_loss -847.80603, time 7560.91729 min
Updates 98360, num timesteps 29508300, FPS 65, mean/median reward 305.5/271.0, min/max reward 117.0/552.0, entropy 0.05733, value loss 8.96849, policy loss -0.01213, distill_loss -804.64417, time 7561.67736 min
Updates 98370, num timesteps 29511300, FPS 65, mean/median reward 290.8/262.0, min/max reward 117.0/552.0, entropy 0.04887, value loss 10.50629, policy loss -0.03975, distill_loss -869.19830, time 7562.42884 min
Updates 98380, num timesteps 29514300, FPS 65, mean/median reward 303.8/271.0, min/max reward 117.0/552.0, entropy 0.02095, value loss 5.45280, policy loss -0.00143, distill_loss -981.97198, time 7563.20570 min
Updates 98390, num timesteps 29517300, FPS 65, mean/median reward 308.2/279.0, min/max reward 117.0/552.0, entropy 0.00592, value loss 5.66058, policy loss 0.00561, distill_loss -956.44073, time 7563.93536 min
Updates 98400, num timesteps 29520300, FPS 65, mean/median reward 283.4/262.0, min/max reward 117.0/552.0, entropy 0.01786, value loss 9.72576, policy loss -0.05248, distill_loss -900.11499, time 7564.71254 min
Updates 98410, num timesteps 29523300, FPS 65, mean/median reward 262.2/251.0, min/max reward 117.0/474.0, entropy 0.00827, value loss 14.82272, policy loss 0.00611, distill_loss -1036.47095, time 7565.51575 min
Updates 98420, num timesteps 29526300, FPS 65, mean/median reward 272.9/251.0, min/max reward 117.0/561.0, entropy 0.03000, value loss 53.38326, policy loss 0.01261, distill_loss -812.16162, time 7566.32236 min
Updates 98430, num timesteps 29529300, FPS 65, mean/median reward 280.9/259.0, min/max reward 117.0/561.0, entropy 0.03204, value loss 97.56314, policy loss 0.04749, distill_loss -787.09271, time 7567.14323 min
Updates 98440, num timesteps 29532300, FPS 65, mean/median reward 284.4/271.0, min/max reward 130.0/561.0, entropy 0.07605, value loss 21.28703, policy loss 0.05616, distill_loss -725.57831, time 7567.96268 min
Updates 98450, num timesteps 29535300, FPS 65, mean/median reward 293.0/273.0, min/max reward 130.0/561.0, entropy 0.02534, value loss 21.80687, policy loss 0.12413, distill_loss -829.38971, time 7568.77686 min
Updates 98460, num timesteps 29538300, FPS 65, mean/median reward 293.0/273.0, min/max reward 130.0/561.0, entropy 0.03894, value loss 17.26424, policy loss -0.19609, distill_loss -893.40302, time 7569.54312 min
Updates 98470, num timesteps 29541300, FPS 65, mean/median reward 293.0/273.0, min/max reward 130.0/561.0, entropy 0.03701, value loss 11.63794, policy loss 0.00000, distill_loss -1023.54456, time 7570.29643 min
Updates 98480, num timesteps 29544300, FPS 65, mean/median reward 273.9/251.0, min/max reward 100.0/561.0, entropy 0.01229, value loss 5.79547, policy loss -0.01209, distill_loss -1111.78308, time 7571.04393 min
Updates 98490, num timesteps 29547300, FPS 65, mean/median reward 261.7/213.0, min/max reward 100.0/459.0, entropy 0.01884, value loss 9.95419, policy loss 0.02309, distill_loss -900.53644, time 7571.79327 min
Updates 98500, num timesteps 29550300, FPS 65, mean/median reward 289.0/251.0, min/max reward 100.0/459.0, entropy 0.06448, value loss 38.71368, policy loss -0.05231, distill_loss -699.34869, time 7572.60349 min
Updates 98510, num timesteps 29553300, FPS 65, mean/median reward 293.5/251.0, min/max reward 100.0/459.0, entropy 0.02100, value loss 41.35547, policy loss 0.01015, distill_loss -711.98651, time 7573.45872 min
Updates 98520, num timesteps 29556300, FPS 65, mean/median reward 293.9/253.0, min/max reward 100.0/459.0, entropy 0.03295, value loss 71.36151, policy loss -0.01544, distill_loss -732.81549, time 7574.27223 min
Updates 98530, num timesteps 29559300, FPS 65, mean/median reward 278.8/240.0, min/max reward 100.0/459.0, entropy 0.02763, value loss 13.37160, policy loss -0.00714, distill_loss -718.73206, time 7575.07450 min
Updates 98540, num timesteps 29562300, FPS 65, mean/median reward 274.6/240.0, min/max reward 100.0/459.0, entropy 0.04372, value loss 18.07797, policy loss 0.07800, distill_loss -711.18103, time 7575.87285 min
Updates 98550, num timesteps 29565300, FPS 65, mean/median reward 274.6/240.0, min/max reward 100.0/459.0, entropy 0.03374, value loss 82.81895, policy loss -0.05441, distill_loss -884.17200, time 7576.67344 min
Updates 98560, num timesteps 29568300, FPS 65, mean/median reward 282.8/244.0, min/max reward 100.0/459.0, entropy 0.02597, value loss 3.39879, policy loss -0.00985, distill_loss -920.86981, time 7577.43464 min
Updates 98570, num timesteps 29571300, FPS 65, mean/median reward 279.2/240.0, min/max reward 100.0/459.0, entropy 0.03908, value loss 10.54290, policy loss 0.03069, distill_loss -875.66113, time 7578.20747 min
Updates 98580, num timesteps 29574300, FPS 65, mean/median reward 267.1/230.0, min/max reward 150.0/459.0, entropy 0.03318, value loss 26.20331, policy loss -0.03728, distill_loss -918.48657, time 7578.95702 min
Updates 98590, num timesteps 29577300, FPS 65, mean/median reward 268.4/240.0, min/max reward 160.0/459.0, entropy 0.02050, value loss 10.73357, policy loss 0.08601, distill_loss -1089.84912, time 7579.72800 min
Updates 98600, num timesteps 29580300, FPS 65, mean/median reward 267.8/244.0, min/max reward 160.0/427.0, entropy 0.02069, value loss 8.52154, policy loss 0.05026, distill_loss -1013.69458, time 7580.51473 min
Updates 98610, num timesteps 29583300, FPS 65, mean/median reward 261.7/240.0, min/max reward 141.0/427.0, entropy 0.03833, value loss 13.24489, policy loss 0.01892, distill_loss -944.85791, time 7581.30031 min
Updates 98620, num timesteps 29586300, FPS 65, mean/median reward 263.4/245.0, min/max reward 139.0/427.0, entropy 0.02639, value loss 56.20802, policy loss 0.02258, distill_loss -944.58856, time 7582.09951 min
Updates 98630, num timesteps 29589300, FPS 65, mean/median reward 276.9/250.0, min/max reward 139.0/551.0, entropy 0.01375, value loss 11.45581, policy loss 0.02069, distill_loss -854.10864, time 7582.91189 min
Updates 98640, num timesteps 29592300, FPS 65, mean/median reward 279.9/262.0, min/max reward 139.0/551.0, entropy 0.06443, value loss 19.58138, policy loss 0.28120, distill_loss -770.51617, time 7583.70256 min
Updates 98650, num timesteps 29595300, FPS 65, mean/median reward 285.4/275.0, min/max reward 139.0/551.0, entropy 0.04869, value loss 45.10775, policy loss 0.04589, distill_loss -816.61261, time 7584.49298 min
Updates 98660, num timesteps 29598300, FPS 65, mean/median reward 285.4/275.0, min/max reward 139.0/551.0, entropy 0.08260, value loss 13.53832, policy loss -0.09495, distill_loss -907.00726, time 7585.28967 min
Updates 98670, num timesteps 29601300, FPS 65, mean/median reward 300.0/288.0, min/max reward 139.0/551.0, entropy 0.06196, value loss 5.80528, policy loss -0.00873, distill_loss -1007.10040, time 7586.04613 min
Updates 98680, num timesteps 29604300, FPS 65, mean/median reward 327.4/289.0, min/max reward 139.0/580.0, entropy 0.03708, value loss 16.19002, policy loss 0.02732, distill_loss -916.50372, time 7586.81049 min
Updates 98690, num timesteps 29607300, FPS 65, mean/median reward 327.2/289.0, min/max reward 139.0/580.0, entropy 0.02366, value loss 42.14800, policy loss 0.00438, distill_loss -936.64490, time 7587.56904 min
Updates 98700, num timesteps 29610300, FPS 65, mean/median reward 333.6/289.0, min/max reward 139.0/580.0, entropy 0.02917, value loss 20.93303, policy loss -0.01136, distill_loss -1058.31470, time 7588.36073 min
Updates 98710, num timesteps 29613300, FPS 65, mean/median reward 338.1/289.0, min/max reward 219.0/580.0, entropy 0.00915, value loss 9.24594, policy loss -0.00052, distill_loss -903.61273, time 7589.14535 min
Updates 98720, num timesteps 29616300, FPS 65, mean/median reward 330.8/289.0, min/max reward 170.0/580.0, entropy 0.04300, value loss 73.05415, policy loss -0.01287, distill_loss -834.99945, time 7589.94732 min
Updates 98730, num timesteps 29619300, FPS 65, mean/median reward 336.8/293.0, min/max reward 170.0/580.0, entropy 0.05326, value loss 12.55023, policy loss -0.00079, distill_loss -876.25543, time 7590.75780 min
Updates 98740, num timesteps 29622300, FPS 65, mean/median reward 353.1/310.0, min/max reward 170.0/594.0, entropy 0.03480, value loss 109.62150, policy loss -0.05772, distill_loss -760.93823, time 7591.56509 min
Updates 98750, num timesteps 29625300, FPS 65, mean/median reward 353.1/310.0, min/max reward 170.0/594.0, entropy 0.00787, value loss 19.82352, policy loss 0.00227, distill_loss -1021.57867, time 7592.34920 min
Updates 98760, num timesteps 29628300, FPS 65, mean/median reward 360.8/341.0, min/max reward 170.0/594.0, entropy 0.03181, value loss 3.90107, policy loss -0.00569, distill_loss -1037.73352, time 7593.12768 min
Updates 98770, num timesteps 29631300, FPS 65, mean/median reward 359.7/341.0, min/max reward 170.0/594.0, entropy 0.04017, value loss 11.50174, policy loss -0.04104, distill_loss -921.49438, time 7593.88455 min
Updates 98780, num timesteps 29634300, FPS 65, mean/median reward 366.5/341.0, min/max reward 170.0/594.0, entropy 0.01753, value loss 3.05305, policy loss -0.01721, distill_loss -953.92310, time 7594.64337 min
Updates 98790, num timesteps 29637300, FPS 65, mean/median reward 350.1/307.0, min/max reward 103.0/594.0, entropy 0.02572, value loss 23.17912, policy loss -0.01313, distill_loss -904.08258, time 7595.42395 min
Updates 98800, num timesteps 29640300, FPS 65, mean/median reward 339.5/295.0, min/max reward 103.0/594.0, entropy 0.03147, value loss 59.17693, policy loss 0.00442, distill_loss -774.59100, time 7596.21482 min
Updates 98810, num timesteps 29643300, FPS 65, mean/median reward 339.5/295.0, min/max reward 103.0/594.0, entropy 0.03862, value loss 61.81364, policy loss 0.04163, distill_loss -855.52301, time 7597.01365 min
Updates 98820, num timesteps 29646300, FPS 65, mean/median reward 337.0/295.0, min/max reward 103.0/550.0, entropy 0.03364, value loss 50.05767, policy loss 0.32793, distill_loss -800.45123, time 7597.78887 min
Updates 98830, num timesteps 29649300, FPS 65, mean/median reward 332.3/293.0, min/max reward 103.0/550.0, entropy 0.03825, value loss 14.41730, policy loss -0.02629, distill_loss -772.17047, time 7598.57600 min
Updates 98840, num timesteps 29652300, FPS 65, mean/median reward 325.8/292.0, min/max reward 103.0/550.0, entropy 0.04958, value loss 9.37280, policy loss -0.02060, distill_loss -661.51837, time 7599.37894 min
