command line args: main.py --algo i2a --env-name MsPacmanNoFrameskip-v0 --num-processes 30 --port 5557 --log-dir /tmp/i2a/MsPacman_dSSM_DET_5rollouts --i2a-rollout-steps 5 --num-steps 10 --entropy-coef 0.02 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model dSSM_DET
Updates 0, num timesteps 300, FPS 59, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00122, policy loss -0.00441, distill_loss -0.00355, time 0.08345 min
Updates 21970, num timesteps 6591300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00003, value loss 0.47564, policy loss 0.00000, distill_loss -474.12119, time 1654.70017 min
Updates 21980, num timesteps 6594300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00018, value loss 0.13621, policy loss 0.00000, distill_loss -447.21793, time 1655.47501 min
Updates 21990, num timesteps 6597300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00017, value loss 0.65580, policy loss 0.00290, distill_loss -428.62952, time 1656.20321 min
Updates 22000, num timesteps 6600300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00006, value loss 0.25751, policy loss 0.00000, distill_loss -462.20245, time 1656.98992 min
Updates 22010, num timesteps 6603300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00054, value loss 0.80160, policy loss -0.00002, distill_loss -408.81198, time 1657.74173 min
Updates 22020, num timesteps 6606300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00015, value loss 0.18214, policy loss -0.00000, distill_loss -427.80685, time 1658.49694 min
Updates 22030, num timesteps 6609300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00026, value loss 0.17323, policy loss -0.00001, distill_loss -445.73511, time 1659.24820 min
Updates 22040, num timesteps 6612300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00112, value loss 0.95023, policy loss -0.00002, distill_loss -475.77139, time 1660.00181 min
Updates 22050, num timesteps 6615300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00011, value loss 0.24437, policy loss -0.00000, distill_loss -435.86685, time 1660.75619 min
Updates 22060, num timesteps 6618300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00005, value loss 0.34749, policy loss -0.00000, distill_loss -441.19000, time 1661.52293 min
Updates 22070, num timesteps 6621300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00211, value loss 0.45893, policy loss -0.00009, distill_loss -390.23807, time 1662.26971 min
Updates 22080, num timesteps 6624300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00002, value loss 0.22894, policy loss 0.00000, distill_loss -410.75705, time 1663.01728 min
Updates 22090, num timesteps 6627300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00086, value loss 0.12301, policy loss -0.00000, distill_loss -456.80286, time 1663.80256 min
Updates 22100, num timesteps 6630300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00056, value loss 0.41677, policy loss -0.00003, distill_loss -414.91370, time 1664.56386 min
Updates 22110, num timesteps 6633300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00002, value loss 0.16935, policy loss 0.00000, distill_loss -443.08551, time 1665.33909 min
Updates 22120, num timesteps 6636300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00045, value loss 0.34042, policy loss -0.00022, distill_loss -391.76624, time 1666.10329 min
Updates 22130, num timesteps 6639300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00009, value loss 0.28993, policy loss -0.00000, distill_loss -437.93491, time 1666.84852 min
Updates 22140, num timesteps 6642300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00003, value loss 0.89137, policy loss -0.00000, distill_loss -458.42667, time 1667.61457 min
Updates 22150, num timesteps 6645300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00004, value loss 0.18010, policy loss 0.00000, distill_loss -407.96970, time 1668.35424 min
Updates 22160, num timesteps 6648300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00009, value loss 0.24105, policy loss -0.00000, distill_loss -427.22552, time 1669.10366 min
Updates 22170, num timesteps 6651300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00005, value loss 0.57263, policy loss -0.00000, distill_loss -439.13953, time 1669.85972 min
Updates 22180, num timesteps 6654300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00067, value loss 0.22698, policy loss -0.00001, distill_loss -407.45282, time 1670.59949 min
Updates 22190, num timesteps 6657300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00019, value loss 0.22555, policy loss 0.00000, distill_loss -429.87823, time 1671.35677 min
Updates 22200, num timesteps 6660300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00199, value loss 0.17559, policy loss -0.00003, distill_loss -394.80316, time 1672.12545 min
Updates 22210, num timesteps 6663300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00010, value loss 0.19909, policy loss -0.00000, distill_loss -411.84509, time 1672.88519 min
Updates 22220, num timesteps 6666300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00278, value loss 0.58831, policy loss -0.00380, distill_loss -343.14987, time 1673.64734 min
Updates 22230, num timesteps 6669300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00018, value loss 0.13415, policy loss -0.00001, distill_loss -432.84286, time 1674.39706 min
Updates 22240, num timesteps 6672300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00006, value loss 0.24549, policy loss -0.00000, distill_loss -447.33194, time 1675.14137 min
Updates 22250, num timesteps 6675300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00002, value loss 0.35104, policy loss -0.00000, distill_loss -432.35175, time 1675.88878 min
Updates 22260, num timesteps 6678300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00001, value loss 0.17384, policy loss 0.00000, distill_loss -454.21390, time 1676.64303 min
Updates 22270, num timesteps 6681300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00003, value loss 0.65915, policy loss -0.00000, distill_loss -415.52408, time 1677.37909 min
Updates 22280, num timesteps 6684300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00002, value loss 0.13623, policy loss 0.00000, distill_loss -415.82501, time 1678.16098 min
Updates 22290, num timesteps 6687300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00008, value loss 0.29598, policy loss -0.00000, distill_loss -388.83560, time 1678.92257 min
Updates 22300, num timesteps 6690300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00005, value loss 0.20702, policy loss 0.00000, distill_loss -419.85773, time 1679.67697 min
Updates 22310, num timesteps 6693300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00001, value loss 0.13547, policy loss -0.00000, distill_loss -451.50540, time 1680.44894 min
Updates 22320, num timesteps 6696300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00020, value loss 0.28939, policy loss -0.00001, distill_loss -360.95508, time 1681.19088 min
Updates 22330, num timesteps 6699300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00004, value loss 0.20594, policy loss -0.00000, distill_loss -393.74496, time 1681.96642 min
Updates 22340, num timesteps 6702300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00003, value loss 0.19320, policy loss -0.00000, distill_loss -390.61835, time 1682.69886 min
Updates 22350, num timesteps 6705300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00004, value loss 0.18074, policy loss -0.00000, distill_loss -388.22076, time 1683.46133 min
Updates 22360, num timesteps 6708300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00078, value loss 0.22666, policy loss -0.00002, distill_loss -332.14801, time 1684.20358 min
Updates 22370, num timesteps 6711300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00034, value loss 0.14074, policy loss -0.00000, distill_loss -398.87866, time 1684.95532 min
Updates 22380, num timesteps 6714300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00003, value loss 0.07417, policy loss -0.00000, distill_loss -402.23245, time 1685.70661 min
Updates 22390, num timesteps 6717300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00001, value loss 0.21214, policy loss -0.00000, distill_loss -426.22836, time 1686.45384 min
Updates 22400, num timesteps 6720300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00009, value loss 0.08668, policy loss -0.00000, distill_loss -404.01370, time 1687.21813 min
Updates 22410, num timesteps 6723300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00002, value loss 0.08474, policy loss -0.00000, distill_loss -402.00555, time 1687.96608 min
Updates 22420, num timesteps 6726300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00023, value loss 0.18465, policy loss -0.00001, distill_loss -376.42352, time 1688.72309 min
Updates 22430, num timesteps 6729300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00005, value loss 0.30183, policy loss -0.00000, distill_loss -388.71066, time 1689.47484 min
Updates 22440, num timesteps 6732300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00009, value loss 0.18985, policy loss -0.00000, distill_loss -417.43222, time 1690.22446 min
Updates 22450, num timesteps 6735300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00010, value loss 0.17265, policy loss 0.00000, distill_loss -413.78027, time 1690.96715 min
Updates 22460, num timesteps 6738300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00022, value loss 0.33064, policy loss -0.00000, distill_loss -374.52994, time 1691.70474 min
Updates 22470, num timesteps 6741300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00036, value loss 0.27836, policy loss -0.00001, distill_loss -382.73904, time 1692.47849 min
Updates 22480, num timesteps 6744300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00031, value loss 0.55018, policy loss -0.00000, distill_loss -373.63461, time 1693.21153 min
Updates 22490, num timesteps 6747300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00048, value loss 0.05101, policy loss -0.00000, distill_loss -347.42645, time 1693.99954 min
Updates 22500, num timesteps 6750300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00130, value loss 0.63517, policy loss -0.00001, distill_loss -356.37668, time 1694.75934 min
Updates 22510, num timesteps 6753300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00191, value loss 0.24657, policy loss -0.00007, distill_loss -366.65030, time 1695.53399 min
Updates 22520, num timesteps 6756300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00006, value loss 0.10059, policy loss -0.00000, distill_loss -418.08435, time 1696.29048 min
Updates 22530, num timesteps 6759300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00022, value loss 0.11463, policy loss -0.00000, distill_loss -388.14828, time 1697.04490 min
Updates 22540, num timesteps 6762300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00011, value loss 0.38604, policy loss -0.00000, distill_loss -394.40063, time 1697.79666 min
Updates 22550, num timesteps 6765300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00004, value loss 0.13467, policy loss -0.00000, distill_loss -366.18411, time 1698.53923 min
Updates 22560, num timesteps 6768300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00007, value loss 0.12238, policy loss 0.00000, distill_loss -375.81155, time 1699.29609 min
Updates 22570, num timesteps 6771300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00012, value loss 0.19423, policy loss -0.00000, distill_loss -387.69952, time 1700.03947 min
Updates 22580, num timesteps 6774300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00010, value loss 0.50172, policy loss -0.00000, distill_loss -381.08563, time 1700.78221 min
Updates 22590, num timesteps 6777300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00006, value loss 0.10969, policy loss 0.00000, distill_loss -384.63049, time 1701.54056 min
Updates 22600, num timesteps 6780300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.00052, value loss 0.15448, policy loss -0.00000, distill_loss -357.68338, time 1702.28259 min
Updates 22610, num timesteps 6783300, FPS 66, mean/median reward -9.0/-9.0, min/max reward -9.0/-9.0, entropy 0.15658, value loss 0.98162, policy loss -0.03300, distill_loss -311.25403, time 1703.07040 min
Updates 22620, num timesteps 6786300, FPS 66, mean/median reward -8.2/-9.0, min/max reward -9.0/1.0, entropy 0.80397, value loss 3.34555, policy loss -0.42468, distill_loss -136.74803, time 1703.84896 min
Updates 22630, num timesteps 6789300, FPS 66, mean/median reward -7.4/-9.0, min/max reward -9.0/2.0, entropy 0.77153, value loss 15.31427, policy loss 0.50073, distill_loss -149.44228, time 1704.62692 min
Updates 22640, num timesteps 6792300, FPS 66, mean/median reward -2.0/-9.0, min/max reward -9.0/39.0, entropy 0.74076, value loss 4.72005, policy loss 0.23334, distill_loss -176.23425, time 1705.38162 min
Updates 22650, num timesteps 6795300, FPS 66, mean/median reward 6.5/-5.0, min/max reward -9.0/93.0, entropy 0.75093, value loss 3.23340, policy loss -0.12687, distill_loss -239.23198, time 1706.12400 min
Updates 22660, num timesteps 6798300, FPS 66, mean/median reward 9.3/-1.0, min/max reward -9.0/93.0, entropy 0.75405, value loss 2.83935, policy loss -0.07233, distill_loss -166.70552, time 1706.87180 min
Updates 22670, num timesteps 6801300, FPS 66, mean/median reward 22.6/11.0, min/max reward -9.0/227.0, entropy 0.69616, value loss 3.94193, policy loss -0.22530, distill_loss -152.89256, time 1707.63602 min
Updates 22680, num timesteps 6804300, FPS 66, mean/median reward 30.5/14.0, min/max reward -9.0/227.0, entropy 0.48571, value loss 7.11687, policy loss 0.42036, distill_loss -208.85330, time 1708.41133 min
Updates 22690, num timesteps 6807300, FPS 66, mean/median reward 37.1/14.0, min/max reward -9.0/227.0, entropy 0.41369, value loss 5.26623, policy loss 0.15450, distill_loss -225.79448, time 1709.18637 min
Updates 22700, num timesteps 6810300, FPS 66, mean/median reward 40.0/17.0, min/max reward -6.0/227.0, entropy 0.42907, value loss 22.81402, policy loss 0.65661, distill_loss -217.84196, time 1709.95624 min
Updates 22710, num timesteps 6813300, FPS 66, mean/median reward 49.1/38.0, min/max reward -6.0/227.0, entropy 0.45189, value loss 10.35162, policy loss -0.24725, distill_loss -210.57542, time 1710.75394 min
Updates 22720, num timesteps 6816300, FPS 66, mean/median reward 51.4/38.0, min/max reward -6.0/227.0, entropy 0.52803, value loss 7.47546, policy loss -0.07686, distill_loss -210.06087, time 1711.52978 min
Updates 22730, num timesteps 6819300, FPS 66, mean/median reward 56.0/41.0, min/max reward -6.0/227.0, entropy 0.53365, value loss 114.64159, policy loss 0.47650, distill_loss -177.95845, time 1712.29945 min
Updates 22740, num timesteps 6822300, FPS 66, mean/median reward 57.2/41.0, min/max reward -6.0/227.0, entropy 0.57620, value loss 13.55519, policy loss 0.34725, distill_loss -196.19968, time 1713.06273 min
Updates 22750, num timesteps 6825300, FPS 66, mean/median reward 64.1/44.0, min/max reward -6.0/227.0, entropy 0.49628, value loss 12.73054, policy loss -0.63006, distill_loss -208.00375, time 1713.80353 min
Updates 22760, num timesteps 6828300, FPS 66, mean/median reward 81.4/56.0, min/max reward -6.0/227.0, entropy 0.49159, value loss 6.91943, policy loss -0.16983, distill_loss -210.10353, time 1714.54219 min
Updates 22770, num timesteps 6831300, FPS 66, mean/median reward 90.3/74.0, min/max reward -6.0/226.0, entropy 0.51471, value loss 2.06362, policy loss -0.09196, distill_loss -224.06456, time 1715.26816 min
Updates 22780, num timesteps 6834300, FPS 66, mean/median reward 102.8/96.0, min/max reward -6.0/279.0, entropy 0.46634, value loss 11.26910, policy loss -0.02584, distill_loss -228.05682, time 1716.01553 min
Updates 22790, num timesteps 6837300, FPS 66, mean/median reward 125.3/128.0, min/max reward -6.0/301.0, entropy 0.33267, value loss 93.22559, policy loss 1.29696, distill_loss -252.23833, time 1716.78722 min
Updates 22800, num timesteps 6840300, FPS 66, mean/median reward 140.8/148.0, min/max reward 2.0/301.0, entropy 0.51132, value loss 4.45222, policy loss -0.11997, distill_loss -234.88446, time 1717.55520 min
Updates 22810, num timesteps 6843300, FPS 66, mean/median reward 155.8/162.0, min/max reward 2.0/301.0, entropy 0.42461, value loss 7.97781, policy loss -0.04016, distill_loss -253.06693, time 1718.30730 min
Updates 22820, num timesteps 6846300, FPS 66, mean/median reward 170.2/178.0, min/max reward 2.0/301.0, entropy 0.48653, value loss 7.34342, policy loss 0.30380, distill_loss -218.24181, time 1719.06171 min
Updates 22830, num timesteps 6849300, FPS 66, mean/median reward 171.8/178.0, min/max reward 2.0/301.0, entropy 0.42380, value loss 6.11608, policy loss -0.09252, distill_loss -241.92894, time 1719.80730 min
Updates 22840, num timesteps 6852300, FPS 66, mean/median reward 180.3/178.0, min/max reward 2.0/301.0, entropy 0.40028, value loss 5.44899, policy loss -0.22230, distill_loss -237.56516, time 1720.58020 min
Updates 22850, num timesteps 6855300, FPS 66, mean/median reward 184.2/179.0, min/max reward 2.0/301.0, entropy 0.35343, value loss 8.43927, policy loss 0.01069, distill_loss -244.40979, time 1721.32372 min
Updates 22860, num timesteps 6858300, FPS 66, mean/median reward 174.2/174.0, min/max reward 2.0/293.0, entropy 0.34031, value loss 76.48151, policy loss 0.31437, distill_loss -256.60403, time 1722.06313 min
Updates 22870, num timesteps 6861300, FPS 66, mean/median reward 180.5/178.0, min/max reward 64.0/293.0, entropy 0.35794, value loss 11.72089, policy loss -0.13198, distill_loss -231.49028, time 1722.81180 min
Updates 22880, num timesteps 6864300, FPS 66, mean/median reward 179.9/174.0, min/max reward 71.0/293.0, entropy 0.39804, value loss 14.45940, policy loss 0.12560, distill_loss -200.31177, time 1723.58467 min
Updates 22890, num timesteps 6867300, FPS 66, mean/median reward 175.8/174.0, min/max reward 71.0/293.0, entropy 0.34480, value loss 6.31469, policy loss 0.10873, distill_loss -218.27232, time 1724.34825 min
Updates 22900, num timesteps 6870300, FPS 66, mean/median reward 175.5/173.0, min/max reward 71.0/293.0, entropy 0.23579, value loss 12.34068, policy loss 0.07949, distill_loss -208.37018, time 1725.10527 min
Updates 22910, num timesteps 6873300, FPS 66, mean/median reward 169.9/170.0, min/max reward 16.0/293.0, entropy 0.29516, value loss 4.75119, policy loss 0.20224, distill_loss -243.21336, time 1725.86632 min
Updates 22920, num timesteps 6876300, FPS 66, mean/median reward 162.8/170.0, min/max reward 16.0/281.0, entropy 0.37960, value loss 7.42566, policy loss -0.00478, distill_loss -200.56482, time 1726.62687 min
Updates 22930, num timesteps 6879300, FPS 66, mean/median reward 161.4/165.0, min/max reward 16.0/281.0, entropy 0.46768, value loss 4.77492, policy loss 0.19520, distill_loss -203.08174, time 1727.41257 min
Updates 22940, num timesteps 6882300, FPS 66, mean/median reward 154.4/128.0, min/max reward 16.0/281.0, entropy 0.40750, value loss 13.07136, policy loss -0.15401, distill_loss -257.10745, time 1728.16463 min
Updates 22950, num timesteps 6885300, FPS 66, mean/median reward 158.4/149.0, min/max reward 16.0/281.0, entropy 0.48866, value loss 9.11671, policy loss 0.21841, distill_loss -198.46193, time 1728.91230 min
Updates 22960, num timesteps 6888300, FPS 66, mean/median reward 156.2/149.0, min/max reward 16.0/281.0, entropy 0.29435, value loss 5.24726, policy loss -0.24860, distill_loss -281.39828, time 1729.64522 min
Updates 22970, num timesteps 6891300, FPS 66, mean/median reward 155.3/149.0, min/max reward 16.0/281.0, entropy 0.46572, value loss 1.92831, policy loss -0.12491, distill_loss -202.14122, time 1730.41366 min
Updates 22980, num timesteps 6894300, FPS 66, mean/median reward 158.2/149.0, min/max reward 46.0/274.0, entropy 0.29320, value loss 8.48676, policy loss -0.22902, distill_loss -241.22339, time 1731.18088 min
Updates 22990, num timesteps 6897300, FPS 66, mean/median reward 159.5/163.0, min/max reward 46.0/267.0, entropy 0.41760, value loss 12.14344, policy loss -0.05499, distill_loss -228.89085, time 1731.93965 min
Updates 23000, num timesteps 6900300, FPS 66, mean/median reward 161.7/165.0, min/max reward 46.0/267.0, entropy 0.39838, value loss 8.07279, policy loss -0.05185, distill_loss -232.30252, time 1732.72463 min
Updates 23010, num timesteps 6903300, FPS 66, mean/median reward 161.5/163.0, min/max reward 46.0/267.0, entropy 0.39367, value loss 53.91486, policy loss 0.86492, distill_loss -261.25793, time 1733.47916 min
Updates 23020, num timesteps 6906300, FPS 66, mean/median reward 155.8/151.0, min/max reward 46.0/267.0, entropy 0.39351, value loss 13.21177, policy loss -0.18113, distill_loss -209.44923, time 1734.22584 min
Updates 23030, num timesteps 6909300, FPS 66, mean/median reward 162.6/163.0, min/max reward 108.0/267.0, entropy 0.42293, value loss 21.46284, policy loss -0.03329, distill_loss -218.65466, time 1734.97563 min
Updates 23040, num timesteps 6912300, FPS 66, mean/median reward 164.2/163.0, min/max reward 108.0/267.0, entropy 0.58862, value loss 5.50148, policy loss -0.30620, distill_loss -191.23077, time 1735.72323 min
Updates 23050, num timesteps 6915300, FPS 66, mean/median reward 169.1/163.0, min/max reward 108.0/267.0, entropy 0.53803, value loss 13.72891, policy loss 0.34507, distill_loss -171.17201, time 1736.45016 min
Updates 23060, num timesteps 6918300, FPS 66, mean/median reward 168.0/163.0, min/max reward 108.0/267.0, entropy 0.49745, value loss 5.33215, policy loss -0.10302, distill_loss -216.73743, time 1737.20026 min
Updates 23070, num timesteps 6921300, FPS 66, mean/median reward 163.3/163.0, min/max reward 108.0/260.0, entropy 0.57933, value loss 3.62241, policy loss -0.53708, distill_loss -166.47124, time 1737.93595 min
Updates 23080, num timesteps 6924300, FPS 66, mean/median reward 167.5/168.0, min/max reward 108.0/260.0, entropy 0.55352, value loss 8.53573, policy loss -0.26871, distill_loss -187.75951, time 1738.67694 min
Updates 23090, num timesteps 6927300, FPS 66, mean/median reward 167.9/168.0, min/max reward 72.0/260.0, entropy 0.37405, value loss 6.26196, policy loss 0.07681, distill_loss -213.92397, time 1739.40729 min
Updates 23100, num timesteps 6930300, FPS 66, mean/median reward 166.2/167.0, min/max reward 72.0/260.0, entropy 0.41402, value loss 6.15887, policy loss -0.26162, distill_loss -223.38945, time 1740.18877 min
Updates 23110, num timesteps 6933300, FPS 66, mean/median reward 173.4/176.0, min/max reward 72.0/306.0, entropy 0.30558, value loss 13.68485, policy loss -0.10353, distill_loss -200.98633, time 1740.92315 min
Updates 23120, num timesteps 6936300, FPS 66, mean/median reward 175.8/176.0, min/max reward 72.0/306.0, entropy 0.31224, value loss 6.03988, policy loss -0.02240, distill_loss -206.00960, time 1741.67273 min
Updates 23130, num timesteps 6939300, FPS 66, mean/median reward 165.6/168.0, min/max reward 71.0/306.0, entropy 0.37542, value loss 8.34417, policy loss -0.11058, distill_loss -215.20494, time 1742.43104 min
Updates 23140, num timesteps 6942300, FPS 66, mean/median reward 159.4/167.0, min/max reward 71.0/306.0, entropy 0.39150, value loss 5.61030, policy loss 0.07679, distill_loss -198.61545, time 1743.17525 min
Updates 23150, num timesteps 6945300, FPS 66, mean/median reward 162.1/167.0, min/max reward 71.0/306.0, entropy 0.35966, value loss 6.13940, policy loss -0.02588, distill_loss -202.25989, time 1743.94892 min
Updates 23160, num timesteps 6948300, FPS 66, mean/median reward 161.0/167.0, min/max reward 71.0/306.0, entropy 0.39198, value loss 13.39828, policy loss -0.05911, distill_loss -240.83867, time 1744.68784 min
Updates 23170, num timesteps 6951300, FPS 66, mean/median reward 168.1/170.0, min/max reward 71.0/306.0, entropy 0.38110, value loss 3.32124, policy loss -0.17349, distill_loss -213.22554, time 1745.43441 min
Updates 23180, num timesteps 6954300, FPS 66, mean/median reward 168.1/170.0, min/max reward 71.0/306.0, entropy 0.43213, value loss 13.37558, policy loss -0.11107, distill_loss -226.26025, time 1746.20902 min
Updates 23190, num timesteps 6957300, FPS 66, mean/median reward 168.6/170.0, min/max reward 71.0/316.0, entropy 0.56170, value loss 4.10330, policy loss -0.17968, distill_loss -206.89455, time 1746.94080 min
Updates 23200, num timesteps 6960300, FPS 66, mean/median reward 159.8/152.0, min/max reward 71.0/316.0, entropy 0.37234, value loss 2.87209, policy loss 0.03639, distill_loss -209.97296, time 1747.72878 min
Updates 23210, num timesteps 6963300, FPS 66, mean/median reward 163.5/156.0, min/max reward 71.0/316.0, entropy 0.48354, value loss 5.55588, policy loss -0.11721, distill_loss -216.86052, time 1748.52528 min
Updates 23220, num timesteps 6966300, FPS 66, mean/median reward 164.5/156.0, min/max reward 71.0/316.0, entropy 0.38834, value loss 45.55576, policy loss 0.22823, distill_loss -236.72859, time 1749.31056 min
Updates 23230, num timesteps 6969300, FPS 66, mean/median reward 160.2/152.0, min/max reward 71.0/316.0, entropy 0.40993, value loss 25.97036, policy loss 0.25365, distill_loss -259.82831, time 1750.03616 min
Updates 23240, num timesteps 6972300, FPS 66, mean/median reward 153.1/140.0, min/max reward 71.0/316.0, entropy 0.44253, value loss 3.87453, policy loss -0.18794, distill_loss -225.58995, time 1750.78036 min
Updates 23250, num timesteps 6975300, FPS 66, mean/median reward 147.9/140.0, min/max reward 71.0/316.0, entropy 0.35698, value loss 7.48759, policy loss 0.04972, distill_loss -236.02005, time 1751.52738 min
Updates 23260, num timesteps 6978300, FPS 66, mean/median reward 147.9/140.0, min/max reward 71.0/316.0, entropy 0.46182, value loss 4.63884, policy loss 0.01141, distill_loss -248.60060, time 1752.29953 min
Updates 23270, num timesteps 6981300, FPS 66, mean/median reward 151.5/140.0, min/max reward 71.0/316.0, entropy 0.51309, value loss 10.20473, policy loss 0.16202, distill_loss -241.18419, time 1753.05789 min
Updates 23280, num timesteps 6984300, FPS 66, mean/median reward 153.8/142.0, min/max reward 94.0/289.0, entropy 0.62416, value loss 7.50517, policy loss 0.00074, distill_loss -175.48557, time 1753.81021 min
Updates 23290, num timesteps 6987300, FPS 66, mean/median reward 156.0/148.0, min/max reward 99.0/289.0, entropy 0.54744, value loss 4.02491, policy loss -0.14781, distill_loss -208.54472, time 1754.54753 min
Updates 23300, num timesteps 6990300, FPS 66, mean/median reward 154.6/142.0, min/max reward 99.0/289.0, entropy 0.61834, value loss 2.98744, policy loss 0.35532, distill_loss -210.31374, time 1755.31479 min
