Algo: i2aEnvironment: HuntMiniPacmanNoFrameskip-v0
Updates 0, num timesteps 2560, FPS 522, mean/median reward -12.2/-20.0, min/max reward -40.0/0.0, entropy 1.60944, value loss 122.28074, policy loss -9.80785, distill_loss -0.00014, time 0.08172 min
Updates 28180, num timesteps 72143360, FPS 793, mean/median reward 2.3/2.0, min/max reward -20.0/24.0, entropy 1.15909, value loss 0.00921, policy loss 0.00228, distill_loss -3.09959, time 1514.66375 min
Updates 28190, num timesteps 72168960, FPS 793, mean/median reward 1.6/2.0, min/max reward -20.0/14.0, entropy 1.10314, value loss 0.00591, policy loss 0.01677, distill_loss -3.61910, time 1515.18923 min
Updates 28200, num timesteps 72194560, FPS 793, mean/median reward 1.4/2.0, min/max reward -20.0/14.0, entropy 1.02913, value loss 0.95410, policy loss -0.00550, distill_loss -3.59169, time 1515.78001 min
Updates 28210, num timesteps 72220160, FPS 793, mean/median reward 0.5/2.0, min/max reward -20.0/14.0, entropy 1.10616, value loss 0.23462, policy loss 0.01388, distill_loss -3.56353, time 1516.30395 min
Updates 28220, num timesteps 72245760, FPS 793, mean/median reward 0.0/2.0, min/max reward -20.0/14.0, entropy 1.14437, value loss 0.00348, policy loss -0.00616, distill_loss -3.29798, time 1516.83129 min
Updates 28230, num timesteps 72271360, FPS 793, mean/median reward -0.5/2.0, min/max reward -20.0/14.0, entropy 1.08532, value loss 0.01879, policy loss 0.02855, distill_loss -3.64810, time 1517.35391 min
Updates 28240, num timesteps 72296960, FPS 793, mean/median reward -0.8/2.0, min/max reward -20.0/14.0, entropy 1.06950, value loss 0.02777, policy loss 0.02029, distill_loss -3.53739, time 1517.88129 min
Updates 28250, num timesteps 72322560, FPS 793, mean/median reward -0.6/2.0, min/max reward -20.0/14.0, entropy 1.13166, value loss 0.35450, policy loss 0.03269, distill_loss -3.69249, time 1518.43442 min
Updates 28260, num timesteps 72348160, FPS 793, mean/median reward -1.0/2.0, min/max reward -20.0/14.0, entropy 1.04832, value loss 0.00517, policy loss 0.00099, distill_loss -3.45053, time 1519.02624 min
Updates 28270, num timesteps 72373760, FPS 793, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.05907, value loss 0.01729, policy loss 0.01058, distill_loss -3.86349, time 1519.55038 min
Updates 28280, num timesteps 72399360, FPS 793, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.07960, value loss 0.02870, policy loss 0.01760, distill_loss -3.69935, time 1520.07777 min
Updates 28290, num timesteps 72424960, FPS 793, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.12442, value loss 0.24267, policy loss 0.04349, distill_loss -3.68147, time 1520.60213 min
Updates 28300, num timesteps 72450560, FPS 793, mean/median reward -1.3/2.0, min/max reward -20.0/14.0, entropy 1.09818, value loss 0.00487, policy loss 0.00162, distill_loss -3.55956, time 1521.12903 min
Updates 28310, num timesteps 72476160, FPS 793, mean/median reward -1.1/2.0, min/max reward -20.0/14.0, entropy 1.10380, value loss 0.35573, policy loss -0.05644, distill_loss -3.90587, time 1521.65258 min
Updates 28320, num timesteps 72501760, FPS 793, mean/median reward -1.6/2.0, min/max reward -20.0/14.0, entropy 1.04775, value loss 1.99791, policy loss -0.07656, distill_loss -4.14249, time 1522.17758 min
Updates 28330, num timesteps 72527360, FPS 793, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.06706, value loss 0.00723, policy loss 0.00557, distill_loss -3.83213, time 1522.70442 min
Updates 28340, num timesteps 72552960, FPS 793, mean/median reward -1.8/2.0, min/max reward -20.0/14.0, entropy 1.06968, value loss 2.14112, policy loss -0.14383, distill_loss -3.68827, time 1523.23151 min
Updates 28350, num timesteps 72578560, FPS 793, mean/median reward -1.8/2.0, min/max reward -20.0/14.0, entropy 1.07745, value loss 0.01076, policy loss -0.00671, distill_loss -3.59955, time 1523.75533 min
Updates 28360, num timesteps 72604160, FPS 793, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.07667, value loss 0.02660, policy loss -0.00179, distill_loss -3.84336, time 1524.33467 min
Updates 28370, num timesteps 72629760, FPS 793, mean/median reward -1.0/2.0, min/max reward -20.0/14.0, entropy 1.06034, value loss 0.06148, policy loss 0.00767, distill_loss -3.99743, time 1524.86649 min
Updates 28380, num timesteps 72655360, FPS 793, mean/median reward -0.4/2.0, min/max reward -20.0/14.0, entropy 1.06791, value loss 0.55471, policy loss 0.04650, distill_loss -3.65378, time 1525.49734 min
Updates 28390, num timesteps 72680960, FPS 793, mean/median reward -1.0/2.0, min/max reward -20.0/14.0, entropy 1.09115, value loss 0.29858, policy loss 0.04874, distill_loss -3.16822, time 1526.19093 min
Updates 28400, num timesteps 72706560, FPS 793, mean/median reward -1.3/2.0, min/max reward -20.0/14.0, entropy 1.03915, value loss 1.94844, policy loss -0.17626, distill_loss -3.57953, time 1526.74657 min
Updates 28410, num timesteps 72732160, FPS 793, mean/median reward -0.7/2.0, min/max reward -20.0/14.0, entropy 1.03340, value loss 0.05222, policy loss 0.01366, distill_loss -4.10386, time 1527.27267 min
Updates 28420, num timesteps 72757760, FPS 793, mean/median reward -0.5/2.0, min/max reward -20.0/14.0, entropy 1.06662, value loss 0.77661, policy loss -0.06059, distill_loss -3.82363, time 1527.84718 min
Updates 28430, num timesteps 72783360, FPS 793, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.05929, value loss 0.92908, policy loss 0.07141, distill_loss -3.79168, time 1528.55865 min
Updates 28440, num timesteps 72808960, FPS 793, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.04693, value loss 0.07636, policy loss -0.00180, distill_loss -3.68240, time 1529.15722 min
Updates 28450, num timesteps 72834560, FPS 793, mean/median reward 0.2/2.0, min/max reward -20.0/14.0, entropy 1.10540, value loss 0.01537, policy loss 0.00076, distill_loss -3.43055, time 1529.68610 min
Updates 28460, num timesteps 72860160, FPS 793, mean/median reward 0.3/2.0, min/max reward -20.0/14.0, entropy 1.01943, value loss 0.11960, policy loss 0.01275, distill_loss -3.78962, time 1530.21211 min
Updates 28470, num timesteps 72885760, FPS 793, mean/median reward 0.7/2.0, min/max reward -20.0/14.0, entropy 1.05079, value loss 0.38262, policy loss -0.03386, distill_loss -3.93640, time 1530.73831 min
Updates 28480, num timesteps 72911360, FPS 793, mean/median reward 0.5/2.0, min/max reward -20.0/14.0, entropy 1.11268, value loss 0.04791, policy loss -0.02761, distill_loss -3.34309, time 1531.26645 min
Updates 28490, num timesteps 72936960, FPS 793, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.08160, value loss 0.46201, policy loss 0.04221, distill_loss -3.57933, time 1531.78752 min
Updates 28500, num timesteps 72962560, FPS 793, mean/median reward 0.9/2.0, min/max reward -20.0/14.0, entropy 1.04500, value loss 0.60707, policy loss 0.06258, distill_loss -3.64882, time 1532.31387 min
Updates 28510, num timesteps 72988160, FPS 793, mean/median reward 0.6/2.0, min/max reward -20.0/14.0, entropy 1.08150, value loss 2.36522, policy loss -0.22530, distill_loss -3.39080, time 1532.83868 min
Updates 28520, num timesteps 73013760, FPS 793, mean/median reward 0.5/2.0, min/max reward -20.0/14.0, entropy 1.08504, value loss 0.05823, policy loss -0.00002, distill_loss -3.22348, time 1533.36653 min
Updates 28530, num timesteps 73039360, FPS 793, mean/median reward 0.2/2.0, min/max reward -20.0/14.0, entropy 1.07022, value loss 1.57163, policy loss -0.14246, distill_loss -2.90395, time 1533.89406 min
Updates 28540, num timesteps 73064960, FPS 793, mean/median reward 1.1/2.0, min/max reward -20.0/14.0, entropy 1.04586, value loss 0.09694, policy loss -0.02433, distill_loss -3.48700, time 1534.42032 min
Updates 28550, num timesteps 73090560, FPS 793, mean/median reward 1.8/2.0, min/max reward -20.0/14.0, entropy 1.04246, value loss 0.59184, policy loss -0.01573, distill_loss -3.22214, time 1534.94677 min
Updates 28560, num timesteps 73116160, FPS 793, mean/median reward 2.0/2.0, min/max reward -20.0/26.0, entropy 1.03556, value loss 0.01827, policy loss 0.01424, distill_loss -3.40609, time 1535.47279 min
Updates 28570, num timesteps 73141760, FPS 793, mean/median reward 2.6/2.0, min/max reward -20.0/26.0, entropy 1.08858, value loss 0.01858, policy loss 0.01198, distill_loss -3.32425, time 1536.00111 min
Updates 28580, num timesteps 73167360, FPS 793, mean/median reward 2.2/2.0, min/max reward -20.0/26.0, entropy 1.08742, value loss 0.20975, policy loss -0.01839, distill_loss -3.37481, time 1536.53090 min
Updates 28590, num timesteps 73192960, FPS 793, mean/median reward 2.1/2.0, min/max reward -20.0/26.0, entropy 1.04623, value loss 0.02817, policy loss 0.00725, distill_loss -3.30065, time 1537.06219 min
Updates 28600, num timesteps 73218560, FPS 793, mean/median reward 1.2/2.0, min/max reward -20.0/26.0, entropy 1.10224, value loss 2.41043, policy loss -0.21628, distill_loss -3.39086, time 1537.59094 min
Updates 28610, num timesteps 73244160, FPS 793, mean/median reward 1.4/2.0, min/max reward -20.0/26.0, entropy 1.05838, value loss 0.01195, policy loss 0.00533, distill_loss -3.41024, time 1538.11552 min
Updates 28620, num timesteps 73269760, FPS 793, mean/median reward 1.6/2.0, min/max reward -20.0/26.0, entropy 1.09055, value loss 0.53587, policy loss 0.05066, distill_loss -3.46695, time 1538.64192 min
Updates 28630, num timesteps 73295360, FPS 793, mean/median reward 2.1/2.0, min/max reward -20.0/26.0, entropy 1.09090, value loss 0.01750, policy loss 0.00162, distill_loss -3.10076, time 1539.16861 min
Updates 28640, num timesteps 73320960, FPS 793, mean/median reward 1.2/2.0, min/max reward -20.0/26.0, entropy 1.06118, value loss 0.00587, policy loss -0.00344, distill_loss -3.63530, time 1539.69718 min
Updates 28650, num timesteps 73346560, FPS 793, mean/median reward 0.8/2.0, min/max reward -20.0/26.0, entropy 1.07926, value loss 0.04498, policy loss 0.01956, distill_loss -3.76009, time 1540.22276 min
Updates 28660, num timesteps 73372160, FPS 793, mean/median reward 0.9/2.0, min/max reward -20.0/26.0, entropy 1.07760, value loss 0.00824, policy loss -0.01502, distill_loss -3.41323, time 1540.75036 min
Updates 28670, num timesteps 73397760, FPS 793, mean/median reward 0.6/2.0, min/max reward -20.0/26.0, entropy 1.02768, value loss 0.01030, policy loss 0.01346, distill_loss -3.50564, time 1541.27779 min
Updates 28680, num timesteps 73423360, FPS 793, mean/median reward 0.9/2.0, min/max reward -20.0/26.0, entropy 1.03589, value loss 0.02161, policy loss -0.00236, distill_loss -3.67566, time 1541.80221 min
Updates 28690, num timesteps 73448960, FPS 793, mean/median reward 0.9/2.0, min/max reward -20.0/26.0, entropy 1.08402, value loss 0.02522, policy loss -0.00590, distill_loss -3.42936, time 1542.36998 min
Updates 28700, num timesteps 73474560, FPS 793, mean/median reward 1.0/2.0, min/max reward -20.0/26.0, entropy 1.10161, value loss 0.72294, policy loss 0.07274, distill_loss -3.39435, time 1542.89895 min
Updates 28710, num timesteps 73500160, FPS 793, mean/median reward -0.4/2.0, min/max reward -20.0/14.0, entropy 1.04736, value loss 0.02798, policy loss 0.00818, distill_loss -3.37080, time 1543.42486 min
Updates 28720, num timesteps 73525760, FPS 793, mean/median reward -0.2/2.0, min/max reward -20.0/14.0, entropy 1.05937, value loss 0.13646, policy loss 0.01123, distill_loss -3.62740, time 1543.94999 min
Updates 28730, num timesteps 73551360, FPS 793, mean/median reward -0.3/2.0, min/max reward -20.0/14.0, entropy 1.08337, value loss 1.44626, policy loss -0.07377, distill_loss -3.13020, time 1544.47923 min
Updates 28740, num timesteps 73576960, FPS 793, mean/median reward -0.2/2.0, min/max reward -20.0/14.0, entropy 1.07944, value loss 0.21322, policy loss 0.00747, distill_loss -3.63196, time 1545.00973 min
Updates 28750, num timesteps 73602560, FPS 793, mean/median reward 0.6/2.0, min/max reward -20.0/14.0, entropy 1.04489, value loss 1.87450, policy loss -0.15530, distill_loss -3.82384, time 1545.53484 min
Updates 28760, num timesteps 73628160, FPS 793, mean/median reward -0.2/2.0, min/max reward -20.0/14.0, entropy 1.08607, value loss 0.64557, policy loss 0.08951, distill_loss -3.54025, time 1546.06188 min
Updates 28770, num timesteps 73653760, FPS 793, mean/median reward -0.2/2.0, min/max reward -20.0/14.0, entropy 1.10486, value loss 0.02752, policy loss -0.00180, distill_loss -3.50380, time 1546.58887 min
Updates 28780, num timesteps 73679360, FPS 793, mean/median reward -0.2/2.0, min/max reward -20.0/14.0, entropy 1.05774, value loss 0.00672, policy loss 0.00200, distill_loss -3.52879, time 1547.11356 min
Updates 28790, num timesteps 73704960, FPS 793, mean/median reward 0.7/2.0, min/max reward -20.0/14.0, entropy 1.06667, value loss 0.66812, policy loss -0.06938, distill_loss -3.95782, time 1547.63807 min
Updates 28800, num timesteps 73730560, FPS 793, mean/median reward 0.3/2.0, min/max reward -20.0/14.0, entropy 1.04958, value loss 0.44990, policy loss 0.02025, distill_loss -3.76192, time 1548.17303 min
Updates 28810, num timesteps 73756160, FPS 793, mean/median reward -0.0/2.0, min/max reward -20.0/35.0, entropy 1.07457, value loss 3.13326, policy loss -0.24031, distill_loss -3.82017, time 1548.70143 min
Updates 28820, num timesteps 73781760, FPS 793, mean/median reward 0.2/2.0, min/max reward -20.0/35.0, entropy 1.10841, value loss 0.00882, policy loss 0.00170, distill_loss -3.85808, time 1549.22607 min
Updates 28830, num timesteps 73807360, FPS 793, mean/median reward -0.3/2.0, min/max reward -20.0/14.0, entropy 1.10178, value loss 0.00897, policy loss 0.01506, distill_loss -3.85034, time 1549.75525 min
Updates 28840, num timesteps 73832960, FPS 793, mean/median reward -0.2/2.0, min/max reward -20.0/14.0, entropy 1.09437, value loss 0.03655, policy loss -0.01016, distill_loss -3.99119, time 1550.28140 min
Updates 28850, num timesteps 73858560, FPS 793, mean/median reward -0.6/2.0, min/max reward -20.0/14.0, entropy 1.09573, value loss 0.40600, policy loss 0.03404, distill_loss -3.99052, time 1550.81017 min
Updates 28860, num timesteps 73884160, FPS 793, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.10175, value loss 0.02275, policy loss -0.02912, distill_loss -3.71307, time 1551.33809 min
Updates 28870, num timesteps 73909760, FPS 793, mean/median reward 0.6/2.0, min/max reward -20.0/14.0, entropy 1.11724, value loss 0.26839, policy loss 0.02534, distill_loss -3.75288, time 1551.86670 min
Updates 28880, num timesteps 73935360, FPS 793, mean/median reward 0.5/2.0, min/max reward -20.0/14.0, entropy 1.07590, value loss 0.57849, policy loss 0.01566, distill_loss -3.80150, time 1552.39435 min
Updates 28890, num timesteps 73960960, FPS 793, mean/median reward 0.6/2.0, min/max reward -20.0/14.0, entropy 1.07640, value loss 0.69798, policy loss 0.06235, distill_loss -3.73718, time 1552.92035 min
Updates 28900, num timesteps 73986560, FPS 793, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.12289, value loss 0.00550, policy loss -0.00673, distill_loss -3.51109, time 1553.48574 min
Updates 28910, num timesteps 74012160, FPS 793, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.11008, value loss 0.01934, policy loss 0.01242, distill_loss -3.95199, time 1554.01632 min
Updates 28920, num timesteps 74037760, FPS 793, mean/median reward 0.1/2.0, min/max reward -20.0/14.0, entropy 1.04352, value loss 3.48518, policy loss -0.16364, distill_loss -3.83525, time 1554.54516 min
Updates 28930, num timesteps 74063360, FPS 793, mean/median reward -0.2/2.0, min/max reward -20.0/14.0, entropy 1.09912, value loss 0.06511, policy loss 0.01781, distill_loss -4.08551, time 1555.07226 min
Updates 28940, num timesteps 74088960, FPS 793, mean/median reward -0.1/2.0, min/max reward -20.0/14.0, entropy 1.06550, value loss 2.05619, policy loss -0.16102, distill_loss -3.94333, time 1555.60057 min
Updates 28950, num timesteps 74114560, FPS 793, mean/median reward 0.2/2.0, min/max reward -20.0/14.0, entropy 1.10976, value loss 0.20342, policy loss 0.02319, distill_loss -3.66948, time 1556.12841 min
Updates 28960, num timesteps 74140160, FPS 793, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.08229, value loss 0.03109, policy loss 0.01242, distill_loss -3.42414, time 1556.70832 min
Updates 28970, num timesteps 74165760, FPS 793, mean/median reward 0.5/2.0, min/max reward -20.0/14.0, entropy 1.07985, value loss 0.54777, policy loss 0.04846, distill_loss -3.47066, time 1557.23442 min
Updates 28980, num timesteps 74191360, FPS 793, mean/median reward 0.1/2.0, min/max reward -20.0/14.0, entropy 1.08509, value loss 0.01729, policy loss 0.01249, distill_loss -3.43902, time 1557.76183 min
Updates 28990, num timesteps 74216960, FPS 793, mean/median reward -0.0/2.0, min/max reward -20.0/14.0, entropy 1.07690, value loss 0.01171, policy loss 0.01848, distill_loss -3.41449, time 1558.28576 min
Updates 29000, num timesteps 74242560, FPS 793, mean/median reward 0.3/2.0, min/max reward -20.0/14.0, entropy 1.09154, value loss 0.01392, policy loss 0.02402, distill_loss -3.22045, time 1558.81413 min
Updates 29010, num timesteps 74268160, FPS 793, mean/median reward 0.3/2.0, min/max reward -20.0/14.0, entropy 1.07540, value loss 0.00747, policy loss -0.00459, distill_loss -3.37707, time 1559.34119 min
Updates 29020, num timesteps 74293760, FPS 793, mean/median reward 0.2/2.0, min/max reward -20.0/14.0, entropy 1.11962, value loss 0.00974, policy loss 0.01088, distill_loss -3.08462, time 1559.86816 min
Updates 29030, num timesteps 74319360, FPS 793, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.11026, value loss 0.09674, policy loss 0.02374, distill_loss -2.87791, time 1560.39730 min
Updates 29040, num timesteps 74344960, FPS 793, mean/median reward 0.2/2.0, min/max reward -20.0/14.0, entropy 1.10533, value loss 0.01010, policy loss -0.00037, distill_loss -3.14827, time 1560.92350 min
Updates 29050, num timesteps 74370560, FPS 793, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.08973, value loss 0.00607, policy loss -0.00340, distill_loss -3.49643, time 1561.44858 min
Updates 29060, num timesteps 74396160, FPS 793, mean/median reward 1.0/2.0, min/max reward -20.0/14.0, entropy 1.09106, value loss 0.02524, policy loss -0.00290, distill_loss -3.25189, time 1561.97598 min
Updates 29070, num timesteps 74421760, FPS 793, mean/median reward 1.6/2.0, min/max reward -20.0/14.0, entropy 1.11990, value loss 0.02495, policy loss 0.00020, distill_loss -3.20274, time 1562.50554 min
Updates 29080, num timesteps 74447360, FPS 793, mean/median reward 1.3/2.0, min/max reward -20.0/14.0, entropy 1.16259, value loss 0.02182, policy loss 0.01305, distill_loss -3.40717, time 1563.03123 min
Updates 29090, num timesteps 74472960, FPS 793, mean/median reward 1.3/2.0, min/max reward -20.0/14.0, entropy 1.06587, value loss 0.02011, policy loss -0.00093, distill_loss -3.44047, time 1563.55904 min
Updates 29100, num timesteps 74498560, FPS 793, mean/median reward 1.8/2.0, min/max reward -20.0/14.0, entropy 1.10761, value loss 0.05497, policy loss 0.00256, distill_loss -3.01370, time 1564.08845 min
Updates 29110, num timesteps 74524160, FPS 793, mean/median reward 1.8/2.0, min/max reward -20.0/14.0, entropy 1.10121, value loss 2.39459, policy loss -0.16699, distill_loss -3.14865, time 1564.61211 min
Updates 29120, num timesteps 74549760, FPS 793, mean/median reward 1.8/2.0, min/max reward -20.0/14.0, entropy 1.05542, value loss 0.06628, policy loss 0.00048, distill_loss -3.43895, time 1565.13679 min
Updates 29130, num timesteps 74575360, FPS 793, mean/median reward 1.6/2.0, min/max reward -20.0/14.0, entropy 1.06715, value loss 0.16648, policy loss -0.02635, distill_loss -3.35559, time 1565.67194 min
Updates 29140, num timesteps 74600960, FPS 793, mean/median reward 1.4/2.0, min/max reward -20.0/14.0, entropy 1.04439, value loss 2.24115, policy loss -0.09965, distill_loss -3.24355, time 1566.20072 min
Updates 29150, num timesteps 74626560, FPS 793, mean/median reward 0.9/2.0, min/max reward -20.0/14.0, entropy 1.08659, value loss 0.43511, policy loss 0.03123, distill_loss -3.32007, time 1566.72592 min
Updates 29160, num timesteps 74652160, FPS 793, mean/median reward 0.6/2.0, min/max reward -20.0/14.0, entropy 1.07630, value loss 0.00834, policy loss -0.00808, distill_loss -3.40895, time 1567.25351 min
Updates 29170, num timesteps 74677760, FPS 793, mean/median reward 0.7/2.0, min/max reward -20.0/14.0, entropy 1.08700, value loss 0.01021, policy loss -0.00837, distill_loss -3.22106, time 1567.78038 min
Updates 29180, num timesteps 74703360, FPS 793, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.07296, value loss 0.00977, policy loss -0.00402, distill_loss -3.40343, time 1568.31909 min
Updates 29190, num timesteps 74728960, FPS 793, mean/median reward 0.1/2.0, min/max reward -20.0/14.0, entropy 1.04970, value loss 0.03583, policy loss 0.03298, distill_loss -3.38390, time 1568.84359 min
Updates 29200, num timesteps 74754560, FPS 793, mean/median reward -0.0/2.0, min/max reward -20.0/14.0, entropy 1.07072, value loss 0.00529, policy loss -0.00330, distill_loss -3.32895, time 1569.42390 min
Updates 29210, num timesteps 74780160, FPS 793, mean/median reward -0.6/2.0, min/max reward -20.0/14.0, entropy 1.09261, value loss 0.22755, policy loss 0.03826, distill_loss -3.60037, time 1569.95403 min
Updates 29220, num timesteps 74805760, FPS 793, mean/median reward -0.2/2.0, min/max reward -20.0/14.0, entropy 1.11400, value loss 0.62963, policy loss 0.05390, distill_loss -2.98843, time 1570.48378 min
Updates 29230, num timesteps 74831360, FPS 793, mean/median reward -0.6/2.0, min/max reward -20.0/14.0, entropy 1.17616, value loss 0.02405, policy loss 0.00876, distill_loss -3.37967, time 1571.01534 min
Updates 29240, num timesteps 74856960, FPS 793, mean/median reward -0.4/2.0, min/max reward -20.0/14.0, entropy 1.10720, value loss 0.01248, policy loss 0.01052, distill_loss -3.36597, time 1571.54103 min
Updates 29250, num timesteps 74882560, FPS 793, mean/median reward -1.1/2.0, min/max reward -20.0/14.0, entropy 1.05795, value loss 1.83001, policy loss -0.11007, distill_loss -3.63808, time 1572.07186 min
Updates 29260, num timesteps 74908160, FPS 793, mean/median reward -1.5/2.0, min/max reward -20.0/14.0, entropy 1.08710, value loss 0.52566, policy loss 0.06082, distill_loss -3.63838, time 1572.59926 min
Updates 29270, num timesteps 74933760, FPS 793, mean/median reward -1.4/2.0, min/max reward -20.0/14.0, entropy 1.09774, value loss 0.00766, policy loss 0.00293, distill_loss -3.54057, time 1573.12600 min
Updates 29280, num timesteps 74959360, FPS 793, mean/median reward -1.0/2.0, min/max reward -20.0/14.0, entropy 1.07523, value loss 0.00432, policy loss 0.00018, distill_loss -3.89197, time 1573.65037 min
Updates 29290, num timesteps 74984960, FPS 793, mean/median reward -0.6/2.0, min/max reward -20.0/14.0, entropy 1.10136, value loss 0.00659, policy loss 0.00677, distill_loss -3.65829, time 1574.19265 min
Updates 29300, num timesteps 75010560, FPS 793, mean/median reward -0.2/2.0, min/max reward -20.0/14.0, entropy 1.05647, value loss 0.01354, policy loss 0.00963, distill_loss -3.74181, time 1574.72140 min
Updates 29310, num timesteps 75036160, FPS 793, mean/median reward -0.0/2.0, min/max reward -20.0/14.0, entropy 1.08363, value loss 0.00584, policy loss -0.00570, distill_loss -3.91079, time 1575.25280 min
Updates 29320, num timesteps 75061760, FPS 793, mean/median reward -0.4/2.0, min/max reward -20.0/14.0, entropy 1.06065, value loss 0.01037, policy loss 0.01493, distill_loss -3.70354, time 1575.78265 min
Updates 29330, num timesteps 75087360, FPS 793, mean/median reward -0.1/2.0, min/max reward -20.0/14.0, entropy 1.08645, value loss 0.00669, policy loss -0.00196, distill_loss -3.49696, time 1576.31432 min
Updates 29340, num timesteps 75112960, FPS 793, mean/median reward 0.0/2.0, min/max reward -20.0/14.0, entropy 1.08487, value loss 0.12379, policy loss 0.00211, distill_loss -3.47341, time 1576.84107 min
Updates 29350, num timesteps 75138560, FPS 793, mean/median reward -0.1/2.0, min/max reward -20.0/14.0, entropy 1.09412, value loss 0.00684, policy loss 0.00170, distill_loss -3.30833, time 1577.36828 min
Updates 29360, num timesteps 75164160, FPS 793, mean/median reward 0.2/2.0, min/max reward -20.0/14.0, entropy 1.10953, value loss 0.67836, policy loss 0.05827, distill_loss -3.19151, time 1577.89502 min
Updates 29370, num timesteps 75189760, FPS 793, mean/median reward 0.1/2.0, min/max reward -20.0/14.0, entropy 1.11974, value loss 0.25505, policy loss -0.04749, distill_loss -3.22209, time 1578.42508 min
Updates 29380, num timesteps 75215360, FPS 793, mean/median reward 0.3/2.0, min/max reward -20.0/14.0, entropy 1.10820, value loss 0.00989, policy loss 0.00198, distill_loss -3.23084, time 1578.95246 min
Updates 29390, num timesteps 75240960, FPS 793, mean/median reward 0.3/2.0, min/max reward -20.0/14.0, entropy 1.09097, value loss 0.00517, policy loss -0.00381, distill_loss -3.52602, time 1579.48340 min
Updates 29400, num timesteps 75266560, FPS 793, mean/median reward 0.2/2.0, min/max reward -20.0/14.0, entropy 1.08397, value loss 0.02359, policy loss 0.00462, distill_loss -3.32229, time 1580.05253 min
Updates 29410, num timesteps 75292160, FPS 793, mean/median reward 0.3/2.0, min/max reward -20.0/14.0, entropy 1.06635, value loss 0.03130, policy loss -0.00724, distill_loss -3.89816, time 1580.58052 min
Updates 29420, num timesteps 75317760, FPS 793, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.11804, value loss 0.31987, policy loss 0.01796, distill_loss -3.48803, time 1581.11141 min
Updates 29430, num timesteps 75343360, FPS 793, mean/median reward 0.1/2.0, min/max reward -20.0/14.0, entropy 1.09000, value loss 0.02607, policy loss 0.00040, distill_loss -3.97005, time 1581.64062 min
Updates 29440, num timesteps 75368960, FPS 793, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.02900, value loss 0.07897, policy loss 0.03066, distill_loss -4.10788, time 1582.16782 min
Updates 29450, num timesteps 75394560, FPS 793, mean/median reward 0.3/2.0, min/max reward -20.0/14.0, entropy 1.08752, value loss 0.00915, policy loss 0.00435, distill_loss -3.81495, time 1582.69522 min
Updates 29460, num timesteps 75420160, FPS 793, mean/median reward 0.3/2.0, min/max reward -20.0/14.0, entropy 1.06570, value loss 0.01680, policy loss -0.02036, distill_loss -3.56959, time 1583.24542 min
Updates 29470, num timesteps 75445760, FPS 793, mean/median reward 0.0/2.0, min/max reward -20.0/14.0, entropy 1.07541, value loss 0.02966, policy loss 0.01678, distill_loss -3.51604, time 1583.77469 min
Updates 29480, num timesteps 75471360, FPS 793, mean/median reward 0.0/2.0, min/max reward -20.0/14.0, entropy 1.09713, value loss 0.00749, policy loss -0.00620, distill_loss -3.59563, time 1584.30279 min
Updates 29490, num timesteps 75496960, FPS 793, mean/median reward 0.2/2.0, min/max reward -20.0/14.0, entropy 1.09104, value loss 1.54009, policy loss -0.12477, distill_loss -3.67556, time 1584.83207 min
Updates 29500, num timesteps 75522560, FPS 793, mean/median reward 0.5/2.0, min/max reward -20.0/14.0, entropy 1.05538, value loss 0.52725, policy loss 0.03510, distill_loss -3.64051, time 1585.35761 min
Updates 29510, num timesteps 75548160, FPS 793, mean/median reward 0.8/2.0, min/max reward -20.0/14.0, entropy 1.09529, value loss 0.00562, policy loss 0.00274, distill_loss -3.17475, time 1585.88336 min
Updates 29520, num timesteps 75573760, FPS 793, mean/median reward 0.5/2.0, min/max reward -20.0/14.0, entropy 1.06182, value loss 0.01525, policy loss 0.00951, distill_loss -3.40338, time 1586.43147 min
Updates 29530, num timesteps 75599360, FPS 793, mean/median reward 0.3/2.0, min/max reward -20.0/14.0, entropy 1.04669, value loss 0.29008, policy loss 0.02981, distill_loss -3.71965, time 1586.95793 min
Updates 29540, num timesteps 75624960, FPS 793, mean/median reward 0.4/2.0, min/max reward -20.0/14.0, entropy 1.07224, value loss 0.27298, policy loss 0.03896, distill_loss -3.53371, time 1587.48468 min
