command line args: main.py --algo i2a --env MsPacmanNoFrameskip-v0 --num-processes 64 --port 5555 --log-dir /tmp/gym/MsPacman_sSSM --num-steps 10 --entropy-coef 0.01 --distill-coef 10 --num-stack 4 --num-frames 300000000 --train-on-200x160-pixel --latent-space-model sSSM
Updates 0, num timesteps 640, FPS 30, mean/median reward 0.0/0.0, min/max reward 0.0/0.0, entropy 2.19722, value loss 0.00444, policy loss 0.01705, distill_loss 0.00080, time 0.34983 min
Updates 48200, num timesteps 30848640, FPS 83, mean/median reward 34.4/22.0, min/max reward 0.0/126.0, entropy 1.65113, value loss 0.32218, policy loss 0.01172, distill_loss -189.81831, time 6176.89153 min
Updates 48210, num timesteps 30855040, FPS 83, mean/median reward 35.4/25.0, min/max reward 0.0/126.0, entropy 1.56440, value loss 0.15857, policy loss -0.00745, distill_loss -299.72833, time 6178.03843 min
Updates 48220, num timesteps 30861440, FPS 83, mean/median reward 38.0/27.0, min/max reward 0.0/126.0, entropy 1.60975, value loss 0.50043, policy loss 0.02436, distill_loss -237.35368, time 6179.18481 min
Updates 48230, num timesteps 30867840, FPS 83, mean/median reward 38.2/26.0, min/max reward 0.0/126.0, entropy 1.56357, value loss 0.14769, policy loss 0.11878, distill_loss -298.95819, time 6180.32344 min
Updates 48240, num timesteps 30874240, FPS 83, mean/median reward 39.5/27.0, min/max reward 0.0/123.0, entropy 1.53177, value loss 0.09084, policy loss 0.02973, distill_loss -281.27640, time 6181.43831 min
Updates 48250, num timesteps 30880640, FPS 83, mean/median reward 36.5/27.0, min/max reward 0.0/123.0, entropy 1.53861, value loss 0.47403, policy loss 0.09596, distill_loss -244.47183, time 6182.55492 min
Updates 48260, num timesteps 30887040, FPS 83, mean/median reward 35.6/24.0, min/max reward 0.0/123.0, entropy 1.52133, value loss 0.07342, policy loss -0.03809, distill_loss -364.48181, time 6183.67842 min
Updates 48270, num timesteps 30893440, FPS 83, mean/median reward 35.9/25.0, min/max reward 0.0/123.0, entropy 1.47555, value loss 0.15631, policy loss -0.02985, distill_loss -304.38110, time 6184.81174 min
Updates 48280, num timesteps 30899840, FPS 83, mean/median reward 30.1/24.0, min/max reward 0.0/111.0, entropy 1.49713, value loss 0.13016, policy loss -0.09335, distill_loss -263.24188, time 6185.96591 min
Updates 48290, num timesteps 30906240, FPS 83, mean/median reward 29.3/24.0, min/max reward 0.0/111.0, entropy 1.47509, value loss 0.17746, policy loss 0.00638, distill_loss -332.04016, time 6187.09322 min
Updates 48300, num timesteps 30912640, FPS 83, mean/median reward 30.6/24.0, min/max reward 0.0/111.0, entropy 1.46919, value loss 0.10748, policy loss -0.11774, distill_loss -312.13617, time 6188.25326 min
Updates 48310, num timesteps 30919040, FPS 83, mean/median reward 28.1/20.0, min/max reward 0.0/111.0, entropy 1.56057, value loss 0.11181, policy loss -0.16831, distill_loss -291.26480, time 6189.41030 min
Updates 48320, num timesteps 30925440, FPS 83, mean/median reward 30.6/21.0, min/max reward 0.0/116.0, entropy 1.67484, value loss 0.06456, policy loss -0.08061, distill_loss -266.15552, time 6190.51966 min
Updates 48330, num timesteps 30931840, FPS 83, mean/median reward 31.4/21.0, min/max reward 0.0/116.0, entropy 1.66755, value loss 0.07805, policy loss 0.04768, distill_loss -231.74541, time 6191.66280 min
Updates 48340, num timesteps 30938240, FPS 83, mean/median reward 30.6/21.0, min/max reward 0.0/116.0, entropy 1.74197, value loss 0.20508, policy loss -0.00665, distill_loss -191.87668, time 6192.80642 min
Updates 48350, num timesteps 30944640, FPS 83, mean/median reward 33.0/24.0, min/max reward 0.0/116.0, entropy 1.79405, value loss 0.09700, policy loss -0.07335, distill_loss -139.64024, time 6193.95131 min
Updates 48360, num timesteps 30951040, FPS 83, mean/median reward 33.7/21.0, min/max reward 0.0/116.0, entropy 1.70795, value loss 0.07324, policy loss 0.00990, distill_loss -233.79854, time 6195.09755 min
Updates 48370, num timesteps 30957440, FPS 83, mean/median reward 32.8/21.0, min/max reward 0.0/116.0, entropy 1.54765, value loss 0.24859, policy loss 0.06694, distill_loss -306.63379, time 6196.24880 min
Updates 48380, num timesteps 30963840, FPS 83, mean/median reward 31.8/20.0, min/max reward 0.0/116.0, entropy 1.73228, value loss 0.33493, policy loss 0.04969, distill_loss -225.55966, time 6197.40813 min
Updates 48390, num timesteps 30970240, FPS 83, mean/median reward 29.8/20.0, min/max reward 0.0/116.0, entropy 1.56208, value loss 0.15492, policy loss -0.07971, distill_loss -312.77020, time 6198.57731 min
Updates 48400, num timesteps 30976640, FPS 83, mean/median reward 34.2/24.0, min/max reward 0.0/116.0, entropy 1.54300, value loss 0.55206, policy loss 0.11913, distill_loss -310.15814, time 6199.71852 min
Updates 48410, num timesteps 30983040, FPS 83, mean/median reward 35.8/26.0, min/max reward 0.0/116.0, entropy 1.56805, value loss 0.08748, policy loss -0.04132, distill_loss -267.16339, time 6200.85292 min
Updates 48420, num timesteps 30989440, FPS 83, mean/median reward 34.5/25.0, min/max reward 0.0/116.0, entropy 1.61815, value loss 0.24814, policy loss 0.02399, distill_loss -294.74371, time 6201.99515 min
Updates 48430, num timesteps 30995840, FPS 83, mean/median reward 39.7/26.0, min/max reward 1.0/116.0, entropy 1.60956, value loss 0.06737, policy loss -0.04286, distill_loss -302.91925, time 6203.12686 min
Updates 48440, num timesteps 31002240, FPS 83, mean/median reward 38.2/26.0, min/max reward 1.0/116.0, entropy 1.55445, value loss 0.10302, policy loss -0.00128, distill_loss -278.50607, time 6204.27958 min
Updates 48450, num timesteps 31008640, FPS 83, mean/median reward 35.3/25.0, min/max reward 1.0/134.0, entropy 1.60071, value loss 0.11921, policy loss -0.08161, distill_loss -297.99847, time 6205.41812 min
Updates 48460, num timesteps 31015040, FPS 83, mean/median reward 36.3/26.0, min/max reward 1.0/134.0, entropy 1.56884, value loss 0.07347, policy loss 0.03343, distill_loss -315.93109, time 6206.56628 min
Updates 48470, num timesteps 31021440, FPS 83, mean/median reward 36.0/25.0, min/max reward 1.0/134.0, entropy 1.53539, value loss 0.20609, policy loss -0.03685, distill_loss -360.74411, time 6207.68349 min
Updates 48480, num timesteps 31027840, FPS 83, mean/median reward 32.7/20.0, min/max reward 1.0/134.0, entropy 1.69042, value loss 0.09718, policy loss 0.02888, distill_loss -216.76790, time 6208.79156 min
Updates 48490, num timesteps 31034240, FPS 83, mean/median reward 33.3/22.0, min/max reward 1.0/134.0, entropy 1.53891, value loss 0.20032, policy loss 0.10410, distill_loss -261.83395, time 6209.92377 min
Updates 48500, num timesteps 31040640, FPS 83, mean/median reward 31.2/17.0, min/max reward 1.0/134.0, entropy 1.40627, value loss 0.09242, policy loss -0.02851, distill_loss -339.90533, time 6211.03980 min
Updates 48510, num timesteps 31047040, FPS 83, mean/median reward 30.0/15.0, min/max reward 1.0/134.0, entropy 1.55162, value loss 0.14305, policy loss -0.05440, distill_loss -331.32129, time 6212.18876 min
Updates 48520, num timesteps 31053440, FPS 83, mean/median reward 27.9/15.0, min/max reward 1.0/132.0, entropy 1.63681, value loss 0.12576, policy loss -0.04759, distill_loss -261.28644, time 6213.35306 min
Updates 48530, num timesteps 31059840, FPS 83, mean/median reward 27.0/15.0, min/max reward 1.0/132.0, entropy 1.69673, value loss 0.59055, policy loss 0.31015, distill_loss -207.24821, time 6214.52152 min
Updates 48540, num timesteps 31066240, FPS 83, mean/median reward 28.6/15.0, min/max reward 1.0/132.0, entropy 1.66969, value loss 0.22094, policy loss 0.02589, distill_loss -212.54672, time 6215.67466 min
Updates 48550, num timesteps 31072640, FPS 83, mean/median reward 26.1/14.0, min/max reward 1.0/114.0, entropy 1.64859, value loss 0.14317, policy loss -0.01249, distill_loss -253.72366, time 6216.82785 min
Updates 48560, num timesteps 31079040, FPS 83, mean/median reward 28.6/15.0, min/max reward 1.0/114.0, entropy 1.60611, value loss 0.16423, policy loss 0.02936, distill_loss -274.43719, time 6217.96264 min
Updates 48570, num timesteps 31085440, FPS 83, mean/median reward 32.6/15.0, min/max reward 1.0/111.0, entropy 1.70555, value loss 0.06382, policy loss -0.00234, distill_loss -218.39909, time 6219.08426 min
Updates 48580, num timesteps 31091840, FPS 83, mean/median reward 31.9/15.0, min/max reward 1.0/129.0, entropy 1.69049, value loss 0.07301, policy loss -0.00342, distill_loss -240.89934, time 6220.22865 min
Updates 48590, num timesteps 31098240, FPS 83, mean/median reward 35.3/16.0, min/max reward 1.0/129.0, entropy 1.63210, value loss 0.23025, policy loss 0.00903, distill_loss -289.11761, time 6221.37015 min
Updates 48600, num timesteps 31104640, FPS 83, mean/median reward 35.4/16.0, min/max reward 1.0/129.0, entropy 1.64057, value loss 0.24565, policy loss -0.04033, distill_loss -254.03601, time 6222.51670 min
Updates 48610, num timesteps 31111040, FPS 83, mean/median reward 39.7/17.0, min/max reward 1.0/129.0, entropy 1.67879, value loss 0.08776, policy loss -0.02066, distill_loss -236.73453, time 6223.67423 min
Updates 48620, num timesteps 31117440, FPS 83, mean/median reward 36.1/16.0, min/max reward 1.0/129.0, entropy 1.57791, value loss 0.14887, policy loss -0.02554, distill_loss -289.99487, time 6224.83435 min
Updates 48630, num timesteps 31123840, FPS 83, mean/median reward 34.3/16.0, min/max reward 1.0/119.0, entropy 1.57901, value loss 0.11756, policy loss -0.02054, distill_loss -232.28487, time 6225.96323 min
Updates 48640, num timesteps 31130240, FPS 83, mean/median reward 36.7/17.0, min/max reward 1.0/119.0, entropy 1.58456, value loss 0.08766, policy loss -0.01209, distill_loss -266.21988, time 6227.10839 min
Updates 48650, num timesteps 31136640, FPS 83, mean/median reward 32.9/15.0, min/max reward 1.0/119.0, entropy 1.50860, value loss 0.18628, policy loss 0.03448, distill_loss -359.01553, time 6228.23465 min
Updates 48660, num timesteps 31143040, FPS 83, mean/median reward 29.6/15.0, min/max reward 1.0/114.0, entropy 1.53597, value loss 0.13234, policy loss 0.03477, distill_loss -358.58847, time 6229.37092 min
Updates 48670, num timesteps 31149440, FPS 83, mean/median reward 26.4/14.0, min/max reward 1.0/111.0, entropy 1.60052, value loss 0.74569, policy loss 0.09910, distill_loss -283.61340, time 6230.51277 min
Updates 48680, num timesteps 31155840, FPS 83, mean/median reward 27.6/15.0, min/max reward 1.0/111.0, entropy 1.62373, value loss 0.11768, policy loss -0.10520, distill_loss -271.29791, time 6231.64300 min
Updates 48690, num timesteps 31162240, FPS 83, mean/median reward 28.2/15.0, min/max reward 0.0/111.0, entropy 1.65375, value loss 0.10275, policy loss 0.03819, distill_loss -223.59200, time 6232.78587 min
Updates 48700, num timesteps 31168640, FPS 83, mean/median reward 32.3/16.0, min/max reward 0.0/116.0, entropy 1.61448, value loss 0.13340, policy loss -0.04484, distill_loss -263.63617, time 6233.94818 min
Updates 48710, num timesteps 31175040, FPS 83, mean/median reward 35.5/16.0, min/max reward 0.0/119.0, entropy 1.52807, value loss 0.18870, policy loss 0.02326, distill_loss -355.40976, time 6235.10336 min
Updates 48720, num timesteps 31181440, FPS 83, mean/median reward 35.9/17.0, min/max reward 0.0/119.0, entropy 1.57568, value loss 0.18950, policy loss 0.08549, distill_loss -276.86972, time 6236.26987 min
Updates 48730, num timesteps 31187840, FPS 83, mean/median reward 32.8/16.0, min/max reward 0.0/119.0, entropy 1.51651, value loss 0.05452, policy loss 0.02982, distill_loss -280.70016, time 6237.40013 min
Updates 48740, num timesteps 31194240, FPS 83, mean/median reward 32.2/15.0, min/max reward 0.0/119.0, entropy 1.49381, value loss 0.49144, policy loss 0.07698, distill_loss -289.66364, time 6238.52158 min
Updates 48750, num timesteps 31200640, FPS 83, mean/median reward 29.8/15.0, min/max reward 0.0/119.0, entropy 1.55752, value loss 0.09604, policy loss -0.05312, distill_loss -250.11404, time 6239.65950 min
Updates 48760, num timesteps 31207040, FPS 83, mean/median reward 28.4/15.0, min/max reward 0.0/119.0, entropy 1.33274, value loss 0.30671, policy loss 0.07607, distill_loss -366.42679, time 6240.80596 min
Updates 48770, num timesteps 31213440, FPS 83, mean/median reward 29.4/14.0, min/max reward 0.0/122.0, entropy 1.61740, value loss 0.09647, policy loss -0.10932, distill_loss -259.25018, time 6241.96972 min
Updates 48780, num timesteps 31219840, FPS 83, mean/median reward 27.9/14.0, min/max reward 0.0/122.0, entropy 1.52714, value loss 0.05809, policy loss 0.00290, distill_loss -273.18845, time 6243.09275 min
Updates 48790, num timesteps 31226240, FPS 83, mean/median reward 25.9/11.0, min/max reward 0.0/132.0, entropy 1.56897, value loss 0.11025, policy loss -0.00179, distill_loss -307.85431, time 6244.22943 min
Updates 48800, num timesteps 31232640, FPS 83, mean/median reward 25.5/11.0, min/max reward 0.0/132.0, entropy 1.53831, value loss 0.09088, policy loss -0.07239, distill_loss -291.84976, time 6245.37332 min
Updates 48810, num timesteps 31239040, FPS 83, mean/median reward 24.4/10.0, min/max reward 0.0/132.0, entropy 1.63613, value loss 0.12932, policy loss -0.05342, distill_loss -223.59958, time 6246.52131 min
Updates 48820, num timesteps 31245440, FPS 83, mean/median reward 27.2/10.0, min/max reward 0.0/132.0, entropy 1.57157, value loss 0.07265, policy loss -0.04416, distill_loss -333.11853, time 6247.67897 min
Updates 48830, num timesteps 31251840, FPS 83, mean/median reward 28.4/9.0, min/max reward 0.0/132.0, entropy 1.55456, value loss 0.09397, policy loss 0.03817, distill_loss -342.19458, time 6248.80276 min
Updates 48840, num timesteps 31258240, FPS 83, mean/median reward 28.8/8.0, min/max reward 0.0/132.0, entropy 1.50138, value loss 0.09454, policy loss 0.00249, distill_loss -324.14569, time 6249.95711 min
Updates 48850, num timesteps 31264640, FPS 83, mean/median reward 25.7/8.0, min/max reward 0.0/132.0, entropy 1.62550, value loss 0.08414, policy loss 0.00265, distill_loss -262.50055, time 6251.09580 min
Updates 48860, num timesteps 31271040, FPS 83, mean/median reward 26.7/10.0, min/max reward 0.0/132.0, entropy 1.67816, value loss 0.39750, policy loss 0.11171, distill_loss -238.57993, time 6252.22413 min
Updates 48870, num timesteps 31277440, FPS 83, mean/median reward 27.3/9.0, min/max reward 0.0/142.0, entropy 1.58377, value loss 0.29886, policy loss 0.10214, distill_loss -284.83044, time 6253.35354 min
Updates 48880, num timesteps 31283840, FPS 83, mean/median reward 31.9/11.0, min/max reward 0.0/142.0, entropy 0.99582, value loss 0.40131, policy loss 0.01334, distill_loss -540.02490, time 6254.48740 min
Updates 48890, num timesteps 31290240, FPS 83, mean/median reward 32.2/11.0, min/max reward 0.0/142.0, entropy 1.58955, value loss 0.50790, policy loss 0.12337, distill_loss -298.11298, time 6255.62779 min
Updates 48900, num timesteps 31296640, FPS 83, mean/median reward 29.8/11.0, min/max reward 0.0/142.0, entropy 1.43235, value loss 0.37249, policy loss -0.02335, distill_loss -404.62579, time 6256.78676 min
Updates 48910, num timesteps 31303040, FPS 83, mean/median reward 35.2/13.0, min/max reward 0.0/142.0, entropy 1.60039, value loss 0.14546, policy loss -0.01813, distill_loss -264.88614, time 6257.92696 min
Updates 48920, num timesteps 31309440, FPS 83, mean/median reward 37.7/16.0, min/max reward 0.0/142.0, entropy 1.65638, value loss 0.17640, policy loss 0.02164, distill_loss -251.87766, time 6259.05661 min
Updates 48930, num timesteps 31315840, FPS 83, mean/median reward 34.8/15.0, min/max reward 0.0/127.0, entropy 1.57636, value loss 0.09111, policy loss 0.03015, distill_loss -237.33174, time 6260.16661 min
Updates 48940, num timesteps 31322240, FPS 83, mean/median reward 38.0/16.0, min/max reward 0.0/132.0, entropy 1.56373, value loss 0.07696, policy loss -0.00621, distill_loss -328.38184, time 6261.30451 min
Updates 48950, num timesteps 31328640, FPS 83, mean/median reward 33.6/13.0, min/max reward 0.0/132.0, entropy 1.62792, value loss 0.10940, policy loss -0.13807, distill_loss -309.92148, time 6262.43820 min
Updates 48960, num timesteps 31335040, FPS 83, mean/median reward 32.7/10.0, min/max reward 0.0/132.0, entropy 1.43361, value loss 0.11561, policy loss 0.00178, distill_loss -327.06723, time 6263.59020 min
Updates 48970, num timesteps 31341440, FPS 83, mean/median reward 33.8/11.0, min/max reward 0.0/132.0, entropy 1.51182, value loss 0.08543, policy loss -0.07373, distill_loss -298.57541, time 6264.70642 min
Updates 48980, num timesteps 31347840, FPS 83, mean/median reward 35.3/13.0, min/max reward 0.0/132.0, entropy 1.45857, value loss 0.30825, policy loss -0.06936, distill_loss -387.08765, time 6265.83965 min
Updates 48990, num timesteps 31354240, FPS 83, mean/median reward 30.0/11.0, min/max reward 0.0/132.0, entropy 1.61721, value loss 0.11677, policy loss -0.00136, distill_loss -273.33447, time 6266.98095 min
Updates 49000, num timesteps 31360640, FPS 83, mean/median reward 31.6/11.0, min/max reward 0.0/132.0, entropy 1.54368, value loss 0.06950, policy loss -0.03223, distill_loss -312.39865, time 6268.12616 min
Updates 49010, num timesteps 31367040, FPS 83, mean/median reward 29.4/10.0, min/max reward 0.0/121.0, entropy 1.53730, value loss 0.11618, policy loss -0.04625, distill_loss -309.97464, time 6269.29642 min
Updates 49020, num timesteps 31373440, FPS 83, mean/median reward 32.9/11.0, min/max reward 0.0/134.0, entropy 1.57431, value loss 0.23549, policy loss 0.00031, distill_loss -263.93216, time 6270.45835 min
Updates 49030, num timesteps 31379840, FPS 83, mean/median reward 35.6/12.0, min/max reward 0.0/134.0, entropy 1.46346, value loss 0.47615, policy loss -0.03053, distill_loss -319.26999, time 6271.59973 min
Updates 49040, num timesteps 31386240, FPS 83, mean/median reward 36.0/12.0, min/max reward 0.0/134.0, entropy 1.48883, value loss 0.24371, policy loss 0.14575, distill_loss -326.29803, time 6272.74460 min
Updates 49050, num timesteps 31392640, FPS 83, mean/median reward 41.5/24.0, min/max reward 0.0/134.0, entropy 1.66307, value loss 0.11353, policy loss -0.08889, distill_loss -249.96188, time 6273.90326 min
Updates 49060, num timesteps 31399040, FPS 83, mean/median reward 40.8/23.0, min/max reward 0.0/134.0, entropy 1.51155, value loss 0.12948, policy loss -0.04556, distill_loss -335.90912, time 6275.04719 min
Updates 49070, num timesteps 31405440, FPS 83, mean/median reward 41.9/24.0, min/max reward 0.0/140.0, entropy 1.28293, value loss 0.21972, policy loss 0.00025, distill_loss -437.34723, time 6276.20176 min
Updates 49080, num timesteps 31411840, FPS 83, mean/median reward 40.8/15.0, min/max reward 0.0/140.0, entropy 1.45299, value loss 0.08036, policy loss 0.03645, distill_loss -357.17969, time 6277.35358 min
Updates 49090, num timesteps 31418240, FPS 83, mean/median reward 36.6/12.0, min/max reward 0.0/140.0, entropy 1.56218, value loss 0.11129, policy loss -0.09728, distill_loss -301.76962, time 6278.50314 min
Updates 49100, num timesteps 31424640, FPS 83, mean/median reward 30.9/15.0, min/max reward 0.0/135.0, entropy 1.57955, value loss 0.17237, policy loss -0.02181, distill_loss -302.69513, time 6279.66824 min
Updates 49110, num timesteps 31431040, FPS 83, mean/median reward 30.1/14.0, min/max reward 0.0/135.0, entropy 1.70854, value loss 0.07694, policy loss -0.05460, distill_loss -211.15532, time 6280.84710 min
Updates 49120, num timesteps 31437440, FPS 83, mean/median reward 31.5/15.0, min/max reward 0.0/135.0, entropy 1.68079, value loss 0.06514, policy loss -0.07650, distill_loss -257.70697, time 6281.97255 min
Updates 49130, num timesteps 31443840, FPS 83, mean/median reward 29.7/15.0, min/max reward 0.0/135.0, entropy 1.57896, value loss 0.07177, policy loss -0.00922, distill_loss -273.78818, time 6283.11093 min
Updates 49140, num timesteps 31450240, FPS 83, mean/median reward 31.7/16.0, min/max reward 0.0/135.0, entropy 1.55491, value loss 0.16365, policy loss -0.04963, distill_loss -260.54697, time 6284.25762 min
Updates 49150, num timesteps 31456640, FPS 83, mean/median reward 31.4/14.0, min/max reward 0.0/135.0, entropy 1.53802, value loss 0.06746, policy loss -0.01150, distill_loss -305.48907, time 6285.41370 min
Updates 49160, num timesteps 31463040, FPS 83, mean/median reward 32.6/17.0, min/max reward 0.0/135.0, entropy 1.54164, value loss 0.13947, policy loss -0.08869, distill_loss -306.44867, time 6286.53272 min
Updates 49170, num timesteps 31469440, FPS 83, mean/median reward 30.3/12.0, min/max reward 0.0/117.0, entropy 1.65117, value loss 0.07063, policy loss -0.02166, distill_loss -288.83823, time 6287.70852 min
Updates 49180, num timesteps 31475840, FPS 83, mean/median reward 36.4/18.0, min/max reward 0.0/125.0, entropy 1.52339, value loss 0.09786, policy loss 0.03124, distill_loss -338.34854, time 6288.85046 min
Updates 49190, num timesteps 31482240, FPS 83, mean/median reward 36.8/18.0, min/max reward 0.0/125.0, entropy 1.45921, value loss 0.10389, policy loss -0.01381, distill_loss -335.77325, time 6289.98443 min
Updates 49200, num timesteps 31488640, FPS 83, mean/median reward 37.8/19.0, min/max reward 0.0/125.0, entropy 1.26485, value loss 0.10516, policy loss 0.04231, distill_loss -517.86560, time 6291.12215 min
Updates 49210, num timesteps 31495040, FPS 83, mean/median reward 34.3/18.0, min/max reward 0.0/125.0, entropy 1.44330, value loss 0.11816, policy loss 0.00673, distill_loss -328.58438, time 6292.26166 min
Updates 49220, num timesteps 31501440, FPS 83, mean/median reward 36.2/18.0, min/max reward 0.0/125.0, entropy 1.37657, value loss 0.20731, policy loss 0.01798, distill_loss -406.01523, time 6293.40740 min
Updates 49230, num timesteps 31507840, FPS 83, mean/median reward 34.5/18.0, min/max reward 0.0/120.0, entropy 1.42091, value loss 0.12636, policy loss -0.00715, distill_loss -345.66913, time 6294.54542 min
Updates 49240, num timesteps 31514240, FPS 83, mean/median reward 33.3/18.0, min/max reward 0.0/120.0, entropy 1.32847, value loss 0.12492, policy loss -0.06763, distill_loss -403.90005, time 6295.68151 min
Updates 49250, num timesteps 31520640, FPS 83, mean/median reward 37.1/19.0, min/max reward 0.0/120.0, entropy 1.59761, value loss 0.06746, policy loss 0.01019, distill_loss -285.47491, time 6296.80999 min
Updates 49260, num timesteps 31527040, FPS 83, mean/median reward 31.4/17.0, min/max reward 0.0/120.0, entropy 1.58775, value loss 0.16272, policy loss 0.09743, distill_loss -255.72678, time 6297.95172 min
Updates 49270, num timesteps 31533440, FPS 83, mean/median reward 30.8/19.0, min/max reward 0.0/120.0, entropy 1.62776, value loss 0.13078, policy loss 0.06693, distill_loss -235.48999, time 6299.08990 min
Updates 49280, num timesteps 31539840, FPS 83, mean/median reward 29.5/18.0, min/max reward 0.0/115.0, entropy 1.41591, value loss 0.21501, policy loss -0.09585, distill_loss -320.86023, time 6300.23316 min
Updates 49290, num timesteps 31546240, FPS 83, mean/median reward 32.0/18.0, min/max reward 0.0/118.0, entropy 1.54226, value loss 0.09402, policy loss -0.02484, distill_loss -323.97983, time 6301.36698 min
Updates 49300, num timesteps 31552640, FPS 83, mean/median reward 33.1/18.0, min/max reward 0.0/118.0, entropy 1.68360, value loss 0.09471, policy loss 0.04643, distill_loss -209.86406, time 6302.50536 min
Updates 49310, num timesteps 31559040, FPS 83, mean/median reward 34.6/19.0, min/max reward 1.0/118.0, entropy 1.66628, value loss 0.16297, policy loss -0.00136, distill_loss -243.89847, time 6303.65196 min
Updates 49320, num timesteps 31565440, FPS 83, mean/median reward 34.9/19.0, min/max reward 1.0/118.0, entropy 1.45085, value loss 0.09057, policy loss -0.04796, distill_loss -313.46933, time 6304.78246 min
Updates 49330, num timesteps 31571840, FPS 83, mean/median reward 35.0/19.0, min/max reward 1.0/118.0, entropy 1.49923, value loss 0.14042, policy loss -0.04105, distill_loss -306.00223, time 6305.92066 min
Updates 49340, num timesteps 31578240, FPS 83, mean/median reward 32.8/18.0, min/max reward 1.0/118.0, entropy 1.53695, value loss 0.12320, policy loss 0.06073, distill_loss -246.38281, time 6307.06049 min
Updates 49350, num timesteps 31584640, FPS 83, mean/median reward 31.7/15.0, min/max reward 0.0/118.0, entropy 1.43743, value loss 0.11776, policy loss -0.08916, distill_loss -303.74927, time 6308.18190 min
Updates 49360, num timesteps 31591040, FPS 83, mean/median reward 33.5/15.0, min/max reward 0.0/124.0, entropy 1.64856, value loss 0.11528, policy loss 0.04231, distill_loss -207.63545, time 6309.31145 min
Updates 49370, num timesteps 31597440, FPS 83, mean/median reward 35.2/12.0, min/max reward 0.0/124.0, entropy 1.67349, value loss 0.08758, policy loss -0.01463, distill_loss -210.58084, time 6310.45387 min
Updates 49380, num timesteps 31603840, FPS 83, mean/median reward 37.0/15.0, min/max reward 0.0/124.0, entropy 1.51083, value loss 0.23319, policy loss -0.02754, distill_loss -342.74515, time 6311.61557 min
Updates 49390, num timesteps 31610240, FPS 83, mean/median reward 38.9/15.0, min/max reward 0.0/124.0, entropy 1.44700, value loss 0.28070, policy loss 0.10062, distill_loss -416.58432, time 6312.76468 min
Updates 49400, num timesteps 31616640, FPS 83, mean/median reward 36.9/15.0, min/max reward 0.0/124.0, entropy 1.57017, value loss 0.06981, policy loss 0.00889, distill_loss -301.96765, time 6313.92651 min
Updates 49410, num timesteps 31623040, FPS 83, mean/median reward 34.9/11.0, min/max reward 0.0/124.0, entropy 1.46945, value loss 0.10814, policy loss -0.01817, distill_loss -326.34714, time 6315.07299 min
Updates 49420, num timesteps 31629440, FPS 83, mean/median reward 37.8/15.0, min/max reward 0.0/124.0, entropy 1.55074, value loss 0.10931, policy loss -0.11942, distill_loss -287.30374, time 6316.21799 min
Updates 49430, num timesteps 31635840, FPS 83, mean/median reward 35.7/15.0, min/max reward 0.0/112.0, entropy 1.51588, value loss 0.10319, policy loss -0.12117, distill_loss -337.00159, time 6317.36404 min
Updates 49440, num timesteps 31642240, FPS 83, mean/median reward 33.8/11.0, min/max reward 0.0/110.0, entropy 1.65142, value loss 0.08249, policy loss -0.04414, distill_loss -242.15784, time 6318.50382 min
Updates 49450, num timesteps 31648640, FPS 83, mean/median reward 34.9/17.0, min/max reward 0.0/123.0, entropy 1.62020, value loss 0.21282, policy loss 0.05203, distill_loss -284.56070, time 6319.64051 min
Updates 49460, num timesteps 31655040, FPS 83, mean/median reward 34.0/17.0, min/max reward 0.0/123.0, entropy 1.26483, value loss 0.10796, policy loss -0.06111, distill_loss -472.42438, time 6320.77434 min
Updates 49470, num timesteps 31661440, FPS 83, mean/median reward 33.0/17.0, min/max reward 0.0/123.0, entropy 1.60960, value loss 0.14146, policy loss -0.03527, distill_loss -247.76155, time 6321.88254 min
Updates 49480, num timesteps 31667840, FPS 83, mean/median reward 32.8/17.0, min/max reward 0.0/123.0, entropy 1.52743, value loss 0.12748, policy loss -0.02585, distill_loss -266.33859, time 6323.03319 min
Updates 49490, num timesteps 31674240, FPS 83, mean/median reward 35.3/17.0, min/max reward 0.0/123.0, entropy 1.79210, value loss 0.25109, policy loss 0.07628, distill_loss -166.56429, time 6324.16029 min
Updates 49500, num timesteps 31680640, FPS 83, mean/median reward 37.9/19.0, min/max reward 0.0/123.0, entropy 1.42608, value loss 0.10299, policy loss -0.05324, distill_loss -287.55499, time 6325.30097 min
Updates 49510, num timesteps 31687040, FPS 83, mean/median reward 34.4/15.0, min/max reward 0.0/123.0, entropy 1.29756, value loss 0.07824, policy loss -0.06234, distill_loss -395.41412, time 6326.44668 min
Updates 49520, num timesteps 31693440, FPS 83, mean/median reward 28.8/15.0, min/max reward 0.0/117.0, entropy 1.45445, value loss 0.07088, policy loss -0.05577, distill_loss -338.76944, time 6327.57512 min
Updates 49530, num timesteps 31699840, FPS 83, mean/median reward 27.7/16.0, min/max reward 0.0/117.0, entropy 1.55371, value loss 0.06149, policy loss -0.02193, distill_loss -274.11288, time 6328.72594 min
Updates 49540, num timesteps 31706240, FPS 83, mean/median reward 28.0/15.0, min/max reward 0.0/120.0, entropy 1.58331, value loss 0.05795, policy loss -0.10684, distill_loss -314.73636, time 6329.86846 min
Updates 49550, num timesteps 31712640, FPS 83, mean/median reward 27.9/15.0, min/max reward 0.0/120.0, entropy 1.62628, value loss 0.14956, policy loss 0.10508, distill_loss -276.80859, time 6331.02832 min
